Metric,Value
R2 Score,-0.07758408401223593
Adjusted R2 Score,-0.36882302563716474
Mean Absolute Error,1.1658347447713215
Mean Squared Error,2.228129590379467
Pearson Correlation,0.04219125159656957
Spearman Correlation,0.11132494124093466
