Metric,Value
R2 Score,0.033069881435532134
Adjusted R2 Score,-0.23552181816570883
Mean Absolute Error,1.6587388972018628
Mean Squared Error,3.9263753569593827
Pearson Correlation,0.24717200958022867
Spearman Correlation,0.19456148736403311
