Rater,mae,r2,rho,rs
1,1.9834147890270284,-0.30011600159578333,0.11277828459426802,0.11750555767487421
2,1.9230552689497302,-0.1788561342910186,0.11605503209257388,0.12484737629975265
3,2.182742014683594,-1.7311434188032089,0.16752554371725262,0.15934091515598342
4,2.284624879025267,-0.5737737930371285,0.1437997179539663,0.1387226758746906
5,1.7056809118836296,-0.23791998971317105,0.2322673871335285,0.20470532434099717
