Rater,mae,r2,rho,rs
1,1.777030976493481,-0.24628808254860424,-0.06054248994944937,-0.09356974886328567
2,2.292625650558778,-0.08387622313367801,0.12939514378271172,0.10356099488153
3,1.9643726810846616,-0.16901598766909592,0.03870508135024947,0.013315103733093544
4,2.439297554150169,-0.8808917751203499,9.979284963815283e-05,-0.006647403399388395
5,1.8997810343148358,-0.3225258390848202,0.003297876271441816,-0.04318831813906165
