Rater,mae,r2,rho,rs
1,2.3411025146939393,0.0004869985492306883,0.16564953147899042,0.17140439613628547
2,2.0368607139396793,-0.03703046814806256,0.14554570997883004,0.12002224159157023
3,1.6390079628110281,-0.06939318482600046,0.34680415146767346,0.30491585970283464
4,1.7086804719340658,-0.04277022081051135,0.184724367182214,0.19791704784673944
5,1.813048248967775,-0.0605324860256813,0.293098861230067,0.29015408504970236
