Metric,Value
R2 Score,-0.04175984301272195
Adjusted R2 Score,-0.08847553104019834
Mean Absolute Error,1.6122445988858867
Mean Squared Error,4.07307246678681
Pearson Correlation,0.20277554937527575
Spearman Correlation,0.19707528365763663
