Metric,Value
R2 Score,-0.017477257425155823
Adjusted R2 Score,-0.292471110783306
Mean Absolute Error,1.8055978814760845
Mean Squared Error,4.323836730663932
Pearson Correlation,0.23918812190039168
Spearman Correlation,0.183316354893295
