N,Rater,mae,r2,rho,rs
1,1,5.951740866945106,-10.295413970947266,0.23073451706330692,0.21109833475400533
1,2,4.755986811000169,-6.695680904388428,0.17044365629774605,0.14781805627082156
1,3,7.15260868817568,-24.08560676574707,0.17948131394082895,0.17056773632330927
1,4,4.295322956737815,-4.295378494262695,0.21277455215659744,0.18540247809409
1,5,4.6018674744559185,-8.042455863952636,0.49833376067889434,0.48540991043539705
2,1,5.805156264267862,-9.103115367889405,0.25737930845490825,0.22031616657677064
2,2,4.926776726483082,-6.533307981491089,0.18172111332061913,0.16529897180925163
2,3,6.838370036691122,-20.07505989074707,0.2093770537171089,0.21558978911051888
2,4,3.9097167226314853,-3.624137115478516,0.23983037500856108,0.22147900438815077
2,5,4.328324376299445,-6.48989520072937,0.5620702264541635,0.5519831819901594
3,1,5.8820782878835285,-9.348637104034424,0.19844230046463024,0.19107209345703027
3,2,4.659537136951955,-5.650232124328613,0.15311585777130615,0.1541163434781226
3,3,6.77434629323151,-19.254195404052734,0.26712616862867017,0.2612181185263982
3,4,4.227001590623844,-4.048822689056396,0.21043864664463646,0.1960276319150827
3,5,4.46590036305656,-6.282710886001587,0.5721587953199412,0.5571966385331397
4,1,5.8765665819640365,-9.595324230194091,0.21317975319626484,0.17305980978254076
4,2,4.692709190005019,-6.138276243209839,0.1508678176113197,0.16903388872654362
4,3,6.913855291836495,-20.523295402526855,0.25448689379159084,0.2404823025448895
4,4,4.209798246487139,-3.8260449171066284,0.2381123502752259,0.2153189075429101
4,5,4.317922226164719,-5.654763507843017,0.5792036995165157,0.5771073581811872
5,1,6.0546236760876315,-9.962879085540772,0.23579875094561706,0.2165332446474985
5,2,4.775334556864538,-5.923211002349854,0.20472910201660005,0.183447682103339
5,3,6.969496521965733,-20.865250968933104,0.19164628178252494,0.18283023598398124
5,4,3.883738088231458,-3.1732171297073366,0.21937243599954298,0.19208498365122997
5,5,4.4755461918076085,-6.235603952407837,0.5676412707600189,0.5631288808429635
6,1,6.090214730662351,-9.809657096862793,0.2780926630229896,0.2726446214521261
6,2,4.716160847261853,-5.93172812461853,0.10481949328172495,0.1236969745887769
6,3,6.756323833832023,-19.259556579589844,0.22495633044451094,0.21861515994023067
6,4,4.044083232352776,-3.5105664491653443,0.26367267700153757,0.25587641646369086
6,5,4.463197099086734,-6.067254543304443,0.5482534022255726,0.5433321526825183
7,1,5.959795206929652,-9.588962841033936,0.2541334342023181,0.23473348913611508
7,2,4.918344730237613,-6.461796617507934,0.16774809352329095,0.16559341017210194
7,3,6.709124164230057,-20.157006645202635,0.2557229145314959,0.25161217383639084
7,4,3.8962208659977327,-3.156770133972168,0.22146589142837478,0.19256891166610707
7,5,4.550561130301532,-6.33627552986145,0.5585432015387042,0.5497307313456642
8,1,6.1699394598907356,-10.516815376281738,0.2438366578801583,0.21424833458467388
8,2,4.664864618848172,-5.727755832672119,0.15325517359739266,0.14877043014556382
8,3,6.885509214002868,-19.548069858551024,0.23075802411046348,0.22970575212576477
8,4,3.9821487359588543,-3.461370038986206,0.23748944516567788,0.21790466749727466
8,5,4.331662649611886,-5.606433486938476,0.5803874372141548,0.5767207905308825
9,1,6.155440250670119,-9.860355377197266,0.2367653207169805,0.21140450867303784
9,2,4.736656605584395,-6.311799001693726,0.1469563209993246,0.13356012138720913
9,3,6.8640449950775615,-20.670383071899415,0.22631921129665655,0.22251540857843413
9,4,3.994303303614866,-3.675465965270996,0.20577549854466745,0.17750364506566782
9,5,4.45348693162431,-6.101521110534668,0.5458053368504727,0.5428333277643109
10,1,5.804276277181901,-9.14816427230835,0.22574494841174628,0.2132005535491067
10,2,4.808099196125203,-6.669100999832153,0.1364819185893583,0.12971692305324176
10,3,7.096760859644535,-20.962219619750975,0.2283719544563149,0.23893973492769952
10,4,4.033794846321095,-3.5736488580703734,0.20618684409916002,0.18313502818117153
10,5,4.226865557839676,-5.484337425231933,0.5804468459240635,0.5719171641219404
