N,rho,rs
1,0.28108037182357903,0.27176766667005003
2,0.3144188551980801,0.2946458423526216
3,0.33680850566781817,0.31761930685275486
4,0.33191992926717845,0.31626498441639955
5,0.33818648949036484,0.3203106096809373
6,0.33047073486526957,0.3139846174766344
7,0.3203869807074674,0.29632283180170216
8,0.33862640208196143,0.32647274772522744
9,0.31595053614815205,0.3040282060470533
10,0.32322392603565203,0.3028146504944258
