N,rho,rs
1,0.20145773676376616,0.2040017135795514
2,0.22469654393830085,0.2219614734458248
3,0.2705897976435988,0.25974186979378394
4,0.24725845390358553,0.238684605924605
5,0.23430181979365736,0.22514877949043227
6,0.2603475684783727,0.25262312627983324
7,0.21340196851946577,0.2079816914674785
8,0.24325469091844015,0.23745756924076247
9,0.24849527473211092,0.24759657320268386
10,0.2406147567286557,0.2383166901644856
