representation,objective,N,pair_accuracy_mean,pair_accuracy_std,mae_mean,mae_std,r2_mean,r2_std,pearson_mean,pearson_std,spearman_mean,spearman_std,kendall_mean,kendall_std
clip-vit-b32,bradley_terry,1,0.7842469865347801,0.01761633388045977,1.2611324955116618,1.8582303049423103,0.5984053114288068,0.055795077907523374,0.7735106739085492,0.03640479439069416,0.7512773536747019,0.03572529682926591,0.5630692144737206,0.03388521195953998
clip-vit-b32,bradley_terry,2,0.788871703509896,0.01844185714520994,1.2261356798085299,1.790187449536387,0.6140572992043096,0.05654456486726249,0.7836143933847873,0.036436565969134256,0.7588592149646742,0.036903487972423675,0.5708890829918706,0.03525946446046066
clip-vit-b32,bradley_terry,3,0.7895864641130846,0.017632969571165433,1.220193496617404,1.7904281869665,0.6210531692446173,0.055624086080406566,0.7880720615969166,0.035623229327930425,0.7615974829251739,0.036547540881853996,0.5739268765823929,0.034848154994891696
clip-vit-b32,bradley_terry,4,0.789817647989746,0.017941430586617076,1.2127224282784896,1.7734452364488418,0.6232073205535856,0.054704855411295605,0.7893994706358063,0.035015973785443646,0.7626405776490927,0.03583717516756209,0.5754822671970224,0.03438652012648108
clip-vit-b32,bradley_terry,5,0.7916706283671839,0.01730445577858056,1.216158206354488,1.79502346934831,0.6266592055979753,0.05207078526410674,0.7917104710673701,0.033231323072749105,0.7646448309088555,0.035412805918987364,0.5773355810660046,0.03406179520176836
clip-vit-b32,bradley_terry,6,0.7918295753604244,0.017954531624923397,1.209685987775976,1.7719387861929057,0.6256678124762073,0.05432784944964363,0.7909544061126725,0.03480081135462839,0.7647832448968337,0.037235903368895415,0.5775756757285258,0.03564836084937779
clip-vit-b32,bradley_terry,7,0.7922621510594826,0.01875853321577991,1.2077565258199519,1.7757827236250538,0.6288521958659153,0.053528369308501786,0.7930485571049207,0.03401264020610855,0.7656256539112771,0.036979640448900876,0.5785707976805949,0.03579553386983547
clip-vit-b32,bradley_terry,8,0.7913927793748105,0.01838076735144831,1.213350481336767,1.792167219618873,0.6267511620437335,0.055408688524781514,0.7916163475093168,0.03534507793717065,0.7648366370686422,0.03661420612067245,0.5782703832778291,0.03540420955962696
clip-vit-b32,bradley_terry,9,0.7923030799952528,0.01764886190407053,1.203566428748044,1.7662163300788492,0.6304620640201113,0.053736778448033165,0.7940506591470937,0.0343722244390712,0.7666953938520662,0.03783409199873508,0.5801048471861457,0.03575620774684673
clip-vit-b32,bradley_terry,10,0.7919477412191082,0.018786488661353466,1.21108933578838,1.7816419469680453,0.6270926402633126,0.054968526434907655,0.7918419091824385,0.0351610637455994,0.7639002173986768,0.03797657750964766,0.5774739030655237,0.036302592731059895
clip-vit-b32,hinge,1,0.7829970821470207,0.017476383393269856,1.2809142963452773,1.8876056912098855,0.5873511365829313,0.05577908757959585,0.766327094132748,0.03685781638556825,0.7495093942367163,0.036507321877709685,0.5609325230610649,0.03435658674306206
clip-vit-b32,hinge,2,0.7878028154772138,0.01930006303211327,1.2529952043836767,1.8373935190525517,0.602079880243053,0.057154293338702845,0.7759166942213471,0.03722902704782622,0.757172319385444,0.038684905613937656,0.5690663445574948,0.036721385174727075
clip-vit-b32,hinge,3,0.7888161119694593,0.017793497693579283,1.2404230692169882,1.822252108020951,0.6104051633568399,0.054988213560481454,0.7812609090244368,0.035668504118629894,0.7600167357208973,0.037196598133121074,0.5723034056203861,0.035568479349846256
clip-vit-b32,hinge,4,0.7893139383232369,0.018174779050904324,1.2308388498696414,1.7942008955588238,0.6124431708469323,0.05554310784736845,0.7825517923392501,0.0359105255442763,0.7619268676303592,0.037104908391962156,0.5744365490777438,0.03553329482994556
clip-vit-b32,hinge,5,0.7901290742513066,0.017722579535979856,1.2306257226250388,1.80631876644104,0.6164914520146088,0.053356975720215895,0.7851768275506541,0.034396173467830506,0.7629275330123901,0.03643896028461635,0.5754965390805524,0.03484929742508657
clip-vit-b32,hinge,6,0.7909910565140997,0.018589710158246172,1.232240147482265,1.814249525671816,0.6166159847223907,0.05468525089439744,0.7851928190120953,0.035235136655526876,0.7636324004412632,0.037668274963824036,0.5763203914000055,0.035971587236228834
clip-vit-b32,hinge,7,0.7910781158525242,0.018718125105649158,1.2323269204659895,1.81253423440338,0.61607559729026,0.0546522026902541,0.7849198376014974,0.035183694858637114,0.7631851601184192,0.03747258971408324,0.5758825077289833,0.036064061030570346
clip-vit-b32,hinge,8,0.7917574536304665,0.018635738628804792,1.2261828357523137,1.8067170807363702,0.6196057249461938,0.055512593732649544,0.7871006757699263,0.03579744689850555,0.7657274747741447,0.03801237105734138,0.5788078268842157,0.0367583092817715
clip-vit-b32,hinge,9,0.7915057285554561,0.01723449789281523,1.22981203306805,1.8168710796433,0.6206279844223206,0.05130454902315521,0.787918184214704,0.03296945183759384,0.7660871850095545,0.036618576590179294,0.5789154984851993,0.03475734910220226
clip-vit-b32,hinge,10,0.7919781526437124,0.017518623089117856,1.2329191549257799,1.8220549378885627,0.6179762057476623,0.052499480031052016,0.7861695479631544,0.03382362732706873,0.7638808791127379,0.035479265824520566,0.5768961133367659,0.03401943964577552
resnet50,bradley_terry,1,0.7414705285743493,0.01924316213220692,1.4765081503174522,2.2181017011444752,0.46840629670763045,0.06304570334448124,0.684287549221883,0.04632537654149109,0.6593342902041114,0.04250325193701566,0.47960695861966157,0.03659278578894567
resnet50,bradley_terry,2,0.7504123616808677,0.019224685779156057,1.4278350261124697,2.126915895447862,0.49237065597811663,0.0613179571573326,0.7017152204715807,0.04372757549673758,0.6750157073395378,0.0423127850580793,0.49471865123006176,0.03679363898898666
resnet50,bradley_terry,3,0.7517612792405107,0.01758810021653713,1.4119834883646531,2.101092931599082,0.5032558837361283,0.05820290473762902,0.7095321461020211,0.04089165782173595,0.6814116390483962,0.03970085935397325,0.5001954538061902,0.03493808371695534
resnet50,bradley_terry,4,0.7552153834300647,0.017534807631188556,1.3977363326332786,2.0730854950356234,0.5100313201152114,0.0548765810591007,0.7143347541483547,0.03866800756049575,0.6870302986514794,0.03870321143012286,0.5053115062677405,0.034033020598231004
resnet50,bradley_terry,5,0.7563431773092834,0.018336014421426197,1.3876965674487027,2.05961834671174,0.5172184725884068,0.05756541264224262,0.7192570402858376,0.0400343374718193,0.6894610388611574,0.0410626388553486,0.5081432947924415,0.03599977288852256
resnet50,bradley_terry,6,0.7566133448285557,0.01728677479989997,1.3892275810241699,2.0633456142208115,0.5160946531655772,0.05517094335582452,0.7186051063226236,0.03829653524545352,0.6892577094184589,0.03865081804313943,0.5081236871103766,0.034189879497288675
resnet50,bradley_terry,7,0.7588422414984834,0.019369410415231984,1.3785028072920713,2.042016069708052,0.5215632808666063,0.0557445384149726,0.7222471050575586,0.03880191626047726,0.693714815757685,0.040390853369811276,0.5121979492961959,0.035686026274611954
resnet50,bradley_terry,8,0.7583879417912097,0.017204668821956065,1.3782795591787858,2.0412007951723457,0.5214437880994812,0.054082924353537044,0.7223624766932433,0.03758188372697336,0.6932591799497619,0.03859317282229998,0.5118733036761969,0.034225918711949875
resnet50,bradley_terry,9,0.7596069455725919,0.0182584815649084,1.3804447163235058,2.0561653895464067,0.5232786833636714,0.05696777122274297,0.7234959952430555,0.03945828290820624,0.6952348024882771,0.04054212554707953,0.5137172450098529,0.03597319511610116
resnet50,bradley_terry,10,0.7607544457799543,0.018410312728614275,1.3677011581984433,2.0216862613426874,0.5267178049397243,0.05627674214858902,0.7260054993856491,0.038970087576306024,0.697124638305581,0.04049109857757888,0.5155655232054976,0.03585870405627343
resnet50,hinge,1,0.7414744845242435,0.01847170235786736,1.4896080629392103,2.2471772325434465,0.4635989227157717,0.05477465686025857,0.680948705086873,0.04045726949353701,0.6597048932365003,0.039754716945052865,0.4797949561181487,0.034355756107843936
resnet50,hinge,2,0.7489329205766224,0.019382725218308017,1.4351667685942215,2.127366532252215,0.4861380372450373,0.05988906521376073,0.6973512291389199,0.04311115267722232,0.6725450873125582,0.043158505156869295,0.49221087482666004,0.03704243992061962
resnet50,hinge,3,0.7517831335226868,0.017637847428538,1.4279825828292154,2.132762875659159,0.4962588305238978,0.05534397130985225,0.704675475253755,0.03931353295225198,0.6799908752643591,0.03961913082050654,0.49898064563260236,0.0347800900785444
resnet50,hinge,4,0.7544742301298263,0.01763997809352147,1.4087158181450583,2.098139182801536,0.5066978883679003,0.055199820361333515,0.7120434711531118,0.03892128273374152,0.6857443376732585,0.038352234553522525,0.5041186267545607,0.033823369633229586
resnet50,hinge,5,0.7555817058608835,0.018669440829961085,1.3983314291997389,2.077189684365817,0.5118397559763029,0.05585483705055126,0.7155701567422446,0.03912295808232488,0.6885571746558697,0.04092467894165307,0.5071594934277313,0.03611682443235662
