objective,target,metric,mean_resnet50,mean_clip-vit-b32,difference_clip-vit-b32_minus_resnet50,clip-vit-b32_wins
regression,Color,pair_accuracy,0.7691505376344085,0.796483870967742,0.02733333333333343,True
regression,Creativity,pair_accuracy,0.7255944055944056,0.7662937062937063,0.04069930069930072,True
regression,Details and texture,pair_accuracy,0.7817353723404256,0.8194680851063829,0.037732712765957355,True
regression,Layout and composition,pair_accuracy,0.7646808510638298,0.7982047872340425,0.033523936170212765,True
regression,Light and shadow,pair_accuracy,0.7833548387096775,0.8189462365591398,0.0355913978494623,True
regression,Mood,pair_accuracy,0.7470722057368941,0.7788526211671613,0.031780415430267106,True
regression,Space and perspective,pair_accuracy,0.7702043010752688,0.8080752688172043,0.037870967741935435,True
regression,The overall,pair_accuracy,0.7650731382978724,0.8039162234042554,0.03884308510638301,True
regression,The sense of order,pair_accuracy,0.7507615062761507,0.7908200836820083,0.04005857740585761,True
regression,Theme and logic,pair_accuracy,0.7475983263598327,0.7815313807531381,0.033933054393305406,True
regression,Total aesthetic score,pair_accuracy,0.7774135638297872,0.8149534574468085,0.03753989361702126,True
regression,Color,mae,0.6889201998710632,0.6183265030384064,-0.07059369683265682,True
regression,Creativity,mae,0.7915878891944885,0.6827825248241425,-0.10880536437034605,True
regression,Details and texture,mae,0.7722227096557617,0.6528727948665619,-0.11934991478919976,True
regression,Layout and composition,mae,0.7160188794136048,0.6195322215557099,-0.0964866578578949,True
regression,Light and shadow,mae,0.7018658578395843,0.6044209659099579,-0.09744489192962646,True
regression,Mood,mae,0.754805189371109,0.6770252227783203,-0.07777996659278863,True
regression,Space and perspective,mae,0.7108492195606232,0.600591629743576,-0.11025758981704714,True
regression,The overall,mae,0.7225709080696106,0.6209286212921142,-0.10164228677749632,True
regression,The sense of order,mae,0.7095135390758515,0.6158054590225219,-0.09370808005332953,True
regression,Theme and logic,mae,0.7038258969783783,0.6174821436405182,-0.08634375333786004,True
regression,Total aesthetic score,mae,7.533062601089478,6.444595909118652,-1.088466691970826,True
regression,Color,r2,0.587082175719475,0.6738349559650096,0.08675278024553468,True
regression,Creativity,r2,0.41008004967696915,0.5584951879296998,0.14841513825273062,True
regression,Details and texture,r2,0.5615196472024298,0.6893431028181445,0.12782345561571473,True
regression,Layout and composition,r2,0.5236172946919206,0.6449633012976548,0.12134600660573414,True
regression,Light and shadow,r2,0.6076418066918917,0.7180292105063889,0.11038740381449719,True
regression,Mood,r2,0.47817918396992143,0.5852851813817928,0.10710599741187132,True
regression,Space and perspective,r2,0.5590897647787143,0.6945363107209727,0.13544654594225836,True
regression,The overall,r2,0.5379246026585293,0.662350677952146,0.12442607529361671,True
regression,The sense of order,r2,0.48558090299360135,0.6184776537935587,0.13289675079995733,True
regression,Theme and logic,r2,0.4430957093482431,0.5761937253988398,0.13309801605059673,True
regression,Total aesthetic score,r2,0.5729538280821369,0.699157069099152,0.12620324101701508,True
regression,Color,pearson,0.7832653299441038,0.8274066799873744,0.04414135004327058,True
regression,Creativity,pearson,0.6769742374097325,0.7560629609803391,0.07908872357060659,True
regression,Details and texture,pearson,0.7650293714065042,0.8339848268924837,0.06895545548597948,True
regression,Layout and composition,pearson,0.7438746456337897,0.806908531147142,0.06303388551335232,True
regression,Light and shadow,pearson,0.7928215321374864,0.8506711003983499,0.057849568260863515,True
regression,Mood,pearson,0.7123022406372315,0.7745183861421301,0.06221614550489862,True
regression,Space and perspective,pearson,0.7751856331087384,0.8373855537762172,0.0621999206674787,True
regression,The overall,pearson,0.7513651065302864,0.8188797445409091,0.06751463801062263,True
regression,The sense of order,pearson,0.7155094397116522,0.7917388073363656,0.07622936762471344,True
regression,Theme and logic,pearson,0.6976780542571497,0.7676413139929834,0.06996325973583373,True
regression,Total aesthetic score,pearson,0.7772475975937052,0.8408939807837846,0.06364638319007943,True
regression,Color,spearman,0.713962798731111,0.7659530346622658,0.051990235931154816,True
regression,Creativity,spearman,0.6233450942015712,0.7091005016079526,0.08575540740638132,True
regression,Details and texture,spearman,0.7417670790732311,0.8186430450072709,0.07687596593403978,True
regression,Layout and composition,spearman,0.7040432315149083,0.7761655030921615,0.07212227157725315,True
regression,Light and shadow,spearman,0.7413088216669523,0.8109349660435662,0.06962614437661385,True
regression,Mood,spearman,0.677397668256322,0.7443672237310202,0.06696955547469818,True
