representation,target,metric,mean_hinge,mean_bradley_terry,difference_bradley_terry_minus_hinge,bradley_terry_wins
resnet50,Color,mae,0.7329158526659012,0.7239922279119492,-0.00892362475395203,True
resnet50,Creativity,mae,0.7964601665735245,0.7947591483592987,-0.0017010182142257468,True
resnet50,Details and texture,mae,0.7953399437665939,0.7916229236125946,-0.0037170201539993286,True
resnet50,Layout and composition,mae,0.7404316282272339,0.7370435512065887,-0.0033880770206451416,True
resnet50,Light and shadow,mae,0.7374085652828216,0.73467817902565,-0.002730386257171591,True
resnet50,Mood,mae,0.7719494265317917,0.7697699570655823,-0.002179469466209394,True
resnet50,Space and perspective,mae,0.733017748594284,0.7218407016992568,-0.011177046895027187,True
resnet50,The overall,mae,0.7508101922273636,0.747558126449585,-0.00325206577777859,True
resnet50,The sense of order,mae,0.7266466081142425,0.7226048672199249,-0.004041740894317636,True
resnet50,Theme and logic,mae,0.7072118014097214,0.7067362391948699,-0.0004755622148514549,True
resnet50,Total aesthetic score,mae,7.984214420318604,7.944901003837585,-0.03931341648101849,True
resnet50,Color,r2,0.5481475569340456,0.5565409188559095,0.008393361921863907,True
resnet50,Creativity,r2,0.40539794617756214,0.4079448744402866,0.002546928262724457,True
resnet50,Details and texture,r2,0.5452664995279308,0.5475852496595296,0.002318750131598768,True
resnet50,Layout and composition,r2,0.5014274681204207,0.5060495997810135,0.0046221316605927765,True
resnet50,Light and shadow,r2,0.5836193859052059,0.5861744250050905,0.0025550390998846373,True
resnet50,Mood,r2,0.464675321895488,0.46615558743758756,0.001480265542099568,True
resnet50,Space and perspective,r2,0.5465891867502206,0.5584795926406534,0.011890405890432776,True
resnet50,The overall,r2,0.509144290718606,0.5124272472502631,0.0032829565316571108,True
resnet50,The sense of order,r2,0.4700646632415532,0.47478470417437646,0.004720040932823244,True
resnet50,Theme and logic,r2,0.4482443419897163,0.4482694997739663,2.515778424999615e-05,True
resnet50,Total aesthetic score,r2,0.5424753632565463,0.546007224497933,0.0035318612413867134,True
resnet50,Color,pearson,0.7412916640160195,0.7467928986549514,0.005501234638931818,True
resnet50,Creativity,pearson,0.6392977885069224,0.6413542554756033,0.0020564669686808923,True
resnet50,Details and texture,pearson,0.7390081116537544,0.7405682676946533,0.0015601560408989856,True
resnet50,Layout and composition,pearson,0.7088868713089761,0.7121712524051682,0.0032843810961921127,True
resnet50,Light and shadow,pearson,0.765016916969563,0.7665750916382511,0.0015581746686881282,True
resnet50,Mood,pearson,0.6833413993668599,0.684468812537039,0.001127413170179059,True
resnet50,Space and perspective,pearson,0.7404406773763289,0.748407323964979,0.007966646588650095,True
resnet50,The overall,pearson,0.7144423400421835,0.7167623504091338,0.002320010366950287,True
resnet50,The sense of order,pearson,0.6858678833785659,0.6892592260449726,0.003391342666406727,True
resnet50,Theme and logic,pearson,0.6701185005990179,0.6701767648143873,5.826421536936355e-05,True
resnet50,Total aesthetic score,pearson,0.7370159368696442,0.7394909385858489,0.002475001716204739,True
resnet50,Color,spearman,0.6969844409428448,0.6981210136010904,0.001136572658245516,True
resnet50,Creativity,spearman,0.6059976566657715,0.6052098277937202,-0.0007878288720513105,False
resnet50,Details and texture,spearman,0.7265771726490741,0.726307065020362,-0.0002701076287120463,False
resnet50,Layout and composition,spearman,0.6869178327332617,0.6878471846039035,0.0009293518706418036,True
resnet50,Light and shadow,spearman,0.733519903015413,0.733397842474416,-0.00012206054099705987,False
resnet50,Mood,spearman,0.6604942475297206,0.6613652083162961,0.0008709607865754476,True
resnet50,Space and perspective,spearman,0.7039984533102913,0.7070624201511919,0.0030639668409006005,True
resnet50,The overall,spearman,0.6885575704145104,0.6887709446079789,0.0002133741934685629,True
resnet50,The sense of order,spearman,0.6611824616971353,0.6638731852134515,0.0026907235163161625,True
resnet50,Theme and logic,spearman,0.6537330471648929,0.6521067635468046,-0.0016262836180882534,False
resnet50,Total aesthetic score,spearman,0.7212239139093907,0.7228670766976754,0.001643162788284691,True
resnet50,Color,kendall,0.5160235946285954,0.5171717301048739,0.0011481354762785667,True
resnet50,Creativity,kendall,0.43647536887884314,0.4358914273487138,-0.0005839415301293616,False
