target,representation,objective,pair_accuracy_mean,pair_accuracy_std,mae_mean,mae_std,r2_mean,r2_std,pearson_mean,pearson_std,spearman_mean,spearman_std,kendall_mean,kendall_std
Details and texture,clip-vit-b32,bradley_terry,0.811627659574468,0.006063012312413557,0.6774150413274765,0.015509500982044752,0.6681583708467376,0.015122860619562762,0.817728102890798,0.009351518889263147,0.8082460219792169,0.010343359275512217,0.6180060917840591,0.010708377246367898
Details and texture,clip-vit-b32,hinge,0.8110738031914893,0.00655201069501082,0.6857178872823715,0.017861673641486865,0.6613495873121137,0.01703115379663633,0.813593862781191,0.010612400227959336,0.8074070885496014,0.011163960713396988,0.6169732322652333,0.011630015039923855
Details and texture,clip-vit-b32,regression,0.8194680851063829,0.004580297223412021,0.6528727948665619,0.00805727513487892,0.6893431028181445,0.010140123647781258,0.8339848268924837,0.005229428652380103,0.8186430450072709,0.0074767231493246405,0.6302606885562738,0.008108714380600457
Details and texture,resnet50,bradley_terry,0.7719867021276596,0.010605101635703263,0.7916229236125946,0.027907493602446425,0.5475852496595296,0.03022984614465549,0.7405682676946533,0.020607227055868767,0.726307065020362,0.021696471872885356,0.5385531399339556,0.020319462116678594
Details and texture,resnet50,hinge,0.772093085106383,0.011370743515768203,0.7953399437665939,0.02928027016962808,0.5452664995279308,0.03233849719678219,0.7390081116537544,0.02208504362440148,0.7265771726490741,0.021917090060158764,0.538759837281604,0.020728582043516665
Details and texture,resnet50,regression,0.7817353723404256,0.0088834061605306,0.7722227096557617,0.024053929054405575,0.5615196472024298,0.023039290132253455,0.7650293714065042,0.012599773313556824,0.7417670790732311,0.014520889513300146,0.5526862413226412,0.013554169013502414
Layout and composition,clip-vit-b32,bradley_terry,0.7929208776595744,0.006428322407463675,0.6457942551374436,0.013188781926526217,0.6190562251117967,0.016128258110644132,0.7873650820675977,0.010359112797715295,0.7671257193479986,0.01142117675523208,0.5792797769549276,0.010764581574124066
Layout and composition,clip-vit-b32,hinge,0.7916755319148936,0.0067208926034553395,0.6551918148994446,0.01435842575111624,0.6092729679930992,0.017434912599326783,0.7811168113065412,0.01127154797089945,0.765025757472216,0.012653871849882302,0.577018252045647,0.011873066541545541
Layout and composition,clip-vit-b32,regression,0.7982047872340425,0.004285226609435086,0.6195322215557099,0.012954376022220134,0.6449633012976548,0.01601233084575763,0.806908531147142,0.006853243534698618,0.7761655030921615,0.009326891066011103,0.5895714957539487,0.008462377594152769
Layout and composition,resnet50,bradley_terry,0.7562313829787235,0.008802841271408447,0.7370435512065887,0.022567369115891054,0.5060495997810135,0.02528229047470289,0.7121712524051682,0.018084352867178077,0.6878471846039035,0.018023300599954273,0.5056641168964758,0.01634089641166307
Layout and composition,resnet50,hinge,0.7558723404255319,0.008161648681638111,0.7404316282272339,0.02034296150993133,0.5014274681204207,0.023569898845871618,0.7088868713089761,0.01688322838479047,0.6869178327332617,0.017441925544934598,0.5047468503534001,0.015528853523615306
Layout and composition,resnet50,regression,0.7646808510638298,0.009691940479778465,0.7160188794136048,0.027332956438634308,0.5236172946919206,0.028914907460315598,0.7438746456337897,0.012072269042816218,0.7040432315149083,0.01663882014619776,0.520828393893724,0.01510368544383261
Light and shadow,clip-vit-b32,bradley_terry,0.8084440860215054,0.008436764856910571,0.6357415080070495,0.021142765113669058,0.6899377017165145,0.018717772148727045,0.8315396486135395,0.011366591303527655,0.7968222942511738,0.013705491913082223,0.6112858041116137,0.013785612890898073
Light and shadow,clip-vit-b32,hinge,0.8080849462365591,0.008087165544090358,0.6486278176307678,0.021089243070375904,0.6792191484821393,0.018224139882999944,0.8251145190420692,0.011223500025880058,0.7963935351800903,0.012731750742924196,0.6104663579305533,0.012680605928108405
Light and shadow,clip-vit-b32,regression,0.8189462365591398,0.005018381955287909,0.6044209659099579,0.013309710583556416,0.7180292105063889,0.009169287447379278,0.8506711003983499,0.005522819252331125,0.8109349660435662,0.010966191943696855,0.6273315609837604,0.010696005238531711
Light and shadow,resnet50,bradley_terry,0.7778301075268818,0.009978931172871845,0.73467817902565,0.02729172637587035,0.5861744250050905,0.028079920821766174,0.7665750916382511,0.01857192187826132,0.733397842474416,0.018164793697583878,0.5496718308181264,0.016688994240002957
Light and shadow,resnet50,hinge,0.777936559139785,0.008932294183139896,0.7374085652828216,0.025937162702042705,0.5836193859052059,0.025876544208610856,0.765016916969563,0.017099759346053352,0.733519903015413,0.01767955145128232,0.54982738650648,0.016302449967048247
Light and shadow,resnet50,regression,0.7833548387096775,0.0087265202869557,0.7018658578395843,0.016647069195957556,0.6076418066918917,0.020799452897535774,0.7928215321374864,0.01054522634158106,0.7413088216669523,0.017375108659354762,0.5581702594463815,0.014801039011012542
Mood,clip-vit-b32,bradley_terry,0.7752522255192877,0.010044304523042278,0.6892957663536072,0.02042622239289496,0.5718136236703761,0.030918747058271995,0.7574355105551586,0.020257832202104996,0.7314851090610338,0.01834010282679789,0.544429723580019,0.017683456199143605
Mood,clip-vit-b32,hinge,0.7750039564787339,0.009369852043743238,0.6973003625869751,0.018699760509867557,0.5634089285422603,0.028387687567643944,0.7517870168304946,0.01874433985362663,0.7313672150023862,0.01705482957132708,0.5439844331111563,0.01635102920465797
Mood,clip-vit-b32,regression,0.7788526211671613,0.008058179446370857,0.6770252227783203,0.02553217258383153,0.5852851813817928,0.04021149782812839,0.7745183861421301,0.01875363430659945,0.7443672237310202,0.017152438086458804,0.5568312928937438,0.017016696730258973
Mood,resnet50,bradley_terry,0.7433936696340256,0.011021970194600123,0.7697699570655823,0.019653585008532093,0.46615558743758756,0.03202862605463856,0.684468812537039,0.022337845070299768,0.6613652083162961,0.021550866319739105,0.48177650071283706,0.018910193672089813
Mood,resnet50,hinge,0.7426271018793273,0.01049827901062415,0.7719494265317917,0.02039386932761294,0.464675321895488,0.030619202695031062,0.6833413993668599,0.021675888957370104,0.6604942475297206,0.02042996989414381,0.4809943445479579,0.018006946223355847
Mood,resnet50,regression,0.7470722057368941,0.009550279362739052,0.754805189371109,0.019897382895714244,0.47817918396992143,0.030000624904982107,0.7123022406372315,0.019882664300226126,0.677397668256322,0.018732672501201055,0.4962568171748071,0.017280620423271224
Space and perspective,clip-vit-b32,bradley_terry,0.7997505376344085,0.008963556101840676,0.6246811366081237,0.02324918699415322,0.6699932974927713,0.0233750152385488,0.8194219659602995,0.014248461507520425,0.7792886696025287,0.015555560358475223,0.5933574522891744,0.016166538631357592
Space and perspective,clip-vit-b32,hinge,0.7991763440860216,0.008998995111334618,0.636347975730896,0.021058366694554242,0.6584947549955678,0.021727891700577522,0.8124553626529688,0.013323637207229084,0.7787584237317564,0.014945659512623603,0.5924594023274335,0.015360969670437761
Space and perspective,clip-vit-b32,regression,0.8080752688172043,0.008535802974902617,0.600591629743576,0.012284894201269124,0.6945363107209727,0.016418414502761196,0.8373855537762172,0.00851338492286416,0.789148935160499,0.01313783150929737,0.6042392657189734,0.013520391441819508
Space and perspective,resnet50,bradley_terry,0.765341935483871,0.00770749310978807,0.7218407016992568,0.026067901081895346,0.5584795926406534,0.025440104880715436,0.748407323964979,0.017129499640572005,0.7070624201511919,0.016498052880582006,0.5250565127225674,0.014447127110932184
Space and perspective,resnet50,hinge,0.7641795698924732,0.008447143318497349,0.733017748594284,0.02578856885268767,0.5465891867502206,0.024333559659043904,0.7404406773763289,0.016201974660599115,0.7039984533102913,0.016724671225692548,0.5219171574628325,0.014944600296327227
Space and perspective,resnet50,regression,0.7702043010752688,0.00691049279365801,0.7108492195606232,0.03470785597460871,0.5590897647787143,0.034874427503801896,0.7751856331087384,0.009952150091223683,0.7144065161023054,0.014604945298858925,0.5326132626840528,0.012912227488823553
The overall,clip-vit-b32,bradley_terry,0.795783244680851,0.00697507774588165,0.6492400705814362,0.015940377569660054,0.6344367415157205,0.01814779544928953,0.7969874925643697,0.011608451793497001,0.7731933706315754,0.012976045783017795,0.5850083186232006,0.012322062216944799
The overall,clip-vit-b32,hinge,0.7947007978723404,0.007224358347933461,0.6601198279857635,0.01682657841054788,0.6243429740755747,0.018700503345181193,0.7906589403704788,0.012022927713780482,0.7720633319717395,0.013636932351915593,0.5835088589728624,0.01293186413424468
The overall,clip-vit-b32,regression,0.8039162234042554,0.00650799572084409,0.6209286212921142,0.013273392623203172,0.662350677952146,0.01727029284212489,0.8188797445409091,0.006121880154841155,0.7856972997162719,0.010559508712664043,0.598806897782728,0.010140797828387511
The overall,resnet50,bradley_terry,0.7562426861702127,0.010065832258426414,0.747558126449585,0.021657517776301406,0.5124272472502631,0.026676713943240848,0.7167623504091338,0.019095744551896072,0.6887709446079789,0.019882492127436424,0.5072382228738412,0.01779505006755512
The overall,resnet50,hinge,0.7557386968085106,0.009668755339706412,0.7508101922273636,0.02325231157877058,0.509144290718606,0.026517163274092682,0.7144423400421835,0.019002151775970547,0.6885575704145104,0.018615692946051306,0.5068359403103081,0.01703662529408299
The overall,resnet50,regression,0.7650731382978724,0.00768865772916827,0.7225709080696106,0.021063525887190977,0.5379246026585293,0.022319519352383042,0.7513651065302864,0.010377583769741567,0.7041980105619984,0.013388858933457464,0.521288728079017,0.012049896734614342
The sense of order,clip-vit-b32,bradley_terry,0.782252719665272,0.0077343813152425936,0.6383244967460633,0.016646350727816964,0.5930515932423841,0.019016710351558098,0.7704219465832359,0.012519087542016723,0.7479453279649405,0.013101121036809202,0.5597073594944889,0.012861232809298991
The sense of order,clip-vit-b32,hinge,0.7812702928870293,0.007201991487553454,0.6478591436147689,0.01801528865793373,0.5822486313737872,0.01922834064539022,0.7633393770138426,0.0127051238481098,0.7461089097079975,0.012764043795556667,0.5575767718393146,0.01257389682856255
The sense of order,clip-vit-b32,regression,0.7908200836820083,0.007915711534303217,0.6158054590225219,0.016395896423575765,0.6184776537935587,0.015951361845479885,0.7917388073363656,0.010380421287634735,0.7627291350749338,0.011067744606344633,0.5753412084613434,0.010814112231297484
The sense of order,resnet50,bradley_terry,0.7444175732217573,0.009287772282573676,0.7226048672199249,0.021721911497577927,0.47478470417437646,0.02433995982373796,0.6892592260449726,0.01761521939839471,0.6638731852134515,0.018050930806021083,0.48451651704399784,0.01565363418729189
The sense of order,resnet50,hinge,0.7435916317991632,0.009365466844859791,0.7266466081142425,0.02232911428710046,0.4700646632415532,0.02680626898071748,0.6858678833785659,0.019513915587822277,0.6611824616971353,0.02034968210792403,0.4823367132279606,0.017465646594739266
The sense of order,resnet50,regression,0.7507615062761507,0.009004985974086542,0.7095135390758515,0.02750089534957005,0.48558090299360135,0.047849735626306206,0.7155094397116522,0.012701940309376152,0.678461342853093,0.015437711881208238,0.4974242237933845,0.01298176586759418
Theme and logic,clip-vit-b32,bradley_terry,0.774013389121339,0.008116334942824318,0.6354647696018219,0.018182073875219182,0.5546587005239243,0.022220527521407688,0.7450924975985653,0.015011549413100678,0.73183779056603,0.014308100455235746,0.5428349871041318,0.013403397568801496
Theme and logic,clip-vit-b32,hinge,0.7737188284518828,0.008221836697856533,0.6416183584928512,0.018923609946367857,0.5474311512534968,0.02246525818820083,0.7402895821338262,0.015288253258688402,0.7310681348541479,0.014703463226062212,0.5420026134347532,0.01368313795940316
Theme and logic,clip-vit-b32,regression,0.7815313807531381,0.006563696537871453,0.6174821436405182,0.01909165246525769,0.5761937253988398,0.026694897991438694,0.7676413139929834,0.01503689157207061,0.7482698127011529,0.01305003522457938,0.5593986589668604,0.01199346752052381
Theme and logic,resnet50,bradley_terry,0.7387062761506276,0.008563342554827878,0.7067362391948699,0.015891296963493694,0.4482694997739663,0.021120489214734976,0.6701767648143873,0.015719452842368396,0.6521067635468046,0.01542831559120271,0.4728515818422336,0.013479551497366847
Theme and logic,resnet50,hinge,0.7391112970711298,0.007345799513992146,0.7072118014097214,0.016000276160626003,0.4482443419897163,0.01918233718879173,0.6701185005990179,0.0141263729132702,0.6537330471648929,0.01408781660302093,0.4743152543314977,0.012528275524067087
Theme and logic,resnet50,regression,0.7475983263598327,0.00655334556432276,0.7038258969783783,0.01875721095198094,0.4430957093482431,0.030294718681908393,0.6976780542571497,0.009995268193568645,0.6720504034609733,0.010719273170925187,0.49034512422442217,0.009630952205857243
Total aesthetic score,clip-vit-b32,bradley_terry,0.8078723404255319,0.0058534292495077715,6.8485864686965945,0.18254191463813435,0.6654664479905573,0.01681940955382264,0.8161371691818476,0.010397492984119861,0.8031264189380303,0.011151506096298721,0.6123913298032934,0.011449180185055644
Total aesthetic score,clip-vit-b32,hinge,0.806873005319149,0.005784691458226386,6.971533007621765,0.18919250597318837,0.6561160447667308,0.01657340482239262,0.8104294026586176,0.01035974497274632,0.8024920967521354,0.01038294171875544,0.6113603151385937,0.010731518990395775
Total aesthetic score,clip-vit-b32,regression,0.8149534574468085,0.0062913171123480565,6.444595909118652,0.15931781521226923,0.699157069099152,0.016783740874941833,0.8408939807837846,0.006307787748643464,0.8120427997358165,0.010465311657108402,0.6231930494387157,0.01041204002247414
Total aesthetic score,resnet50,bradley_terry,0.7695890957446808,0.010665345227308403,7.944901003837585,0.27609040695961157,0.546007224497933,0.0267722982835285,0.7394909385858489,0.018397904642876294,0.7228670766976754,0.02044721224075821,0.5360073500180144,0.019376084185911805
Total aesthetic score,resnet50,hinge,0.768811835106383,0.011087032236206898,7.984214420318604,0.31848471284455043,0.5424753632565463,0.030208931576154424,0.7370159368696442,0.02087247210542086,0.7212239139093907,0.021425959803530292,0.5345638512879373,0.020418930241640453
Total aesthetic score,resnet50,regression,0.7774135638297872,0.006595310489836398,7.533062601089478,0.29059781985975214,0.5729538280821369,0.03370757119884278,0.7772475975937052,0.012765786736428376,0.7374640970877158,0.013091251938831788,0.5506781558022842,0.012985287568291561
