target,representation,objective,pair_accuracy_mean,pair_accuracy_std,mae_mean,mae_std,r2_mean,r2_std,pearson_mean,pearson_std,spearman_mean,spearman_std,kendall_mean,kendall_std
Color,clip-vit-b32,bradley_terry,0.7896860215053764,0.008455020674917647,0.6467317938804626,0.017562971511171113,0.6487280585353794,0.02139909436987529,0.8061902304921932,0.012925801559479685,0.7570204716454524,0.01715003159550967,0.5727911832610657,0.015036980210291893
Color,clip-vit-b32,hinge,0.7892838709677419,0.008116939347329663,0.6631574654579162,0.017808473458981344,0.6340100929224672,0.021305209440881084,0.7970437605355992,0.013006282688677118,0.75690003861237,0.015628999093859397,0.5722603564869365,0.01360466479126431
Color,clip-vit-b32,regression,0.796483870967742,0.007659868027025142,0.6183265030384064,0.012896049197207864,0.6738349559650096,0.019858004464162405,0.8274066799873744,0.008043139013985004,0.7659530346622658,0.014464925311589057,0.5832528632647909,0.012476731372489286
Color,resnet50,bradley_terry,0.7603956989247312,0.010144029812907136,0.7239922279119492,0.023019095130767026,0.5565409188559095,0.02829586699258574,0.7467928986549514,0.018708860021141124,0.6981210136010904,0.02155614483480988,0.5171717301048739,0.01800893475314258
Color,resnet50,hinge,0.7602376344086023,0.01117089723630141,0.7329158526659012,0.02175899921555279,0.5481475569340456,0.030250400014394,0.7412916640160195,0.02013027977196806,0.6969844409428448,0.023199135228881465,0.5160235946285954,0.019698959081348468
Color,resnet50,regression,0.7691505376344085,0.010932598837737503,0.6889201998710632,0.020900638059838925,0.587082175719475,0.027028945085079394,0.7832653299441038,0.013812736388712617,0.713962798731111,0.02130803024193047,0.5329742700275519,0.01810326573695093
Creativity,clip-vit-b32,bradley_terry,0.7567185314685315,0.010315964922070651,0.7086948657035828,0.02174787624248091,0.5291282381222707,0.030897072489203127,0.728281198107254,0.02103263384803658,0.6912554739870133,0.019876645276284247,0.5088764651686194,0.016905320288643135
Creativity,clip-vit-b32,hinge,0.7551451048951049,0.011095052857265105,0.7207323962450027,0.02120318995246357,0.5157452484732747,0.03158950805837544,0.7189591846871656,0.02181219990695255,0.6878880125516786,0.021767739599992647,0.505352875603169,0.01874725740110692
Creativity,clip-vit-b32,regression,0.7662937062937063,0.010805207869456613,0.6827825248241425,0.01376612333868648,0.5584951879296998,0.027173673030444604,0.7560629609803391,0.014697961401536029,0.7091005016079526,0.016323437487595443,0.5265079022071204,0.014034100041405836
Creativity,resnet50,bradley_terry,0.7202132867132868,0.011994622460959291,0.7947591483592987,0.031092159665404576,0.4079448744402866,0.03812261097447579,0.6413542554756033,0.02913177465141791,0.6052098277937202,0.027781676720898776,0.4358914273487138,0.02323941207548573
Creativity,resnet50,hinge,0.7199353146853147,0.012854528623334643,0.7964601665735245,0.030423350322272256,0.40539794617756214,0.0353473121425703,0.6392977885069224,0.027054775160095974,0.6059976566657715,0.026702030893178505,0.43647536887884314,0.02211365178573213
Creativity,resnet50,regression,0.7255944055944056,0.010390035970261967,0.7915878891944885,0.05015195775728976,0.41008004967696915,0.052914410170807245,0.6769742374097325,0.018890288923637172,0.6233450942015712,0.026626383374268425,0.4515195802279063,0.02165159706904197
