Metric,Value
R2 Score,-0.22262093744211642
Adjusted R2 Score,-0.5622378645093711
Mean Absolute Error,2.0131029372519635
Mean Squared Error,5.27680761320649
Pearson Correlation,-0.0002772846656902417
Spearman Correlation,0.024373099867822472
