n_pairs,Pearson,Spearman
1,0.19458249975879385,0.23890696903831093
2,0.5037822887555843,0.4719486161383821
3,0.5873204275835169,0.5800880196896826
4,0.6653737389210234,0.632879319432932
5,0.7830804586398463,0.7454124789877502
6,0.7993736266511492,0.7607621852329325
7,0.7827849442174992,0.6923213138120897
8,0.7497613333028841,0.6815254661475757
9,0.8457637115848502,0.791978943939055
10,0.784554118381693,0.7520506311964122
