representation,objective,N,metric,mean_regression,mean_pairwise,difference_pairwise_minus_regression,difference_ci95_low,difference_ci95_high,pairwise_wins_targets,target_count,higher_is_better
clip-vit-b32,hinge,1,pair_accuracy,0.7935367459322301,0.7764507838041794,-0.01708596212805068,-0.020242572350329197,-0.014333326324055455,0,11,True
clip-vit-b32,hinge,1,mae,1.1629415652968667,1.3146599379452792,0.15171837264841256,0.06218516024676238,0.3214215719564395,0,11,False
clip-vit-b32,hinge,1,r2,0.6354962443584125,0.5665990700664327,-0.06889717429197961,-0.07895113071470974,-0.06082707779323212,0,11,True
clip-vit-b32,hinge,1,pearson,0.8048691061297352,0.752588289264293,-0.05228081686544218,-0.06033911746830657,-0.046159952423219054,0,11,True
clip-vit-b32,hinge,1,spearman,0.7662834267150553,0.7351405498882013,-0.031142876826853863,-0.03794850392263772,-0.02514427794652187,0,11,True
clip-vit-b32,hinge,1,kendall,0.5810461348522861,0.5475447707377655,-0.03350136411452052,-0.039308656063614104,-0.02816317076038262,0,11,True
clip-vit-b32,hinge,2,pair_accuracy,0.7935367459322301,0.7832214950256099,-0.010315250906620131,-0.013068756093801485,-0.00824291039065548,0,11,True
clip-vit-b32,hinge,2,mae,1.1629415652968667,1.2693745358423754,0.10643297054550867,0.0422361389479854,0.2274749736623331,0,11,False
clip-vit-b32,hinge,2,r2,0.6354962443584125,0.5904967791092246,-0.044999465249187846,-0.052200272745339386,-0.039507590874055316,0,11,True
clip-vit-b32,hinge,2,pearson,0.8048691061297352,0.7683655765367242,-0.036503529593011036,-0.04218108884287131,-0.032327319869222666,0,11,True
clip-vit-b32,hinge,2,spearman,0.7662834267150553,0.7469747455724658,-0.019308681142589545,-0.024956575587324833,-0.01549357956964188,0,11,True
clip-vit-b32,hinge,2,kendall,0.5810461348522861,0.5595140604950015,-0.021532074357284468,-0.02624257841286818,-0.018251085188254985,0,11,True
clip-vit-b32,hinge,3,pair_accuracy,0.7935367459322301,0.785058375954712,-0.008478369977518203,-0.010783810179196914,-0.0066675503304895415,0,11,True
clip-vit-b32,hinge,3,mae,1.1629415652968667,1.2544959257949484,0.09155436049808156,0.035826257142153636,0.19647317229346803,0,11,False
clip-vit-b32,hinge,3,r2,0.6354962443584125,0.5992319789032028,-0.03626426545520953,-0.044567939657801245,-0.030616834583687177,0,11,True
clip-vit-b32,hinge,3,pearson,0.8048691061297352,0.7740041233038898,-0.030864982825845457,-0.03734296802066642,-0.026450090116995922,0,11,True
clip-vit-b32,hinge,3,spearman,0.7662834267150553,0.7522975477420715,-0.013985878972983827,-0.019758345099407874,-0.00954410315682756,0,11,True
clip-vit-b32,hinge,3,kendall,0.5810461348522861,0.564726523064264,-0.016319611788022048,-0.02124531994586928,-0.012434121743169824,0,11,True
clip-vit-b32,hinge,4,pair_accuracy,0.7935367459322301,0.7881716272755184,-0.005365118656711601,-0.007755142874648759,-0.0033446963293410807,0,11,True
clip-vit-b32,hinge,4,mae,1.1629415652968667,1.236614731766961,0.07367316647009416,0.025089243393052706,0.1631415232203223,0,11,False
