target,representation,objective,pair_accuracy_mean,pair_accuracy_std,mae_mean,mae_std,r2_mean,r2_std,pearson_mean,pearson_std,spearman_mean,spearman_std,kendall_mean,kendall_std
The sense of order,clip-vit-b32,regression,0.7847949790794979,0.0055328723114890545,0.6255002200603486,0.01459635899227258,0.6017600312470552,0.01249463018358459,0.7850989608650306,0.00908385846796416,0.7517972313923589,0.009969187836747613,0.5657945917413485,0.009635694879466437
The sense of order,resnet50,bradley_terry,0.735979079497908,0.012852966844517207,0.7428333950042725,0.031157793673151805,0.4483299643865643,0.04060305347903306,0.6696193301480803,0.031233715490778167,0.6465223267204407,0.029160388217281848,0.46802595364345234,0.024729646854760787
The sense of order,resnet50,hinge,0.7348460251046025,0.011684273764264865,0.7471993678808212,0.02713268966813072,0.4423696640274931,0.03652355865319417,0.665275278095097,0.02815678623647005,0.6437268517842091,0.027035072826753076,0.46544420949420917,0.022891279093901176
The sense of order,resnet50,regression,0.742602510460251,0.009540193453312874,0.7368874609470367,0.011476414218615017,0.4460482972100916,0.023853115905108954,0.6934633919255889,0.017325141796246734,0.6575265944570845,0.018157717691114492,0.47848491274201643,0.014863948720928753
Theme and logic,clip-vit-b32,bradley_terry,0.7757824267782426,0.008184026262238438,0.6357816272974014,0.019323526026128253,0.5553021912766172,0.023944283682075667,0.7455885663364141,0.01610928538021878,0.734629682198362,0.01559902622706371,0.5451942928646364,0.014699965808526552
Theme and logic,clip-vit-b32,hinge,0.773052719665272,0.008584961371867829,0.644633082151413,0.02100545911928354,0.5441585472879512,0.02579525648191412,0.7380873102137717,0.01754994247100036,0.7289392082365781,0.016963804092875647,0.5397499525458803,0.01589018597659633
Theme and logic,clip-vit-b32,regression,0.7746359832635983,0.0063849183499973435,0.6270411550998688,0.016559145291804123,0.5569754012708759,0.02573625669164766,0.7537797624201648,0.013596195689958257,0.7321372728917867,0.013729826411933418,0.5444979104588474,0.012881198885836708
Theme and logic,resnet50,bradley_terry,0.7322167364016736,0.01281223334523002,0.7214435386657715,0.027442545427244946,0.4282793764377684,0.038346558024955214,0.6546771065848818,0.030001684813985196,0.6382844656789514,0.02809258619074938,0.4603757019737533,0.023374593339421205
Theme and logic,resnet50,hinge,0.7312945606694561,0.012124828573926142,0.725327839255333,0.02513556089967186,0.42343916173954305,0.037602443870845596,0.6510690235941847,0.029896325407527725,0.6359165130887283,0.02775056385496922,0.45805378147240206,0.023007151937167986
Theme and logic,resnet50,regression,0.7351464435146443,0.006668008711635867,0.7168202519416809,0.012451783340144103,0.4209499998524714,0.016982028935679072,0.6715385618170087,0.011065503698618352,0.6474365725778799,0.010867740410556305,0.46855655808866475,0.008778794089433536
Total aesthetic score,clip-vit-b32,bradley_terry,0.8087360372340426,0.006580508997087818,6.83546172618866,0.2053929129587876,0.6685411003251932,0.017492514530286603,0.81806124940521,0.010741202179630694,0.8043672666775455,0.012543516710505635,0.61381207285118,0.012781777096693417
Total aesthetic score,clip-vit-b32,hinge,0.8077732712765957,0.007951078480956688,6.936287202835083,0.24469393852482124,0.6600018776531623,0.02132880018526814,0.8127898756091722,0.013221653582398064,0.8023703074977522,0.014862168522668093,0.6117462000625393,0.01538148350817699
Total aesthetic score,clip-vit-b32,regression,0.8127460106382978,0.004737628175996079,6.408873844146728,0.12018658089498489,0.6911019444537662,0.017527892340719782,0.8393793921495165,0.007753451215031874,0.8066856788356718,0.008482632158288095,0.6196811526328498,0.008002685494910705
Total aesthetic score,resnet50,bradley_terry,0.7633397606382979,0.012524435053336967,8.106055965423584,0.3730547566072874,0.5304148181408148,0.03911591613764452,0.7286793466055623,0.02751414811018379,0.710640001038287,0.02602444886125465,0.5232089625130886,0.0235708165427739
Total aesthetic score,resnet50,hinge,0.7627792553191489,0.011062402847462093,8.150768308639526,0.31506027568803857,0.5267662453064618,0.032150405962437845,0.7262107733348376,0.022585005335085274,0.7100987752441782,0.022817678702280977,0.5223578658972228,0.020832632631403863
Total aesthetic score,resnet50,regression,0.7713696808510638,0.00541453699239465,7.530452823638916,0.09338020465108081,0.571986733529461,0.013948263352611567,0.7662173006941785,0.008253823897805589,0.7242660037588228,0.01157096771711927,0.5387818853874748,0.010261191969278896
