objective,target,metric,mean_resnet50,mean_clip-vit-b32,difference_clip-vit-b32_minus_resnet50,clip-vit-b32_wins
hinge,Mood,pearson,0.6673146488716439,0.7488518500603197,0.0815372011886758,True
hinge,Space and perspective,pearson,0.7367181050417168,0.8086028470341375,0.07188474199242079,True
hinge,The overall,pearson,0.7035896569212038,0.7912132422660969,0.08762358534489312,True
hinge,The sense of order,pearson,0.665275278095097,0.7639258794540419,0.09865060135894488,True
hinge,Theme and logic,pearson,0.6510690235941847,0.7380873102137717,0.087018286619587,True
hinge,Total aesthetic score,pearson,0.7262107733348376,0.8127898756091722,0.08657910227433452,True
hinge,Color,spearman,0.6865950852344647,0.751910048821436,0.06531496358697131,True
hinge,Creativity,spearman,0.5801944511018933,0.6762730470559228,0.09607859595402957,True
hinge,Details and texture,spearman,0.7152793735733154,0.8068193778113941,0.09154000423807873,True
hinge,Layout and composition,spearman,0.6795414115130279,0.7632910390011989,0.08374962748817094,True
hinge,Light and shadow,spearman,0.719419762643977,0.7942880836539419,0.07486832100996488,True
hinge,Mood,spearman,0.6425814746141826,0.728349583424365,0.08576810881018238,True
hinge,Space and perspective,spearman,0.6907925266707015,0.7723013278765155,0.08150880120581405,True
hinge,The overall,spearman,0.6776188084364114,0.7703226123303917,0.09270380389398025,True
hinge,The sense of order,spearman,0.6437268517842091,0.7454619810655099,0.1017351292813008,True
hinge,Theme and logic,spearman,0.6359165130887283,0.7289392082365781,0.09302269514784978,True
hinge,Total aesthetic score,spearman,0.7100987752441782,0.8023703074977522,0.09227153225357398,True
hinge,Color,kendall,0.5062835371891911,0.5678896511057513,0.061606113916560235,True
hinge,Creativity,kendall,0.4138556039522255,0.4944053413332663,0.08054973738104082,True
hinge,Details and texture,kendall,0.526751189995428,0.6165733441018585,0.08982215410643046,True
hinge,Layout and composition,kendall,0.4972236195872726,0.5759390843981076,0.07871546481083497,True
hinge,Light and shadow,kendall,0.5362429779786537,0.6082672296547007,0.07202425167604698,True
hinge,Mood,kendall,0.46431929880724837,0.5409379616301225,0.07661866282287416,True
hinge,Space and perspective,kendall,0.5093535736484495,0.586510003329266,0.07715642968081649,True
hinge,The overall,kendall,0.4956429915396122,0.5820593791685813,0.08641638762896908,True
hinge,The sense of order,kendall,0.46544420949420917,0.5570657520253214,0.09162154253111221,True
hinge,Theme and logic,kendall,0.45805378147240206,0.5397499525458803,0.08169617107347826,True
hinge,Total aesthetic score,kendall,0.5223578658972228,0.6117462000625393,0.08938833416531655,True
bradley_terry,Color,pair_accuracy,0.7559494623655914,0.7888967741935484,0.03294731182795707,True
bradley_terry,Creativity,pair_accuracy,0.7081818181818181,0.7523164335664336,0.044134615384615494,True
bradley_terry,Details and texture,pair_accuracy,0.766844414893617,0.8127353723404255,0.04589095744680849,True
bradley_terry,Layout and composition,pair_accuracy,0.7525492021276595,0.7927353723404255,0.04018617021276594,True
bradley_terry,Light and shadow,pair_accuracy,0.7706064516129032,0.809194623655914,0.03858817204301079,True
bradley_terry,Mood,pair_accuracy,0.7352571711177052,0.7754688427299703,0.04021167161226513,True
bradley_terry,Space and perspective,pair_accuracy,0.7588172043010752,0.798441935483871,0.03962473118279575,True
bradley_terry,The overall,pair_accuracy,0.752029920212766,0.7953710106382978,0.0433410904255318,True
bradley_terry,The sense of order,pair_accuracy,0.735979079497908,0.7828786610878662,0.04689958158995822,True
bradley_terry,Theme and logic,pair_accuracy,0.7322167364016736,0.7757824267782426,0.04356569037656899,True
bradley_terry,Total aesthetic score,pair_accuracy,0.7633397606382979,0.8087360372340426,0.045396276595744744,True
bradley_terry,Color,mae,0.7354048347473144,0.6533466303348541,-0.08205820441246037,True
bradley_terry,Creativity,mae,0.8299412924051285,0.7204673874378205,-0.10947390496730802,True
bradley_terry,Details and texture,mae,0.809208265542984,0.6787543195486069,-0.1304539459943771,True
bradley_terry,Layout and composition,mae,0.7457670897245408,0.6465171486139297,-0.09924994111061103,True
bradley_terry,Light and shadow,mae,0.7470694071054459,0.6389438897371292,-0.10812551736831666,True
bradley_terry,Mood,mae,0.7866761797666549,0.6913977402448654,-0.09527843952178949,True
bradley_terry,Space and perspective,mae,0.7306641560792922,0.6305524557828903,-0.10011170029640193,True
bradley_terry,The overall,mae,0.7574409461021423,0.6477112400531769,-0.10972970604896537,True
bradley_terry,The sense of order,mae,0.7428333950042725,0.639358137845993,-0.10347525715827943,True
bradley_terry,Theme and logic,mae,0.7214435386657715,0.6357816272974014,-0.08566191136837009,True
bradley_terry,Total aesthetic score,mae,8.106055965423584,6.83546172618866,-1.2705942392349243,True
bradley_terry,Color,r2,0.5427977052433106,0.6431863398303845,0.10038863458707392,True
bradley_terry,Creativity,r2,0.3643984218934007,0.5186996490084286,0.15430122711502786,True
bradley_terry,Details and texture,r2,0.5312305468325585,0.6687707846954208,0.1375402378628623,True
bradley_terry,Layout and composition,r2,0.49491791154060705,0.6198300823982603,0.12491217085765327,True
bradley_terry,Light and shadow,r2,0.5727037496448578,0.6875458762279594,0.11484212658310156,True
bradley_terry,Mood,r2,0.44804900455872754,0.572410548155136,0.1243615435964085,True
bradley_terry,Space and perspective,r2,0.5482759080899595,0.66448445921515,0.11620855112519046,True
bradley_terry,The overall,r2,0.5015566135496805,0.6358418213862823,0.1342852078366018,True
bradley_terry,The sense of order,r2,0.4483299643865643,0.591767933129228,0.14343796874266374,True
bradley_terry,Theme and logic,r2,0.4282793764377684,0.5553021912766172,0.12702281483884875,True
bradley_terry,Total aesthetic score,r2,0.5304148181408148,0.6685411003251932,0.1381262821843784,True
bradley_terry,Color,pearson,0.737318455305396,0.8027638359957331,0.06544538069033712,True
bradley_terry,Creativity,pearson,0.6047362871574674,0.7213666759633519,0.1166303888058845,True
bradley_terry,Details and texture,pearson,0.7293466130961925,0.8181158578415111,0.08876924474531855,True
bradley_terry,Layout and composition,pearson,0.7042472852841334,0.7877700690715794,0.08352278378744604,True
bradley_terry,Light and shadow,pearson,0.7575757862192871,0.8300574837069058,0.07248169748761868,True
bradley_terry,Mood,pearson,0.6706327666780304,0.7575794938921535,0.08694672721412311,True
bradley_terry,Space and perspective,pearson,0.741329433554084,0.816163156103474,0.07483372254939002,True
bradley_terry,The overall,pearson,0.7088641869976974,0.7978287359057145,0.08896454890801708,True
bradley_terry,The sense of order,pearson,0.6696193301480803,0.7696101811931547,0.09999085104507444,True
bradley_terry,Theme and logic,pearson,0.6546771065848818,0.7455885663364141,0.09091145975153236,True
bradley_terry,Total aesthetic score,pearson,0.7286793466055623,0.81806124940521,0.08938190279964764,True
bradley_terry,Color,spearman,0.6870301743234374,0.7560160150643914,0.06898584074095404,True
bradley_terry,Creativity,spearman,0.577949052765536,0.6834369699315931,0.1054879171660571,True
bradley_terry,Details and texture,spearman,0.717455917991788,0.8092413360329743,0.09178541804118634,True
bradley_terry,Layout and composition,spearman,0.6817675696843191,0.766123715236575,0.0843561455522559,True
bradley_terry,Light and shadow,spearman,0.719091105862106,0.797442431076413,0.07835132521430699,True
bradley_terry,Mood,spearman,0.644080347244569,0.7336247918123026,0.08954444456773358,True
bradley_terry,Space and perspective,spearman,0.6939928297508614,0.7768980927053027,0.08290526295444134,True
bradley_terry,The overall,spearman,0.6810322288491331,0.7729905490957074,0.09195832024657435,True
bradley_terry,The sense of order,spearman,0.6465223267204407,0.7492477713189626,0.10272544459852184,True
bradley_terry,Theme and logic,spearman,0.6382844656789514,0.734629682198362,0.09634521651941064,True
bradley_terry,Total aesthetic score,spearman,0.710640001038287,0.8043672666775455,0.0937272656392586,True
bradley_terry,Color,kendall,0.5068754414485582,0.5720524869461009,0.06517704549754266,True
bradley_terry,Creativity,kendall,0.41231449026415623,0.5008999950417238,0.08858550477756755,True
bradley_terry,Details and texture,kendall,0.5284434496836815,0.6189471035885081,0.09050365390482662,True
bradley_terry,Layout and composition,kendall,0.4994424586076601,0.5787651242715289,0.07932266566386881,True
bradley_terry,Light and shadow,kendall,0.5355926068613495,0.6115805598753883,0.07598795301403882,True
bradley_terry,Mood,kendall,0.4655208355825345,0.5458993420381907,0.0803785064556562,True
bradley_terry,Space and perspective,kendall,0.5123217841063995,0.5911232178154132,0.07880143370901371,True
bradley_terry,The overall,kendall,0.49871857910877615,0.5848228734203895,0.08610429431161337,True
bradley_terry,The sense of order,kendall,0.46802595364345234,0.560889937136205,0.09286398349275271,True
bradley_terry,Theme and logic,kendall,0.4603757019737533,0.5451942928646364,0.08481859089088306,True
bradley_terry,Total aesthetic score,kendall,0.5232089625130886,0.61381207285118,0.09060311033809143,True
