representation,target,metric,mean_hinge,mean_bradley_terry,difference_bradley_terry_minus_hinge,bradley_terry_wins
clip-vit-b32,Color,pearson,0.7943684508085254,0.8027638359957331,0.008395385187207727,True
clip-vit-b32,Creativity,pearson,0.7104084872096553,0.7213666759633519,0.010958188753696585,True
clip-vit-b32,Details and texture,pearson,0.8144369780683498,0.8181158578415111,0.003678879773161281,True
clip-vit-b32,Layout and composition,pearson,0.7825317744810757,0.7877700690715794,0.005238294590503734,True
clip-vit-b32,Light and shadow,pearson,0.823832962048638,0.8300574837069058,0.006224521658267812,True
clip-vit-b32,Mood,pearson,0.7488518500603197,0.7575794938921535,0.008727643831833776,True
clip-vit-b32,Space and perspective,pearson,0.8086028470341375,0.816163156103474,0.007560309069336468,True
clip-vit-b32,The overall,pearson,0.7912132422660969,0.7978287359057145,0.0066154936396175534,True
clip-vit-b32,The sense of order,pearson,0.7639258794540419,0.7696101811931547,0.005684301739112829,True
clip-vit-b32,Theme and logic,pearson,0.7380873102137717,0.7455885663364141,0.007501256122642408,True
clip-vit-b32,Total aesthetic score,pearson,0.8127898756091722,0.81806124940521,0.005271373796037815,True
clip-vit-b32,Color,spearman,0.751910048821436,0.7560160150643914,0.00410596624295545,True
clip-vit-b32,Creativity,spearman,0.6762730470559228,0.6834369699315931,0.007163922875670248,True
clip-vit-b32,Details and texture,spearman,0.8068193778113941,0.8092413360329743,0.0024219582215802005,True
clip-vit-b32,Layout and composition,spearman,0.7632910390011989,0.766123715236575,0.002832676235376086,True
clip-vit-b32,Light and shadow,spearman,0.7942880836539419,0.797442431076413,0.0031543474224711154,True
clip-vit-b32,Mood,spearman,0.728349583424365,0.7336247918123026,0.005275208387937602,True
clip-vit-b32,Space and perspective,spearman,0.7723013278765155,0.7768980927053027,0.0045967648287872365,True
clip-vit-b32,The overall,spearman,0.7703226123303917,0.7729905490957074,0.002667936765315737,True
clip-vit-b32,The sense of order,spearman,0.7454619810655099,0.7492477713189626,0.0037857902534527144,True
clip-vit-b32,Theme and logic,spearman,0.7289392082365781,0.734629682198362,0.005690473961783904,True
clip-vit-b32,Total aesthetic score,spearman,0.8023703074977522,0.8043672666775455,0.0019969591797933672,True
clip-vit-b32,Color,kendall,0.5678896511057513,0.5720524869461009,0.004162835840349599,True
clip-vit-b32,Creativity,kendall,0.4944053413332663,0.5008999950417238,0.006494653708457476,True
clip-vit-b32,Details and texture,kendall,0.6165733441018585,0.6189471035885081,0.0023737594866496403,True
clip-vit-b32,Layout and composition,kendall,0.5759390843981076,0.5787651242715289,0.0028260398734213377,True
clip-vit-b32,Light and shadow,kendall,0.6082672296547007,0.6115805598753883,0.0033133302206875825,True
clip-vit-b32,Mood,kendall,0.5409379616301225,0.5458993420381907,0.00496138040806815,True
clip-vit-b32,Space and perspective,kendall,0.586510003329266,0.5911232178154132,0.004613214486147266,True
clip-vit-b32,The overall,kendall,0.5820593791685813,0.5848228734203895,0.0027634942518082184,True
clip-vit-b32,The sense of order,kendall,0.5570657520253214,0.560889937136205,0.003824185110883671,True
clip-vit-b32,Theme and logic,kendall,0.5397499525458803,0.5451942928646364,0.005444340318756069,True
clip-vit-b32,Total aesthetic score,kendall,0.6117462000625393,0.61381207285118,0.002065872788640677,True
resnet50,Color,pair_accuracy,0.7551892473118279,0.7559494623655914,0.0007602150537634467,True
resnet50,Creativity,pair_accuracy,0.7089667832167832,0.7081818181818181,-0.0007849650349650572,False
resnet50,Details and texture,pair_accuracy,0.7662160904255318,0.766844414893617,0.0006283244680851396,True
resnet50,Layout and composition,pair_accuracy,0.7516968085106384,0.7525492021276595,0.0008523936170211632,True
resnet50,Light and shadow,pair_accuracy,0.7707107526881721,0.7706064516129032,-0.00010430107526893106,False
resnet50,Mood,pair_accuracy,0.7345766567754698,0.7352571711177052,0.0006805143422353721,True
resnet50,Space and perspective,pair_accuracy,0.7571623655913978,0.7588172043010752,0.0016548387096774198,True
resnet50,The overall,pair_accuracy,0.7503696808510638,0.752029920212766,0.0016602393617022315,True
resnet50,The sense of order,pair_accuracy,0.7348460251046025,0.735979079497908,0.001133054393305466,True
resnet50,Theme and logic,pair_accuracy,0.7312945606694561,0.7322167364016736,0.0009221757322175339,True
resnet50,Total aesthetic score,pair_accuracy,0.7627792553191489,0.7633397606382979,0.000560505319148974,True
resnet50,Color,mae,0.738677596449852,0.7354048347473144,-0.003272761702537541,True
resnet50,Creativity,mae,0.8290779548883438,0.8299412924051285,0.0008633375167846902,False
resnet50,Details and texture,mae,0.8137791210412979,0.809208265542984,-0.0045708554983139305,True
resnet50,Layout and composition,mae,0.7510179883241653,0.7457670897245408,-0.005250898599624576,True
resnet50,Light and shadow,mae,0.7477860313653946,0.7470694071054459,-0.0007166242599486727,True
resnet50,Mood,mae,0.789544380903244,0.7866761797666549,-0.0028682011365890325,True
resnet50,Space and perspective,mae,0.7371328383684158,0.7306641560792922,-0.006468682289123562,True
resnet50,The overall,mae,0.7636008846759796,0.7574409461021423,-0.0061599385738373424,True
resnet50,The sense of order,mae,0.7471993678808212,0.7428333950042725,-0.004365972876548718,True
resnet50,Theme and logic,mae,0.725327839255333,0.7214435386657715,-0.0038843005895614624,True
resnet50,Total aesthetic score,mae,8.150768308639526,8.106055965423584,-0.04471234321594153,True
resnet50,Color,r2,0.5393712750503354,0.5427977052433106,0.0034264301929751717,True
resnet50,Creativity,r2,0.36656688707899154,0.3643984218934007,-0.002168465185590829,False
resnet50,Details and texture,r2,0.5265241600634072,0.5312305468325585,0.0047063867691513606,True
resnet50,Layout and composition,r2,0.48883752106793366,0.49491791154060705,0.0060803904726733915,True
resnet50,Light and shadow,r2,0.5707908836571898,0.5727037496448578,0.0019128659876680443,True
resnet50,Mood,r2,0.44346390699144966,0.44804900455872754,0.004585097567277874,True
resnet50,Space and perspective,r2,0.5412632303860041,0.5482759080899595,0.007012677703955417,True
resnet50,The overall,r2,0.49409078605955237,0.5015566135496805,0.007465827490128141,True
resnet50,The sense of order,r2,0.4423696640274931,0.4483299643865643,0.005960300359071191,True
resnet50,Theme and logic,r2,0.42343916173954305,0.4282793764377684,0.004840214698225376,True
resnet50,Total aesthetic score,r2,0.5267662453064618,0.5304148181408148,0.0036485728343530477,True
resnet50,Color,pearson,0.7351551217215742,0.737318455305396,0.0021633335838218137,True
resnet50,Creativity,pearson,0.6073602814640601,0.6047362871574674,-0.0026239943065926585,False
resnet50,Details and texture,pearson,0.7262290090254493,0.7293466130961925,0.0031176040707432406,True
resnet50,Layout and composition,pearson,0.699904722571026,0.7042472852841334,0.004342562713107401,True
resnet50,Light and shadow,pearson,0.7563712099131612,0.7575757862192871,0.0012045763061259152,True
resnet50,Mood,pearson,0.6673146488716439,0.6706327666780304,0.003318117806386467,True
resnet50,Space and perspective,pearson,0.7367181050417168,0.741329433554084,0.00461132851236723,True
resnet50,The overall,pearson,0.7035896569212038,0.7088641869976974,0.005274530076493589,True
resnet50,The sense of order,pearson,0.665275278095097,0.6696193301480803,0.004344052052983272,True
resnet50,Theme and logic,pearson,0.6510690235941847,0.6546771065848818,0.003608082990697037,True
resnet50,Total aesthetic score,pearson,0.7262107733348376,0.7286793466055623,0.0024685732707246943,True
resnet50,Color,spearman,0.6865950852344647,0.6870301743234374,0.0004350890889727177,True
resnet50,Creativity,spearman,0.5801944511018933,0.577949052765536,-0.002245398336357285,False
resnet50,Details and texture,spearman,0.7152793735733154,0.717455917991788,0.0021765444184725924,True
resnet50,Layout and composition,spearman,0.6795414115130279,0.6817675696843191,0.002226158171291126,True
resnet50,Light and shadow,spearman,0.719419762643977,0.719091105862106,-0.0003286567818709951,False
resnet50,Mood,spearman,0.6425814746141826,0.644080347244569,0.0014988726303863942,True
resnet50,Space and perspective,spearman,0.6907925266707015,0.6939928297508614,0.0032003030801599497,True
resnet50,The overall,spearman,0.6776188084364114,0.6810322288491331,0.003413420412721635,True
resnet50,The sense of order,spearman,0.6437268517842091,0.6465223267204407,0.0027954749362316678,True
resnet50,Theme and logic,spearman,0.6359165130887283,0.6382844656789514,0.0023679525902230436,True
resnet50,Total aesthetic score,spearman,0.7100987752441782,0.710640001038287,0.0005412257941087573,True
resnet50,Color,kendall,0.5062835371891911,0.5068754414485582,0.0005919042593671708,True
resnet50,Creativity,kendall,0.4138556039522255,0.41231449026415623,-0.001541113688069251,False
resnet50,Details and texture,kendall,0.526751189995428,0.5284434496836815,0.0016922596882534835,True
resnet50,Layout and composition,kendall,0.4972236195872726,0.4994424586076601,0.0022188390203874975,True
resnet50,Light and shadow,kendall,0.5362429779786537,0.5355926068613495,-0.0006503711173042603,False
resnet50,Mood,kendall,0.46431929880724837,0.4655208355825345,0.0012015367752861161,True
resnet50,Space and perspective,kendall,0.5093535736484495,0.5123217841063995,0.002968210457950038,True
resnet50,The overall,kendall,0.4956429915396122,0.49871857910877615,0.003075587569163929,True
resnet50,The sense of order,kendall,0.46544420949420917,0.46802595364345234,0.0025817441492431703,True
resnet50,Theme and logic,kendall,0.45805378147240206,0.4603757019737533,0.002321920501351271,True
resnet50,Total aesthetic score,kendall,0.5223578658972228,0.5232089625130886,0.0008510966158657984,True
