Metric,Value
R2 Score,-0.3654065929950008
Adjusted R2 Score,-0.7344354019125685
Mean Absolute Error,1.7582260469595592
Mean Squared Error,5.939874254161846
Pearson Correlation,0.033168804506354524
Spearman Correlation,0.1590189215962308
