dataset,representation,category,target,mode,rater,objective,N,seed,train_examples,validation_examples,test_examples,train_pairs,validation_pairs,test_pairs,epochs_trained,pair_accuracy,mae,mse,r2,pearson,spearman,kendall
sidhu,clip-vit-b32,representational,liking,within,4,regression,,0,140,20,76,0,0,760,38,0.5723684210526315,1.9303488731384277,6.066213607788086,-0.1712277379129441,0.23337824536429252,0.17037214800465658,0.11870713600899929
sidhu,clip-vit-b32,representational,liking,within,4,hinge,1,0,140,20,76,140,20,760,16,0.5657894736842105,1.9986613988876343,5.151323318481445,0.005413720655107701,0.17892447709891712,0.16997214862867416,0.1261729936196282
sidhu,clip-vit-b32,representational,liking,within,4,hinge,2,0,140,20,76,280,40,760,16,0.593421052631579,1.915616512298584,4.994214057922363,0.03574734789294021,0.22708309680456296,0.21755828128865354,0.15752959558426952
sidhu,clip-vit-b32,representational,liking,within,4,hinge,3,0,140,20,76,420,60,760,17,0.6052631578947368,1.895890474319458,4.94627571105957,0.04500302591326677,0.28544556999986526,0.27508922602047203,0.19859181244272836
sidhu,clip-vit-b32,representational,liking,within,4,hinge,4,0,140,20,76,560,80,760,16,0.5921052631578947,1.9200525283813477,5.060924053192139,0.022867435758655796,0.2253115061612334,0.23519963307767194,0.16872838200021284
sidhu,clip-vit-b32,representational,liking,within,4,hinge,5,0,140,20,76,700,100,760,16,0.5868421052631579,1.947792649269104,5.165175437927246,0.002739318319743056,0.1668201028205658,0.15997216422911326,0.11572079296474774
sidhu,clip-vit-b32,representational,liking,within,4,hinge,6,0,140,20,76,840,100,760,16,0.6039473684210527,1.8960155248641968,4.949291229248047,0.04442079478214278,0.2714014686389419,0.30175125339199094,0.20680425581442016
sidhu,clip-vit-b32,representational,liking,within,4,hinge,7,0,140,20,76,980,100,760,17,0.5605263157894737,1.9550385475158691,5.205249309539795,-0.004998008472610671,0.18594226576396977,0.1755997260562891,0.1179605502479364
sidhu,clip-vit-b32,representational,liking,within,4,hinge,8,0,140,20,76,1120,100,760,16,0.5855263157894737,1.9287139177322388,5.112390041351318,0.012930883818428995,0.15692420196683088,0.13136531230540394,0.09556297741604974
sidhu,clip-vit-b32,representational,liking,within,4,hinge,9,0,140,20,76,1260,100,760,16,0.6131578947368421,2.0184688568115234,5.580661773681641,-0.0774803718659467,0.23128547024680302,0.22016517377350456,0.16051593862852107
sidhu,clip-vit-b32,representational,liking,within,4,hinge,10,0,140,20,76,1400,100,760,16,0.5763157894736842,1.9257252216339111,5.072954177856445,0.020544705849694256,0.20171122454848955,0.1598894057375307,0.11348103568155907
