dataset,representation,category,target,mode,rater,objective,N,seed,train_examples,validation_examples,test_examples,train_pairs,validation_pairs,test_pairs,epochs_trained,pair_accuracy,mae,mse,r2,pearson,spearman,kendall
sidhu,clip-vit-b32,abstract,beauty,cross,4,regression,,0,140,20,78,0,0,780,35,0.5474358974358975,2.156125783920288,7.120009422302246,-0.8875827727487875,0.1265837966784602,0.09966454476376438,0.07182476448404643
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,1,0,140,20,78,140,20,780,16,0.5487179487179488,1.7757943868637085,4.488969326019287,-0.1900689289629618,0.15381632615390117,0.10698019652621577,0.06967002154952504
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,2,0,140,20,78,280,40,780,16,0.5512820512820513,1.6894497871398926,4.132064342498779,-0.09544995211697738,0.22786479544447502,0.1688621545168292,0.11707436610899567
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,3,0,140,20,78,420,60,780,17,0.5743589743589743,1.6374170780181885,4.128567218780518,-0.09452271563174208,0.2853946857212577,0.222390688778689,0.16232396773394495
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,4,0,140,20,78,560,80,780,17,0.5564102564102564,1.678902268409729,4.18050479888916,-0.10829182066531895,0.237187058894051,0.19439646968769728,0.13143931900580497
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,5,0,140,20,78,700,100,780,16,0.5641025641025641,1.7478177547454834,4.70998477935791,-0.24866222127819548,0.23415612829194288,0.19566485764651106,0.13718530016452868
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,6,0,140,20,78,840,100,780,17,0.5923076923076923,1.5859806537628174,3.8466761112213135,-0.01979090636572356,0.3671789795043878,0.2934844744701826,0.21978377932118207
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,7,0,140,20,78,980,100,780,16,0.5923076923076923,1.6367107629776,4.151869773864746,-0.10070063423222875,0.26424531535303686,0.20986055318555863,0.15442324364069981
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,8,0,140,20,78,1120,100,780,16,0.5923076923076923,1.643664002418518,3.9422667026519775,-0.04513273090721737,0.27866140531841666,0.2551253477157527,0.18746263530336119
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,9,0,140,20,78,1260,100,780,16,0.5717948717948718,1.6600128412246704,4.429662704467773,-0.17434611574893055,0.2685829742003989,0.2023014734310116,0.14436777661293332
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,10,0,140,20,78,1400,100,780,16,0.5974358974358974,1.5855804681777954,3.932874917984009,-0.042642822918447454,0.32283216185169294,0.25727776364586097,0.18028015885495655
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,1,0,140,20,78,140,20,780,16,0.5474358974358975,1.790424108505249,4.524642467498779,-0.19952623268625236,0.13941160758258775,0.08177899334453116,0.054586821007875284
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,2,0,140,20,78,280,40,780,16,0.5371794871794872,1.691205382347107,4.139280319213867,-0.09736295355838598,0.22447661472688196,0.150976603097596,0.10270941321218639
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,3,0,140,20,78,420,60,780,17,0.5923076923076923,1.6176363229751587,4.1593852043151855,-0.10269295758615749,0.3253182286862284,0.22807921659397526,0.17022469182719005
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,4,0,140,20,78,560,80,780,16,0.5602564102564103,1.6349629163742065,4.048288345336914,-0.07324000646725293,0.257973165364092,0.21977704086355754,0.15514149128554028
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,5,0,140,20,78,700,100,780,16,0.5743589743589743,1.7032784223556519,4.52536153793335,-0.19971666687877,0.2636670772853904,0.218342096910152,0.1565779865752212
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,6,0,140,20,78,840,100,780,16,0.5692307692307692,1.675089955329895,4.066051483154297,-0.07794913630235256,0.319941744186508,0.2661949153563096,0.18818088294820165
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,7,0,140,20,78,980,100,780,16,0.6,1.6921533346176147,4.487915515899658,-0.18978949354078778,0.27197568396513816,0.209053397211768,0.1565779865752212
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,8,0,140,20,78,1120,100,780,16,0.6128205128205129,1.6266095638275146,4.007537364959717,-0.062436632498016786,0.27025747869629413,0.2683601432860019,0.20326408348985137
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,9,0,140,20,78,1260,100,780,16,0.5782051282051283,1.5944527387619019,3.9827373027801514,-0.055861765478298686,0.2897439180742367,0.21939268087603817,0.16232396773394495
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,10,0,140,20,78,1400,100,780,16,0.617948717948718,1.5705474615097046,3.78735613822937,-0.004064605028826662,0.34658914494502824,0.29289512248931965,0.2133195505176179
sidhu,clip-vit-b32,abstract,beauty,cross,4,regression,,1,140,20,78,0,0,780,73,0.6282051282051282,1.6261664628982544,3.8000569343566895,0.1082141185600628,0.3754541935522866,0.331851801332662,0.23195523425849626
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,1,1,140,20,78,140,20,780,50,0.6820512820512821,1.6203217506408691,3.787665367126465,0.11112206071961273,0.4264554874685018,0.38023381371559906,0.276137183641067
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,2,1,140,20,78,280,40,780,16,0.6076923076923076,1.6744893789291382,4.032169342041016,0.05374279365248846,0.33880372031853767,0.285922745479306,0.21271470791447356
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,3,1,140,20,78,420,60,780,20,0.6294871794871795,1.6248162984848022,3.5530457496643066,0.16618199137964773,0.42191843173895904,0.37758921995714434,0.2939524858114584
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,4,1,140,20,78,560,80,780,27,0.6217948717948718,1.7233129739761353,4.066840648651123,0.04560612495956795,0.38028938746720087,0.3137995743727755,0.22554172547715534
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,5,1,140,20,78,700,100,780,20,0.6653846153846154,1.6353480815887451,3.8464648723602295,0.09732353840746044,0.4358715499547543,0.36210493186416315,0.2697236748597261
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,6,1,140,20,78,840,100,780,26,0.6461538461538462,1.5404245853424072,3.5144453048706055,0.175240515864873,0.4569914522180625,0.4207714755299797,0.30962995172140284
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,7,1,140,20,78,980,100,780,16,0.6435897435897436,1.6037930250167847,3.5737452507019043,0.16132425655720384,0.4331471400546434,0.38437317785926733,0.27970024407514527
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,8,1,140,20,78,1120,100,780,16,0.6307692307692307,1.6184972524642944,3.678387403488159,0.13676729122570352,0.4008131241353112,0.3392106709214055,0.251195760602519
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,9,1,140,20,78,1260,100,780,18,0.7038461538461539,1.4949135780334473,3.195357322692871,0.2501233001562595,0.5259658613067586,0.48985030863125795,0.37233981536118066
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,10,1,140,20,78,1400,100,780,24,0.6602564102564102,1.6154192686080933,3.8511881828308105,0.09621491136633653,0.4133994943367725,0.35215257177799786,0.2611723298179382
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,1,1,140,20,78,140,20,780,27,0.6974358974358974,1.582578420639038,3.593071222305298,0.15678909520077622,0.4642270728145377,0.43239746741497376,0.31746868467637507
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,2,1,140,20,78,280,40,780,16,0.6141025641025641,1.6429944038391113,3.7988245487213135,0.10850333655618516,0.37282679853069567,0.3278018678958014,0.23694351886620588
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,3,1,140,20,78,420,60,780,16,0.6358974358974359,1.5596987009048462,3.4197838306427,0.19745557482234855,0.4493409187416546,0.40552992792690495,0.3039290550268776
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,4,1,140,20,78,560,80,780,18,0.617948717948718,1.7040424346923828,3.8563783168792725,0.09499691187778858,0.38920965876604896,0.30411550640703316,0.22126605295626142
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,5,1,140,20,78,700,100,780,17,0.6653846153846154,1.5913469791412354,3.713519811630249,0.1285224951010987,0.44277558757312363,0.3797866601815608,0.27970024407514527
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,6,1,140,20,78,840,100,780,16,0.6038461538461538,1.6580405235290527,3.7327497005462646,0.12400970192802208,0.3746862539446738,0.31814335156057555,0.23124262217168062
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,7,1,140,20,78,980,100,780,17,0.7371794871794872,1.464867353439331,3.034250497817993,0.28793130022678626,0.5593643629699727,0.5485040764818162,0.40511997135470085
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,8,1,140,20,78,1120,100,780,16,0.6705128205128205,1.555294394493103,3.4788219928741455,0.18360058727424533,0.45368551554201986,0.4113684754999185,0.3131930121554812
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,9,1,140,20,78,1260,100,780,18,0.676923076923077,1.518300175666809,3.300537109375,0.2254400595162407,0.5124581155178021,0.4642859022995291,0.34811100440944837
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,10,1,140,20,78,1400,100,780,16,0.6692307692307692,1.524029016494751,3.3928117752075195,0.20378527201803187,0.48453727317246376,0.43022557882107376,0.3210317451104534
sidhu,clip-vit-b32,abstract,beauty,cross,4,regression,,2,140,20,78,0,0,780,54,0.6307692307692307,1.9933812618255615,5.532107353210449,-0.22457111264385587,0.3522348936930939,0.33803909792796666,0.24385282430641478
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,1,2,140,20,78,140,20,780,20,0.6076923076923076,1.6620131731033325,4.084700584411621,0.09582241250780221,0.37736389094879996,0.3257558305211238,0.24527886421463943
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,2,2,140,20,78,280,40,780,29,0.6192307692307693,1.705544352531433,4.0746378898620605,0.09805002630648485,0.39748619245074224,0.3352398933888423,0.2410007444899655
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,3,2,140,20,78,420,60,780,21,0.6089743589743589,1.668235421180725,3.966148614883423,0.12206496149224566,0.4158634953346336,0.3471013628514336,0.25454812361809964
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,4,2,140,20,78,560,80,780,18,0.6153846153846154,1.652240514755249,4.147647380828857,0.08188873717628509,0.41043285387968353,0.3680123154816054,0.2716606025167954
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,5,2,140,20,78,700,100,780,17,0.6282051282051282,1.6619436740875244,3.6822941303253174,0.18489804123785958,0.44360464805504307,0.36316803000065484,0.2609653032051106
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,6,2,140,20,78,840,100,780,32,0.6230769230769231,1.6933685541152954,4.198845386505127,0.07055575492996524,0.38962384103797376,0.32745580405401664,0.23743564471940387
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,7,2,140,20,78,980,100,780,17,0.6205128205128205,1.700219750404358,3.9375195503234863,0.12840219202290626,0.4077589629741851,0.34547807985385914,0.2502700038934257
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,8,2,140,20,78,1120,100,780,16,0.6730769230769231,1.5073076486587524,3.336149215698242,0.2615197083248555,0.5281857196459896,0.4625334002616301,0.3393974981574662
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,9,2,140,20,78,1260,100,780,17,0.6641025641025641,1.6100616455078125,3.469141721725464,0.23208064030339948,0.4834068331401795,0.40268921920144407,0.2973293208648391
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,10,2,140,20,78,1400,100,780,17,0.6269230769230769,1.6758935451507568,3.925311803817749,0.13110445912667035,0.4152680938714184,0.3493126066197831,0.25169604380165034
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,1,2,140,20,78,140,20,780,20,0.6256410256410256,1.6580380201339722,4.164911270141602,0.07806735175809054,0.385074349513161,0.3317249105200787,0.24599188416875176
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,2,2,140,20,78,280,40,780,26,0.6576923076923077,1.629455327987671,3.6604278087615967,0.18973837563536133,0.47182411458925344,0.4093485140182653,0.3044595204059623
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,3,2,140,20,78,420,60,780,18,0.6205128205128205,1.658753752708435,3.8615410327911377,0.14522044204393636,0.42024434040649794,0.35795307359899825,0.26239134311333523
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,4,2,140,20,78,560,80,780,18,0.6205128205128205,1.6655709743499756,4.065309524536133,0.10011484918202673,0.4093447080886108,0.3636281732125657,0.2659564428838968
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,5,2,140,20,78,700,100,780,17,0.632051282051282,1.674050211906433,3.761018753051758,0.16747175796704528,0.4348974290842307,0.3847564156928066,0.2787908020579187
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,6,2,140,20,78,840,100,780,17,0.658974358974359,1.5577095746994019,3.6989381313323975,0.18121361712995776,0.448765114415437,0.4028937272956267,0.29305120114016514
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,7,2,140,20,78,980,100,780,17,0.6487179487179487,1.6123281717300415,3.622174024581909,0.19820614273817017,0.4631038546758077,0.40858160866508053,0.299468380727176
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,8,2,140,20,78,1120,100,780,17,0.6576923076923077,1.5743213891983032,3.5302417278289795,0.21855589923301189,0.48309252956096316,0.42951812480702506,0.31016368003886086
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,9,2,140,20,78,1260,100,780,17,0.6487179487179487,1.6607266664505005,3.877594470977783,0.14166689024041923,0.42337368599692127,0.37247314828596356,0.27522570228735704
sidhu,clip-vit-b32,abstract,beauty,cross,4,bradley_terry,10,2,140,20,78,1400,100,780,17,0.6217948717948718,1.7030731439590454,4.009387493133545,0.11249363437632398,0.4058325355808847,0.3526358631502504,0.26310436306744756
sidhu,clip-vit-b32,abstract,beauty,cross,4,regression,,3,140,20,78,0,0,780,65,0.5205128205128206,1.886932134628296,5.237589359283447,-0.555021183085318,0.155442557985225,0.11546687577124794,0.08377219063046276
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,1,3,140,20,78,140,20,780,23,0.49743589743589745,2.3221609592437744,7.156635761260986,-1.1247790672911617,0.0670355852416833,0.013384302225984843,0.015887829257501557
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,2,3,140,20,78,280,40,780,16,0.5192307692307693,2.1014111042022705,6.55532169342041,-0.9462511481122906,0.16578762595599983,0.09008418180864199,0.059940446744210424
sidhu,clip-vit-b32,abstract,beauty,cross,4,hinge,3,3,140,20,78,420,60,780,17,0.5358974358974359,2.046509265899658,6.067679405212402,-0.8014719656591562,0.1501103894697735,0.1045592469197742,0.07293957977307534
