dataset,representation,category,target,mode,rater,objective,N,seed,train_examples,validation_examples,test_examples,train_pairs,validation_pairs,test_pairs,epochs_trained,pair_accuracy,mae,mse,r2,pearson,spearman,kendall
sidhu,clip-vit-b32,abstract,liking,within,2,regression,,0,140,20,78,0,0,780,33,0.7307692307692307,2.1063883304595947,6.894315242767334,-0.13095931777615277,0.5567832189408364,0.5587932610298975,0.4138499459757553
sidhu,clip-vit-b32,abstract,liking,within,2,hinge,1,0,140,20,78,140,20,780,16,0.7064102564102565,2.0174427032470703,4.91264009475708,0.19411930982257652,0.5149821295926813,0.5627620726342333,0.4073440079604159
sidhu,clip-vit-b32,abstract,liking,within,2,hinge,2,0,140,20,78,280,40,780,17,0.7692307692307693,1.921006441116333,4.601929664611816,0.24508908675095709,0.6573292785469675,0.6683401677398684,0.5005957861802804
sidhu,clip-vit-b32,abstract,liking,within,2,hinge,3,0,140,20,78,420,60,780,16,0.7589743589743589,1.662557601928711,3.922788619995117,0.35649679898701003,0.6295666166688534,0.6296667316859672,0.46662033210017473
sidhu,clip-vit-b32,abstract,liking,within,2,hinge,4,0,140,20,78,560,80,780,16,0.764102564102564,1.898439645767212,4.46872091293335,0.26694082220829507,0.6477936881747155,0.6405970186610153,0.4716805061121054
sidhu,clip-vit-b32,abstract,liking,within,2,hinge,5,0,140,20,78,700,100,780,16,0.7628205128205128,1.6873165369033813,3.829091787338257,0.371866967703363,0.6763350674227695,0.6557915304018871,0.48902967415301035
sidhu,clip-vit-b32,abstract,liking,within,2,hinge,6,0,140,20,78,840,100,780,16,0.7602564102564102,1.8594036102294922,4.483656883239746,0.2644906383709802,0.6202519133366877,0.623090577830239,0.46083727608653974
sidhu,clip-vit-b32,abstract,liking,within,2,hinge,7,0,140,20,78,980,100,780,16,0.791025641025641,1.6841068267822266,3.8595051765441895,0.3668779284467958,0.6837752753181121,0.6858979847726423,0.515053426214368
sidhu,clip-vit-b32,abstract,liking,within,2,hinge,8,0,140,20,78,1120,100,780,16,0.7551282051282051,1.7697842121124268,4.177676200866699,0.3146845844807614,0.6340464835775492,0.6410850925799951,0.47384915211721845
sidhu,clip-vit-b32,abstract,liking,within,2,hinge,9,0,140,20,78,1260,100,780,16,0.7782051282051282,1.6949615478515625,3.9452083110809326,0.3528190827724884,0.6801556044674726,0.6896741356194863,0.5237280102348204
