dataset,representation,category,target,mode,rater,objective,N,seed,train_examples,validation_examples,test_examples,train_pairs,validation_pairs,test_pairs,epochs_trained,pair_accuracy,mae,mse,r2,pearson,spearman,kendall
sidhu,clip-vit-b32,abstract,beauty,cross,5,regression,,0,140,20,78,0,0,780,20,0.6051282051282051,2.1020989418029785,7.364378452301025,-0.5144456852680721,0.2396689558045182,0.24281856539489396,0.18864963368565338
sidhu,clip-vit-b32,abstract,beauty,cross,5,hinge,1,0,140,20,78,140,20,780,17,0.591025641025641,1.791973352432251,4.460723876953125,0.0826754185199906,0.310345536301611,0.24684077627978515,0.17643232407553489
sidhu,clip-vit-b32,abstract,beauty,cross,5,hinge,2,0,140,20,78,280,40,780,16,0.6076923076923076,1.7871979475021362,4.189550399780273,0.13844087606266064,0.4208425710021402,0.35284012364435297,0.2533295080921631
sidhu,clip-vit-b32,abstract,beauty,cross,5,hinge,3,0,140,20,78,420,60,780,16,0.6256410256410256,1.7791779041290283,4.22762393951416,0.13061142868978914,0.3947886263485998,0.3538008428047569,0.2533295080921631
sidhu,clip-vit-b32,abstract,beauty,cross,5,hinge,4,0,140,20,78,560,80,780,16,0.6269230769230769,1.714120864868164,3.997384786605835,0.17795880320780044,0.44533668444273644,0.35769495780159416,0.248298851193879
sidhu,clip-vit-b32,abstract,beauty,cross,5,hinge,5,0,140,20,78,700,100,780,16,0.6551282051282051,1.685622215270996,3.9028351306915283,0.19740243620161824,0.4457968924252782,0.40017155428025364,0.29070010219370207
sidhu,clip-vit-b32,abstract,beauty,cross,5,hinge,6,0,140,20,78,840,100,780,16,0.6397435897435897,1.685217261314392,3.9418041706085205,0.18938865393139992,0.439910731776763,0.3996591707280382,0.2863881105666014
sidhu,clip-vit-b32,abstract,beauty,cross,5,hinge,7,0,140,20,78,980,100,780,18,0.6089743589743589,1.7657748460769653,4.127231597900391,0.15125650070039987,0.4142680022048353,0.3623192193603385,0.25404817336334656
sidhu,clip-vit-b32,abstract,beauty,cross,5,hinge,8,0,140,20,78,1120,100,780,16,0.6461538461538462,1.775840163230896,4.339390277862549,0.10762721828924415,0.4082655836630238,0.3722594602733179,0.26770281351583197
sidhu,clip-vit-b32,abstract,beauty,cross,5,hinge,9,0,140,20,78,1260,100,780,16,0.6679487179487179,1.7357577085494995,4.19435977935791,0.13745194799880467,0.43592601362615824,0.3696206849794085,0.2691401440581988
sidhu,clip-vit-b32,abstract,beauty,cross,5,hinge,10,0,140,20,78,1400,100,780,18,0.6525641025641026,1.7054986953735352,4.04685115814209,0.16778631052068904,0.42678179905487923,0.3678913904906813,0.2662654829734651
sidhu,clip-vit-b32,abstract,beauty,cross,5,bradley_terry,1,0,140,20,78,140,20,780,19,0.6064102564102564,1.81129789352417,4.409976959228516,0.09311147568378719,0.3241432289360091,0.2624684746223559,0.18936829895683682
sidhu,clip-vit-b32,abstract,beauty,cross,5,bradley_terry,2,0,140,20,78,280,40,780,16,0.6256410256410256,1.7935675382614136,4.213089942932129,0.13360002514004798,0.41583731541686575,0.3569520016508818,0.2511735122786128
