dataset,representation,category,target,mode,rater,objective,N,seed,train_examples,validation_examples,test_examples,train_pairs,validation_pairs,test_pairs,epochs_trained,pair_accuracy,mae,mse,r2,pearson,spearman,kendall
sidhu,clip-vit-b32,abstract,liking,cross,3,regression,,0,140,20,78,0,0,780,74,0.5871794871794872,1.8893322944641113,4.8416266441345215,0.02529823603365311,0.23052342393930303,0.2540865754850087,0.17400665486521052
sidhu,clip-vit-b32,abstract,liking,cross,3,hinge,1,0,140,20,78,140,20,780,16,0.5551282051282052,2.0321216583251953,5.228688716888428,-0.0526235748998658,0.05111630779902043,0.06956995201545275,0.05058750172370038
sidhu,clip-vit-b32,abstract,liking,cross,3,hinge,2,0,140,20,78,280,40,780,16,0.5064102564102564,2.037777900695801,5.256959438323975,-0.05831511898946551,0.08708153685438447,0.029213744577917478,0.011122074847054693
sidhu,clip-vit-b32,abstract,liking,cross,3,hinge,3,0,140,20,78,420,60,780,17,0.5923076923076923,1.9672213792800903,4.987262725830078,-0.004020660038933643,0.19382688396217418,0.1889095714705317,0.144586973011711
sidhu,clip-vit-b32,abstract,liking,cross,3,hinge,4,0,140,20,78,560,80,780,16,0.6102564102564103,1.985263705253601,5.014039993286133,-0.009411273630875572,0.26920742930451524,0.2245142229070116,0.15965559054643025
sidhu,clip-vit-b32,abstract,liking,cross,3,hinge,5,0,140,20,78,700,100,780,18,0.5102564102564102,1.959962248802185,5.095602512359619,-0.025831292402324957,0.13004880394873908,0.11793080231190889,0.08933537538440704
sidhu,clip-vit-b32,abstract,liking,cross,3,hinge,6,0,140,20,78,840,100,780,18,0.5487179487179488,1.9795409440994263,5.097075462341309,-0.026127609375354854,0.12542624131378943,0.1139861143110327,0.07713697071344383
sidhu,clip-vit-b32,abstract,liking,cross,3,hinge,7,0,140,20,78,980,100,780,20,0.6102564102564103,1.9398220777511597,4.927326202392578,0.008045615293794772,0.24173657599749276,0.2501034651984097,0.1890752723999298
sidhu,clip-vit-b32,abstract,liking,cross,3,hinge,8,0,140,20,78,1120,100,780,16,0.5358974358974359,2.0119166374206543,5.158013820648193,-0.03839563326656581,0.07720961180893937,0.07501310915951893,0.062068353178724577
sidhu,clip-vit-b32,abstract,liking,cross,3,hinge,9,0,140,20,78,1260,100,780,16,0.591025641025641,1.9448870420455933,4.9300618171691895,0.007494796867238196,0.2464017437741859,0.2289199783365616,0.15822048411455225
sidhu,clip-vit-b32,abstract,liking,cross,3,hinge,10,0,140,20,78,1400,100,780,16,0.5551282051282052,1.9875290393829346,5.062613010406494,-0.019189768907453608,0.1673187517299084,0.14896320174737318,0.10655665256694336
sidhu,clip-vit-b32,abstract,liking,cross,3,bradley_terry,1,0,140,20,78,140,20,780,16,0.5602564102564103,2.027355194091797,5.197506904602051,-0.046346449671254675,0.07974609971279278,0.08222369144683482,0.05991569353090753
sidhu,clip-vit-b32,abstract,liking,cross,3,bradley_terry,2,0,140,20,78,280,40,780,16,0.5512820512820513,2.0514588356018066,5.326747894287109,-0.07236468876579494,0.17248742625793057,0.12561525945647287,0.08790026895252902
sidhu,clip-vit-b32,abstract,liking,cross,3,bradley_terry,3,0,140,20,78,420,60,780,17,0.6025641025641025,1.9804151058197021,5.015495300292969,-0.009704436519119897,0.2204687821358675,0.2061483703315036,0.14889229230734508
