dataset,representation,category,target,mode,rater,objective,N,seed,train_examples,validation_examples,test_examples,train_pairs,validation_pairs,test_pairs,epochs_trained,pair_accuracy,mae,mse,r2,pearson,spearman,kendall
sidhu,clip-vit-b32,abstract,liking,within,1,regression,,0,140,20,78,0,0,780,40,0.5641025641025641,2.222402572631836,7.281307697296143,-0.873286525205907,0.12481023273539904,0.12458920162983521,0.07836033295284157
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,1,0,140,20,78,140,20,780,16,0.5525641025641026,1.7895416021347046,4.5961012840271,-0.18245428140702047,0.01693435013476119,0.07020533084346221,0.052598031708071744
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,2,0,140,20,78,280,40,780,22,0.4858974358974359,1.8739835023880005,4.986824989318848,-0.28297721314897895,0.025663277388957795,0.059883650757713625,0.03542316421155852
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,3,0,140,20,78,420,60,780,17,0.5051282051282051,1.9456161260604858,5.7197394371032715,-0.4715364913571254,-0.020831986192206386,0.036260177252908615,0.013954579840916992
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,4,0,140,20,78,560,80,780,16,0.4346153846153846,1.8191405534744263,4.848583221435547,-0.24741116464115986,-0.24126055974738847,-0.190573771099943,-0.13847236919063785
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,5,0,140,20,78,700,100,780,17,0.48717948717948717,1.9641940593719482,5.7818779945373535,-0.48752308803001143,-0.11772678051056573,-0.07436214128691736,-0.054744890145135894
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,6,0,140,20,78,840,100,780,31,0.44358974358974357,2.038113594055176,6.264808654785156,-0.6117682349084295,-0.12654670775714294,-0.08939060981325513,-0.06619480180947804
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,7,0,140,20,78,980,100,780,16,0.44487179487179485,1.855124831199646,5.026215076446533,-0.2931110459895043,-0.13637771532739862,-0.14900566666539167,-0.10841635107173972
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,8,0,140,20,78,1120,100,780,23,0.45384615384615384,1.904675006866455,5.449049949645996,-0.40189531478988827,-0.1526576972246403,-0.14229081902596413,-0.09768205888641894
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,9,0,140,20,78,1260,100,780,17,0.45256410256410257,1.959741473197937,5.56865930557251,-0.4326676217509535,-0.08216215093125356,-0.11018745221651065,-0.07621347451577742
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,10,0,140,20,78,1400,100,780,20,0.4705128205128205,2.0533547401428223,6.25956392288208,-0.6104191032701594,-0.1623537235755066,-0.13748170909753604,-0.0998289173234831
sidhu,clip-vit-b32,abstract,liking,within,1,bradley_terry,1,0,140,20,78,140,20,780,16,0.5525641025641026,1.7884732484817505,4.581547737121582,-0.1787100841276279,0.012105637695640326,0.09193585682324766,0.07621347451577742
sidhu,clip-vit-b32,abstract,liking,within,1,bradley_terry,2,0,140,20,78,280,40,780,17,0.4564102564102564,1.7980049848556519,4.720401287078857,-0.214433468669194,-0.026500383493839763,0.017535344978390724,0.003935907134617614
sidhu,clip-vit-b32,abstract,liking,within,1,bradley_terry,3,0,140,20,78,420,60,780,18,0.4756410256410256,1.884285569190979,5.263782501220703,-0.35423106602871846,-0.10120055222796509,-0.08323853035694154,-0.06118546545632835
sidhu,clip-vit-b32,abstract,liking,within,1,bradley_terry,4,0,140,20,78,560,80,780,16,0.45897435897435895,1.7957794666290283,4.663180351257324,-0.1997120486433852,-0.23454456668878265,-0.16666891350358098,-0.12058188221510324
sidhu,clip-vit-b32,abstract,liking,within,1,bradley_terry,5,0,140,20,78,700,100,780,16,0.5038461538461538,1.8407022953033447,4.9421234130859375,-0.27147668751542064,-0.05289181219995953,-0.006714847639427521,-0.0032202876555962293
sidhu,clip-vit-b32,abstract,liking,within,1,bradley_terry,6,0,140,20,78,840,100,780,16,0.48717948717948717,1.8128420114517212,4.794579982757568,-0.23351769931570687,-0.10387233043002198,-0.08007935441991564,-0.054029270666114515
sidhu,clip-vit-b32,abstract,liking,within,1,bradley_terry,7,0,140,20,78,980,100,780,16,0.47692307692307695,1.8106262683868408,4.774118423461914,-0.2282534634143436,-0.10277959060840658,-0.08493962509226317,-0.056176129103178665
sidhu,clip-vit-b32,abstract,liking,within,1,bradley_terry,8,0,140,20,78,1120,100,780,17,0.46153846153846156,1.8031127452850342,4.722524166107178,-0.2149797686926196,-0.13048013857587648,-0.10050528142975516,-0.06476356285143527
sidhu,clip-vit-b32,abstract,liking,within,1,bradley_terry,9,0,140,20,78,1260,100,780,16,0.4282051282051282,1.809820532798767,4.804752826690674,-0.2361348138857613,-0.17503438097628532,-0.16816536526322487,-0.12487559908923154
sidhu,clip-vit-b32,abstract,liking,within,1,bradley_terry,10,0,140,20,78,1400,100,780,16,0.44358974358974357,2.0647730827331543,6.486764907836914,-0.668871675594999,-0.1797148623081739,-0.1742918643475787,-0.11915064325706047
sidhu,clip-vit-b32,abstract,liking,within,1,regression,,1,140,20,78,0,0,780,57,0.5358974358974359,1.9869866371154785,6.318027019500732,-0.8076974067242109,0.11983236092783045,0.1386779371853749,0.09760610391933053
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,1,1,140,20,78,140,20,780,16,0.5115384615384615,1.7078933715820312,4.005753993988037,-0.14611592889238834,0.0331353030687751,0.048770371703168426,0.03731998091033226
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,2,1,140,20,78,280,40,780,17,0.5269230769230769,1.5863839387893677,3.6331634521484375,-0.03951137605878352,0.012079761356289964,0.0754480724010938,0.053109203603165143
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,3,1,140,20,78,420,60,780,16,0.48205128205128206,1.6280908584594727,3.7633259296417236,-0.07675308648543311,-0.040686687134439126,-0.010630096773537236,-0.0014353838811666253
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,4,1,140,20,78,560,80,780,16,0.532051282051282,1.5794181823730469,3.661249876022339,-0.04754733326937588,0.039864870414021425,0.09783531235307341,0.06961611823658133
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,5,1,140,20,78,700,100,780,16,0.46153846153846156,1.6000434160232544,3.694814920425415,-0.057150722272268695,-0.13975492215831764,-0.10266368161045118,-0.06889842629599803
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,6,1,140,20,78,840,100,780,16,0.5384615384615384,1.5990651845932007,3.6235530376434326,-0.03676141493251883,0.10547349911212223,0.13479731149575833,0.09832379585991384
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,7,1,140,20,78,980,100,780,16,0.5115384615384615,1.5610378980636597,3.754202127456665,-0.07414254878869686,-0.003558963795512682,0.017725366186235582,0.006459227465249814
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,8,1,140,20,78,1120,100,780,16,0.5474358974358975,1.6600421667099,3.8776066303253174,-0.10945057842506745,0.07557064689171966,0.09850129431960827,0.0681807343554147
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,9,1,140,20,78,1260,100,780,16,0.5615384615384615,1.5791875123977661,3.6217546463012695,-0.03624696567790342,0.09214531906127377,0.114215907260729,0.08109918928591434
sidhu,clip-vit-b32,abstract,liking,within,1,hinge,10,1,140,20,78,1400,100,780,16,0.591025641025641,1.5855191946029663,3.7353124618530273,-0.06873771693252073,0.14954109206519206,0.18798621739997534,0.13492608482966278
sidhu,clip-vit-b32,abstract,liking,within,1,bradley_terry,1,1,140,20,78,140,20,780,16,0.5064102564102564,1.649794578552246,3.8028178215026855,-0.08805231128490698,0.049288803958916105,0.052036244808291304,0.0394730567320822
sidhu,clip-vit-b32,abstract,liking,within,1,bradley_terry,2,1,140,20,78,280,40,780,16,0.5128205128205128,1.572265863418579,3.6122984886169434,-0.03354132076331373,0.019582080993131967,0.06863456458962174,0.04593228419733201
