dataset,representation,category,target,mode,rater,objective,N,seed,train_examples,validation_examples,test_examples,train_pairs,validation_pairs,test_pairs,epochs_trained,pair_accuracy,mae,mse,r2,pearson,spearman,kendall
sidhu,clip-vit-b32,representational,beauty,within,1,regression,,0,140,20,76,0,0,760,42,0.5671052631578948,2.1189558506011963,6.476531028747559,-0.5093787109947596,0.16183643379781643,0.1873673152117466,0.14381462794893166
sidhu,clip-vit-b32,representational,beauty,within,1,hinge,1,0,140,20,76,140,20,760,19,0.5631578947368421,1.8418258428573608,4.345777988433838,-0.012799071960128305,0.1804723033492337,0.19926078896454025,0.1346835404601106
sidhu,clip-vit-b32,representational,beauty,within,1,hinge,2,0,140,20,76,280,40,760,17,0.6342105263157894,1.8319497108459473,4.305976867675781,-0.003523317522964753,0.2577034639798512,0.2969343808807148,0.21610240390209837
sidhu,clip-vit-b32,representational,beauty,within,1,hinge,3,0,140,20,76,420,60,760,31,0.5684210526315789,1.7244682312011719,4.019748687744141,0.0631832334422755,0.2705293003709812,0.21598381798684632,0.15066294356554746
sidhu,clip-vit-b32,representational,beauty,within,1,hinge,4,0,140,20,76,560,80,760,19,0.6407894736842106,1.6459696292877197,3.653728723526001,0.14848539696504437,0.43261734824773157,0.3713900246190319,0.27545447257943523
sidhu,clip-vit-b32,representational,beauty,within,1,hinge,5,0,140,20,76,700,100,760,17,0.6065789473684211,1.7802246809005737,4.165711402893066,0.02916602703392468,0.25167576115018164,0.24176920215568007,0.17425158624500184
sidhu,clip-vit-b32,representational,beauty,within,1,hinge,6,0,140,20,76,840,100,760,16,0.6197368421052631,1.7755696773529053,4.136589050292969,0.03595317378309415,0.2556203335934697,0.27837945158376604,0.201644848711465
sidhu,clip-vit-b32,representational,beauty,within,1,hinge,7,0,140,20,76,980,100,760,16,0.6421052631578947,1.7632120847702026,4.082164287567139,0.04863709541542094,0.27534978370022145,0.2810301557690444,0.21686332785950013
sidhu,clip-vit-b32,representational,beauty,within,1,hinge,8,0,140,20,76,1120,100,760,16,0.6263157894736842,1.5725376605987549,3.622878313064575,0.15567517420878063,0.39799768953298553,0.3537510454594045,0.26023599343140014
sidhu,clip-vit-b32,representational,beauty,within,1,hinge,9,0,140,20,76,1260,100,760,16,0.6052631578947368,1.7684253454208374,4.087502956390381,0.047392853632890475,0.3461687913413698,0.3044840304974239,0.22142887160391064
