dataset,representation,category,target,mode,rater,objective,N,seed,train_examples,validation_examples,test_examples,train_pairs,validation_pairs,test_pairs,epochs_trained,pair_accuracy,mae,mse,r2,pearson,spearman,kendall
sidhu,clip-vit-b32,abstract,beauty,within,5,regression,,0,140,20,78,0,0,780,48,0.6730769230769231,1.718300700187683,4.16335391998291,0.14382817913296542,0.4566749462446751,0.4494244232369622,0.31513472141393906
sidhu,clip-vit-b32,abstract,beauty,within,5,hinge,1,0,140,20,78,140,20,780,16,0.5948717948717949,1.8566045761108398,4.849082946777344,0.0028114297764274543,0.29344342401600443,0.2624300458559397,0.18505630732973619
sidhu,clip-vit-b32,abstract,beauty,within,5,hinge,2,0,140,20,78,280,40,780,24,0.6564102564102564,1.7122327089309692,4.270582675933838,0.12177713020815784,0.44328132474220183,0.4205900388360387,0.3000427507190868
sidhu,clip-vit-b32,abstract,beauty,within,5,hinge,3,0,140,20,78,420,60,780,16,0.6602564102564102,1.720388412475586,4.3765153884887695,0.09999251991302904,0.39885969330498483,0.3871313928763709,0.27273347041411605
sidhu,clip-vit-b32,abstract,beauty,within,5,hinge,4,0,140,20,78,560,80,780,20,0.6756410256410257,1.6372885704040527,3.8415064811706543,0.21001440127089166,0.4972903422676609,0.47066272147629196,0.33310135319352513
sidhu,clip-vit-b32,abstract,beauty,within,5,hinge,5,0,140,20,78,700,100,780,16,0.6884615384615385,1.6078641414642334,3.981266498565674,0.18127347031126895,0.5107020491996082,0.47084205571956733,0.3417253364477264
sidhu,clip-vit-b32,abstract,beauty,within,5,hinge,6,0,140,20,78,840,100,780,17,0.6128205128205129,1.7077139616012573,4.2826032638549805,0.11930518608558227,0.42045072449036525,0.3502653962944704,0.24039353321086115
sidhu,clip-vit-b32,abstract,beauty,within,5,hinge,7,0,140,20,78,980,100,780,16,0.6961538461538461,1.6556671857833862,4.111424922943115,0.15450712868890326,0.5084606606324087,0.4917729238275679,0.3625666293120462
sidhu,clip-vit-b32,abstract,beauty,within,5,hinge,8,0,140,20,78,1120,100,780,21,0.6423076923076924,1.7396639585494995,4.388440132141113,0.09754036292599422,0.41022509562026244,0.37000497264357,0.26482815243109814
sidhu,clip-vit-b32,abstract,beauty,within,5,hinge,9,0,140,20,78,1260,100,780,17,0.7294871794871794,1.5670764446258545,3.7254858016967773,0.23387330173508147,0.5489651461393805,0.5589592171118165,0.40568654558305267
sidhu,clip-vit-b32,abstract,beauty,within,5,hinge,10,0,140,20,78,1400,100,780,16,0.6653846153846154,1.6453133821487427,4.022314548492432,0.17283207609631646,0.44117855043077725,0.40484705419421957,0.2849507800242345
sidhu,clip-vit-b32,abstract,beauty,within,5,bradley_terry,1,0,140,20,78,140,20,780,16,0.5987179487179487,1.8476979732513428,4.856940269470215,0.0011958725584679808,0.3134012278460432,0.2624172362671343,0.1785883198890852
sidhu,clip-vit-b32,abstract,beauty,within,5,bradley_terry,2,0,140,20,78,280,40,780,20,0.7064102564102565,1.6515456438064575,3.985485076904297,0.18040589978239918,0.551850017635843,0.5262179081252504,0.3913132401593839
sidhu,clip-vit-b32,abstract,beauty,within,5,bradley_terry,3,0,140,20,78,420,60,780,16,0.6641025641025641,1.7054733037948608,4.355893611907959,0.10423329990825547,0.4206549723749049,0.4077932596194582,0.27848279258358355
sidhu,clip-vit-b32,abstract,beauty,within,5,bradley_terry,4,0,140,20,78,560,80,780,17,0.6871794871794872,1.6527847051620483,3.9180500507354736,0.1942734844702173,0.4862071478710277,0.46058157508645325,0.3230400393969569
sidhu,clip-vit-b32,abstract,beauty,within,5,bradley_terry,5,0,140,20,78,700,100,780,16,0.676923076923077,1.672398328781128,4.358246803283691,0.103749410832912,0.480987366692716,0.4568283655664752,0.33022669210879135
sidhu,clip-vit-b32,abstract,beauty,within,5,bradley_terry,6,0,140,20,78,840,100,780,17,0.632051282051282,1.7421175241470337,4.4703545570373535,0.08069497761263011,0.4308948049583705,0.37304084519044645,0.25836016499044717
sidhu,clip-vit-b32,abstract,beauty,within,5,bradley_terry,7,0,140,20,78,980,100,780,16,0.6807692307692308,1.6601406335830688,4.027694225311279,0.17172588047543758,0.48973265631502727,0.4464910274005288,0.31585338668512253
sidhu,clip-vit-b32,abstract,beauty,within,5,bradley_terry,8,0,140,20,78,1120,100,780,16,0.6987179487179487,1.6018515825271606,3.7194981575012207,0.2351048610711327,0.5307686952082804,0.5045056551001212,0.36544129039677997
sidhu,clip-vit-b32,abstract,beauty,within,5,bradley_terry,9,0,140,20,78,1260,100,780,16,0.7141025641025641,1.6057689189910889,3.9578144550323486,0.18609618299635333,0.5249043327494292,0.5326867504719701,0.3920319054305673
sidhu,clip-vit-b32,abstract,beauty,within,5,bradley_terry,10,0,140,20,78,1400,100,780,16,0.6615384615384615,1.6729614734649658,4.050408840179443,0.16705469031496234,0.4579242002710089,0.42866007978343174,0.30579207288855437
sidhu,clip-vit-b32,abstract,beauty,within,5,regression,,1,140,20,78,0,0,780,65,0.6384615384615384,1.5715820789337158,3.8633899688720703,0.07362696720804096,0.4149713474234886,0.4049467113057031,0.305904833668868
sidhu,clip-vit-b32,abstract,beauty,within,5,hinge,1,1,140,20,78,140,20,780,16,0.5269230769230769,1.8101681470870972,4.57887601852417,-0.09793405064664173,0.024586778870798298,0.032414200689659216,0.01981715648031536
sidhu,clip-vit-b32,abstract,beauty,within,5,hinge,2,1,140,20,78,280,40,780,16,0.6307692307692307,1.6771477460861206,3.9007153511047363,0.06467695194285605,0.289941941278812,0.3240009640929584,0.24248993293185883
sidhu,clip-vit-b32,abstract,beauty,within,5,hinge,3,1,140,20,78,420,60,780,16,0.6205128205128205,1.7386358976364136,3.956909656524658,0.05120261475892862,0.3318118340894216,0.3337713837628635,0.24032806131582443
