dataset,representation,category,target,mode,rater,objective,N,seed,train_examples,validation_examples,test_examples,train_pairs,validation_pairs,test_pairs,epochs_trained,pair_accuracy,mae,mse,r2,pearson,spearman,kendall
sidhu,clip-vit-b32,representational,beauty,cross,5,regression,,0,140,20,76,0,0,760,74,0.7710526315789473,1.3174761533737183,2.824721097946167,0.15287698715524434,0.6331105254721479,0.6197373837273085,0.47873636464693503
sidhu,clip-vit-b32,representational,beauty,cross,5,hinge,1,0,140,20,76,140,20,760,16,0.6342105263157894,1.533276081085205,3.4087202548980713,-0.022262164914252258,0.38589397177565843,0.3674117786994606,0.27421291772498496
sidhu,clip-vit-b32,representational,beauty,cross,5,hinge,2,0,140,20,76,280,40,760,23,0.7907894736842105,1.2911275625228882,2.5816657543182373,0.2257683895515734,0.6605392259807559,0.6884540199077962,0.5408508929713791
sidhu,clip-vit-b32,representational,beauty,cross,5,hinge,3,0,140,20,76,420,60,760,33,0.743421052631579,1.617862582206726,4.265405178070068,-0.27917873012117966,0.5628188570881321,0.5658634301955177,0.42874174428823614
sidhu,clip-vit-b32,representational,beauty,cross,5,hinge,4,0,140,20,76,560,80,760,18,0.7302631578947368,1.393594741821289,2.991088390350342,0.1029840775404508,0.5864913322511711,0.5963380052979261,0.45676903145902187
sidhu,clip-vit-b32,representational,beauty,cross,5,hinge,5,0,140,20,76,700,100,760,16,0.7473684210526316,1.4166795015335083,3.0126519203186035,0.09651726182901732,0.5985810287838831,0.590633541444136,0.44237664074969946
sidhu,clip-vit-b32,representational,beauty,cross,5,hinge,6,0,140,20,76,840,100,760,16,0.75,1.3993194103240967,3.025240659713745,0.09274207062176931,0.6332842877127405,0.6094638104760649,0.46964643367262615
sidhu,clip-vit-b32,representational,beauty,cross,5,hinge,7,0,140,20,76,980,100,760,16,0.7447368421052631,1.4007362127304077,2.991652011871338,0.10281505246406275,0.614840844515129,0.6352169725344383,0.49918870933913007
sidhu,clip-vit-b32,representational,beauty,cross,5,hinge,8,0,140,20,76,1120,100,760,16,0.756578947368421,1.3963743448257446,2.90761137008667,0.128018597393884,0.6192264031178638,0.5909243029512466,0.4643439739376126
sidhu,clip-vit-b32,representational,beauty,cross,5,hinge,9,0,140,20,76,1260,100,760,17,0.7368421052631579,1.441758394241333,3.0935568809509277,0.07225416612082391,0.5984845382772619,0.5994948445179848,0.4507090774761493
sidhu,clip-vit-b32,representational,beauty,cross,5,hinge,10,0,140,20,76,1400,100,760,16,0.7473684210526316,1.366593360900879,2.8583292961120605,0.14279801107991164,0.6488516333993175,0.6482873945683655,0.498431215091271
sidhu,clip-vit-b32,representational,beauty,cross,5,bradley_terry,1,0,140,20,76,140,20,760,16,0.6105263157894737,1.546755075454712,3.499502182006836,-0.04948715116062097,0.3527980282815406,0.3222883619530956,0.2370956995798903
sidhu,clip-vit-b32,representational,beauty,cross,5,bradley_terry,2,0,140,20,76,280,40,760,16,0.7328947368421053,1.4143975973129272,3.051121950149536,0.08498030175429394,0.6148516835673945,0.5858428994698365,0.4507090774761493
sidhu,clip-vit-b32,representational,beauty,cross,5,bradley_terry,3,0,140,20,76,420,60,760,19,0.7592105263157894,1.50196373462677,3.409853935241699,-0.02260211460268291,0.610051138104609,0.6010594183419613,0.4597990084504582
sidhu,clip-vit-b32,representational,beauty,cross,5,bradley_terry,4,0,140,20,76,560,80,760,16,0.7171052631578947,1.4311580657958984,3.1732611656188965,0.04835122026629368,0.5782543245222769,0.5763585360236075,0.43934666375826315
sidhu,clip-vit-b32,representational,beauty,cross,5,bradley_terry,5,0,140,20,76,700,100,760,16,0.7657894736842106,1.3938817977905273,2.9144365787506104,0.12597172558625513,0.616247072146507,0.6092699694713244,0.4673739509290489
sidhu,clip-vit-b32,representational,beauty,cross,5,bradley_terry,6,0,140,20,76,840,100,760,16,0.7473684210526316,1.3697277307510376,2.9154977798461914,0.1256533448859949,0.6196529565204401,0.5997579144529898,0.4651014681854717
sidhu,clip-vit-b32,representational,beauty,cross,5,bradley_terry,7,0,140,20,76,980,100,760,16,0.7381578947368421,1.4125992059707642,3.0969715118408203,0.07123018455105967,0.5939380145682662,0.5994256155877203,0.468888939424767
sidhu,clip-vit-b32,representational,beauty,cross,5,bradley_terry,8,0,140,20,76,1120,100,760,16,0.7776315789473685,1.3789842128753662,2.889035701751709,0.13358934212351792,0.6519214378349716,0.6400629976529494,0.5044911690741436
sidhu,clip-vit-b32,representational,beauty,cross,5,bradley_terry,9,0,140,20,76,1260,100,760,16,0.7552631578947369,1.451756238937378,3.1598846912384033,0.052362685739105186,0.6156645141763875,0.617563595317005,0.4757063876554987
sidhu,clip-vit-b32,representational,beauty,cross,5,bradley_terry,10,0,140,20,76,1400,100,760,16,0.756578947368421,1.2944303750991821,2.5497915744781494,0.2353272914424298,0.6621154008971644,0.6581455942380224,0.5075211460655799
sidhu,clip-vit-b32,representational,beauty,cross,5,regression,,1,140,20,76,0,0,760,80,0.7065789473684211,1.5257313251495361,3.4179563522338867,0.06572719653315551,0.501813258495531,0.5380492202922432,0.39109222967199625
