Metric,Value
R2 Score,-0.04799696309261403
Adjusted R2 Score,-0.33910723061834
Mean Absolute Error,1.4183959808755429
Mean Squared Error,3.506923291616389
Pearson Correlation,0.27205053765818205
Spearman Correlation,0.24424666910200823
