Painting,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,Average
0,2,4,6,2,2,7,4,4,1,2,4,3,6,3,5,2,2,2,4,4,7,5,1,2,3,1,3,1,6,6,3,4,6,6,1,6,9,1,8,1,4,2,3,2,1,4,1,3.5319148936170213
1,1,7,6,1,4,8,3,2,5,4,4,2,5,5,7,3,8,6,3,4,3,3,5,3,4,1,1,3,3,1,4,2,2,2,8,2,9,8,4,2,3,2,3,5,4,7,2,3.9148936170212765
2,1,3,7,1,7,3,4,1,1,3,3,1,4,2,5,2,5,3,3,3,3,3,1,6,1,1,1,1,9,7,4,6,1,1,9,1,9,9,5,1,1,2,2,3,5,4,1,3.382978723404255
3,2,3,3,3,6,4,7,2,1,4,3,1,3,4,5,1,8,5,3,5,2,3,2,3,2,1,1,1,4,5,4,3,2,1,9,5,9,9,3,1,4,2,4,2,9,6,3,3.6808510638297873
4,2,5,7,2,4,7,1,1,1,4,6,1,4,2,5,2,2,2,3,1,3,1,3,2,4,1,1,1,4,5,3,3,2,1,9,6,9,1,1,6,1,1,2,3,7,2,1,3.0851063829787235
5,2,7,5,2,7,4,3,2,1,3,4,1,8,3,6,2,6,1,4,5,4,3,2,2,4,1,2,1,3,7,2,7,2,3,9,2,9,1,5,1,5,1,1,3,6,1,1,3.4893617021276597
6,1,8,5,1,5,5,5,1,2,5,3,1,1,4,5,1,1,2,2,5,3,3,3,6,4,1,1,1,6,5,2,5,1,3,9,3,9,9,1,2,1,1,2,2,7,6,2,3.425531914893617
7,1,6,5,1,4,2,2,1,1,8,3,3,5,1,7,3,5,3,2,3,8,6,1,1,1,1,1,2,6,1,3,2,1,1,9,2,9,9,1,4,4,2,2,3,5,6,1,3.3617021276595747
8,2,4,5,3,7,5,3,1,1,7,5,3,1,2,7,1,1,3,2,3,4,5,1,6,5,8,3,2,2,4,5,4,3,1,1,4,7,1,2,2,2,2,2,3,6,4,1,3.3191489361702127
9,1,6,6,2,5,7,3,1,1,8,2,2,7,3,8,2,1,3,2,5,4,3,1,1,2,1,5,2,2,5,3,6,4,1,9,2,9,8,2,1,4,3,1,2,6,1,1,3.4893617021276597
10,2,2,6,6,8,7,4,4,1,8,2,4,9,6,5,1,5,3,3,2,5,4,7,2,2,1,1,1,6,4,3,3,1,1,9,3,9,9,1,6,2,6,5,3,3,3,1,4.0212765957446805
11,6,5,5,1,3,9,5,3,4,7,2,3,4,5,5,2,2,3,5,8,3,8,4,1,5,2,7,1,3,5,3,5,2,1,4,6,9,9,3,3,3,8,5,5,4,5,1,4.297872340425532
12,5,4,5,6,8,2,6,1,3,4,8,2,7,5,5,2,7,5,5,4,5,3,3,5,3,2,5,2,5,7,4,5,4,2,1,8,9,7,2,5,5,2,2,4,6,2,3,4.361702127659575
13,9,5,5,2,5,9,7,4,4,4,7,2,4,5,4,5,8,6,3,5,8,1,5,5,1,1,8,1,7,3,6,1,5,1,9,1,9,1,9,1,7,2,2,2,8,8,1,4.595744680851064
14,1,6,5,4,5,2,4,1,1,6,8,2,1,7,6,6,6,6,4,4,4,3,3,5,2,2,6,1,3,1,4,2,2,4,9,8,9,6,2,1,1,1,2,6,6,1,1,3.8297872340425534
15,5,6,6,8,4,1,5,5,1,5,5,2,1,8,5,4,5,5,5,5,4,3,7,2,7,2,8,1,4,4,3,5,5,8,8,3,9,1,6,1,5,1,4,5,7,6,2,4.51063829787234
16,6,4,5,3,6,4,6,1,1,4,6,1,1,9,5,3,9,6,4,4,3,2,7,2,4,7,6,1,2,2,3,2,4,7,9,8,9,7,6,1,6,2,2,4,7,3,1,4.361702127659575
17,7,7,5,1,5,2,4,2,1,7,2,2,1,5,5,3,5,5,2,3,2,4,7,2,3,1,5,1,4,3,3,2,3,7,9,8,9,1,2,1,4,2,4,4,5,2,2,3.702127659574468
18,6,6,4,4,3,1,3,2,1,4,6,2,1,5,5,5,8,6,5,5,4,4,7,2,6,1,7,1,1,4,4,5,1,7,8,1,9,1,7,1,5,1,2,5,7,4,1,4.0
19,4,5,7,8,7,2,3,5,2,2,5,2,6,4,5,5,6,6,5,4,3,2,7,3,5,8,6,1,4,4,2,6,6,6,5,7,9,1,6,2,3,3,5,4,5,8,2,4.595744680851064
20,6,4,6,6,7,2,3,1,2,8,3,2,9,3,8,1,3,4,2,3,8,3,2,3,1,3,1,1,2,3,3,1,2,1,9,3,9,3,3,3,5,2,1,5,6,5,2,3.6808510638297873
21,8,3,6,5,6,6,9,1,1,4,6,3,5,5,4,2,8,5,5,4,5,6,6,5,5,2,5,1,6,4,4,4,4,2,9,2,7,8,8,6,8,2,3,2,5,5,3,4.74468085106383
22,1,5,8,4,4,1,4,1,1,4,1,6,1,2,6,3,8,5,3,1,3,2,1,2,4,2,2,1,2,1,3,6,3,1,8,3,9,9,9,1,1,3,3,6,6,4,2,3.5319148936170213
23,1,5,5,2,9,7,6,1,1,6,2,7,4,7,6,5,8,5,4,3,2,6,6,3,8,1,8,4,1,1,4,3,1,5,9,2,9,4,2,1,4,1,7,2,7,3,1,4.23404255319149
24,1,4,4,3,9,4,7,3,1,5,1,3,5,4,5,4,3,2,1,5,4,4,6,2,7,2,7,1,4,4,1,6,2,3,9,7,9,9,1,1,3,1,3,2,5,1,3,3.851063829787234
25,3,5,6,3,8,1,3,1,1,8,2,6,6,5,2,2,4,2,4,3,6,7,2,1,8,1,7,2,4,2,1,3,3,4,9,7,5,9,2,6,1,2,6,2,6,2,3,3.9574468085106385
26,3,4,5,1,3,1,2,1,1,8,5,6,8,2,6,3,8,7,6,5,5,4,7,2,3,1,5,4,9,7,3,2,5,1,9,7,9,9,2,7,7,5,6,5,1,5,3,4.638297872340425
27,2,3,6,5,8,9,2,2,1,4,6,3,7,2,6,2,2,3,5,6,5,5,7,5,5,1,1,1,1,4,4,6,2,1,9,4,4,4,7,1,5,1,2,2,5,4,1,3.851063829787234
28,3,5,3,3,8,6,4,2,1,5,5,1,3,5,5,4,6,6,5,2,3,5,2,3,4,7,7,1,4,6,4,3,3,1,9,7,9,6,2,4,6,4,2,4,3,5,2,4.212765957446808
29,6,5,5,3,5,7,9,1,1,8,6,3,4,3,5,1,4,6,3,3,4,4,3,4,3,2,5,6,6,4,4,6,6,3,6,6,9,1,6,1,1,3,6,6,5,3,1,4.297872340425532
30,7,8,5,4,6,7,9,4,1,5,5,6,9,7,6,2,8,7,7,3,8,2,4,7,6,4,3,5,6,5,5,4,2,2,7,2,9,7,3,7,8,3,7,7,7,5,2,5.382978723404255
31,7,3,5,6,7,7,5,1,1,4,3,3,1,5,5,2,2,5,4,3,3,5,3,4,3,2,8,1,6,4,3,4,3,1,1,6,9,2,7,5,5,2,4,3,8,3,3,3.978723404255319
32,1,7,4,7,5,5,2,1,1,6,4,3,1,3,7,1,8,6,5,7,4,4,2,1,2,1,6,6,6,4,5,4,5,1,1,4,9,1,7,7,3,6,6,4,6,4,1,4.127659574468085
33,7,5,6,2,9,6,9,1,9,6,6,3,5,2,6,1,8,5,3,7,5,6,2,3,6,1,5,5,3,1,3,4,2,1,9,3,9,9,7,5,6,1,3,5,6,1,1,4.638297872340425
34,7,5,7,3,8,4,9,1,1,3,7,3,3,7,4,3,5,6,5,4,3,3,2,6,1,2,6,1,4,4,4,3,3,1,6,7,9,6,1,7,3,7,2,9,6,1,2,4.340425531914893
35,5,4,5,5,6,9,1,2,1,8,5,3,1,3,6,5,2,4,3,5,4,3,4,5,3,2,7,3,2,4,6,4,3,1,7,3,9,2,8,6,4,6,1,4,9,2,1,4.170212765957447
36,7,5,6,6,6,7,3,1,1,7,5,5,1,7,5,5,3,3,4,5,5,4,6,4,5,4,7,3,4,8,4,6,6,5,9,2,9,1,9,1,5,6,3,3,6,4,1,4.723404255319149
