Painting,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,Average
37,8,6,5,3,7,3,9,2,1,4,4,3,2,4,5,7,6,6,6,3,3,2,6,5,5,6,1,1,2,1,2,4,6,2,1,3,9,1,5,2,2,3,3,4,8,3,2,3.9574468085106385
38,7,5,5,5,5,6,7,1,1,8,6,2,8,5,6,2,9,4,1,5,7,6,4,6,1,1,2,2,6,6,4,4,5,2,2,2,9,8,2,2,2,2,2,5,8,2,3,4.319148936170213
39,7,6,7,2,9,4,9,1,1,7,7,3,7,5,6,2,8,6,4,2,3,5,3,5,6,1,8,5,6,2,6,3,6,1,9,2,9,1,8,1,9,2,2,6,6,5,3,4.808510638297872
40,7,3,4,5,8,8,1,1,1,4,4,2,5,6,5,5,2,5,6,7,5,3,7,7,7,6,7,5,5,4,3,8,7,5,5,8,9,1,9,6,6,3,4,5,7,6,2,5.085106382978723
41,1,5,5,2,4,2,8,1,1,6,7,4,1,7,4,2,2,4,2,2,3,1,3,2,5,2,3,1,1,2,4,5,3,1,7,3,9,3,8,3,1,2,1,2,5,1,1,3.234042553191489
42,8,5,5,2,8,9,5,1,2,6,5,2,8,5,6,2,3,6,6,4,3,6,5,8,6,6,1,6,2,8,4,4,6,3,1,6,9,2,8,2,5,2,2,6,6,4,2,4.702127659574468
43,3,5,4,6,6,4,4,2,1,4,4,3,2,5,7,5,8,5,4,6,6,5,3,3,3,1,3,1,5,2,5,3,2,1,9,2,9,6,3,1,6,3,3,3,8,2,2,4.0
44,3,3,6,4,6,2,3,4,1,3,8,1,4,4,5,1,1,3,3,5,3,3,3,6,3,6,1,1,3,5,3,6,3,3,1,7,9,6,3,3,5,4,2,3,7,3,2,3.702127659574468
45,2,4,6,4,4,4,1,1,1,4,2,1,5,2,5,2,1,3,1,6,3,3,3,4,3,2,3,1,3,3,3,4,2,1,9,4,9,7,6,2,3,3,2,3,4,2,1,3.234042553191489
46,3,6,6,3,6,4,4,2,1,1,4,2,9,2,6,1,1,5,4,7,3,1,4,1,3,2,8,1,3,3,4,6,2,1,9,3,9,8,2,6,1,3,2,5,5,3,1,3.74468085106383
47,3,6,5,2,8,2,6,1,1,4,4,5,7,7,5,2,5,7,3,1,4,4,4,2,4,1,7,7,4,2,3,2,2,1,9,2,9,9,4,6,4,2,2,6,7,6,1,4.212765957446808
48,6,5,7,2,6,4,5,7,1,7,9,3,7,3,7,3,6,5,4,5,8,3,2,6,1,1,9,6,7,5,4,4,3,1,9,2,9,9,3,8,6,5,3,9,6,6,2,5.085106382978723
49,3,6,7,4,7,7,3,2,1,2,7,2,1,9,6,2,7,6,5,4,3,4,5,3,6,8,5,1,8,3,3,4,2,1,9,7,9,2,7,2,2,2,5,7,4,6,2,4.48936170212766
50,1,4,6,5,8,7,7,1,2,3,3,2,1,4,7,2,2,4,5,6,3,3,7,3,2,1,8,1,6,3,2,4,3,4,9,3,9,2,5,5,3,3,3,1,2,1,1,3.765957446808511
51,3,5,5,4,2,5,4,1,2,4,4,2,6,5,6,4,2,4,6,2,3,5,3,5,3,2,1,2,2,7,3,3,6,1,6,3,9,1,6,2,2,2,3,4,4,6,2,3.6595744680851063
52,1,6,4,5,6,6,3,1,6,8,2,3,8,8,6,2,1,3,5,3,2,3,3,5,5,1,7,3,1,4,1,5,3,1,9,2,9,9,5,2,2,4,4,2,7,5,2,4.1063829787234045
53,3,4,8,3,7,3,4,1,1,5,2,2,5,4,5,3,5,3,5,2,3,2,6,1,7,1,1,1,6,1,2,6,1,1,9,6,9,9,1,2,4,2,2,1,5,2,1,3.5531914893617023
54,1,7,6,3,2,4,1,1,1,5,5,1,5,2,5,1,1,2,3,6,4,5,6,4,5,2,1,1,2,2,3,6,2,1,9,7,9,6,2,1,3,5,2,3,6,5,1,3.5106382978723403
55,4,5,5,2,2,7,3,1,1,2,4,4,7,5,6,1,4,5,4,3,5,3,7,3,3,1,5,1,4,1,5,6,3,2,1,3,9,8,3,1,2,3,2,5,4,3,2,3.617021276595745
56,8,7,4,3,7,8,8,1,6,7,7,5,5,5,6,2,5,6,5,2,5,2,6,7,6,2,8,3,8,7,4,3,6,1,4,5,9,1,3,7,9,5,3,9,7,1,2,5.1063829787234045
57,1,4,4,2,6,6,8,6,8,7,5,6,7,7,6,1,4,6,2,6,3,6,4,5,6,6,1,4,6,8,4,3,3,2,9,8,9,8,5,6,9,5,3,9,7,7,2,5.319148936170213
58,1,4,5,9,5,7,5,1,1,7,6,2,3,2,5,1,1,5,4,3,4,2,2,3,3,1,3,1,4,5,1,3,3,1,9,6,9,1,3,1,5,2,4,3,3,2,2,3.4680851063829787
59,3,3,5,1,8,6,3,1,2,3,4,2,4,3,6,2,8,5,6,2,4,4,2,5,6,1,6,2,4,8,4,5,6,1,8,7,9,2,7,1,5,2,2,5,6,5,2,4.170212765957447
60,1,4,5,4,4,1,3,1,1,5,1,1,1,8,6,1,5,1,1,5,4,1,2,3,2,2,3,3,1,4,4,8,1,1,9,5,4,9,6,1,3,1,5,1,7,1,2,3.234042553191489
61,1,5,5,1,3,2,9,4,1,4,5,2,2,5,6,3,6,3,3,5,2,4,1,2,6,1,3,1,3,3,2,4,3,5,9,8,9,7,3,1,3,1,6,2,5,6,1,3.74468085106383
62,1,3,6,1,7,2,4,1,1,1,3,1,2,5,5,6,2,1,1,2,2,3,7,1,3,1,7,1,2,5,4,5,2,4,9,6,9,1,1,1,4,2,4,2,6,1,1,3.1702127659574466
63,5,4,6,5,6,2,4,5,1,8,5,2,1,4,8,1,1,4,3,3,2,2,3,2,7,1,1,3,2,9,4,8,3,7,5,7,9,1,5,2,5,4,5,5,3,1,2,3.9574468085106385
64,1,5,5,4,5,2,2,1,1,4,1,1,6,7,4,4,1,3,1,3,4,3,7,2,1,2,5,1,2,1,3,6,3,1,9,2,9,7,3,2,1,1,5,1,8,1,2,3.25531914893617
65,3,4,4,6,6,4,5,2,1,6,7,2,7,3,5,4,8,2,3,1,4,3,2,2,2,2,2,1,5,5,3,3,1,4,9,2,9,6,2,1,9,2,2,2,5,1,1,3.6808510638297873
66,1,5,4,6,5,3,9,1,1,3,6,1,5,6,6,1,2,2,3,1,2,3,1,1,1,2,5,1,1,2,6,4,2,1,9,3,9,4,1,1,1,2,1,2,7,1,1,3.0851063829787235
67,1,4,5,1,4,7,9,7,1,3,1,1,5,3,3,4,7,2,3,5,5,1,2,3,4,2,5,1,1,3,5,6,1,6,9,4,9,8,1,1,4,3,2,2,8,1,1,3.702127659574468
68,5,2,5,4,5,8,5,1,1,2,4,2,6,4,5,2,2,5,3,5,2,3,3,5,2,1,4,1,4,5,4,4,4,1,9,3,7,6,6,1,5,3,2,3,5,2,2,3.6808510638297873
69,6,4,5,2,8,6,3,1,1,8,5,2,4,3,6,1,5,3,3,6,3,4,3,5,4,3,3,1,6,5,4,4,3,3,3,4,9,6,4,1,9,7,1,3,7,4,1,4.085106382978723
70,1,6,5,2,2,3,4,4,1,3,2,1,7,3,5,2,2,3,1,3,2,3,3,5,4,2,1,1,3,2,4,6,2,2,9,3,9,6,4,1,1,1,2,2,4,1,1,3.0638297872340425
71,1,6,5,3,8,4,4,6,1,7,7,2,1,7,6,3,2,2,2,1,6,2,3,5,2,1,1,1,3,2,4,6,2,2,9,7,9,2,3,1,1,1,3,3,6,1,2,3.5319148936170213
72,3,4,3,4,6,2,7,1,1,4,8,3,1,8,6,3,2,4,4,6,9,4,1,7,2,1,6,1,7,2,5,4,7,1,9,3,9,1,7,5,6,4,4,4,5,6,5,4.361702127659575
73,3,4,5,2,6,1,6,1,1,7,7,2,1,7,5,5,5,6,5,2,7,7,7,2,8,4,5,1,2,1,5,8,2,7,9,3,9,1,9,1,5,1,5,6,6,4,1,4.404255319148936
74,2,6,5,1,6,4,5,1,1,2,3,1,1,6,6,4,1,2,1,3,3,2,5,1,6,2,1,1,1,5,1,5,2,6,5,1,9,7,1,1,1,1,4,6,6,1,1,3.106382978723404
75,3,7,5,3,8,2,1,2,1,7,3,2,1,6,4,1,2,6,5,4,3,4,2,3,3,1,1,1,2,4,2,4,3,3,9,8,9,5,3,3,3,2,4,3,7,3,1,3.595744680851064
76,1,6,7,2,2,8,2,4,1,8,3,3,8,2,5,2,9,3,3,1,5,6,3,1,4,1,7,1,4,8,3,6,1,3,9,3,9,8,5,1,5,3,5,3,5,1,1,4.0638297872340425
77,2,7,2,4,7,1,3,1,1,7,3,2,9,3,5,2,2,1,1,4,3,6,6,1,7,2,3,1,1,5,4,2,2,4,3,6,9,1,1,1,1,1,3,1,1,1,1,3.0638297872340425
78,1,6,4,2,2,2,4,1,1,4,1,2,2,5,6,1,1,2,1,3,2,3,3,1,6,1,1,1,1,5,4,2,1,1,9,6,5,5,1,1,5,1,2,1,2,4,1,2.6808510638297873
79,2,3,7,6,2,6,5,8,1,7,7,1,6,5,6,1,2,3,6,4,5,6,6,6,7,1,3,3,5,8,5,6,5,9,5,6,9,6,3,6,3,1,5,3,5,6,1,4.723404255319149
80,6,4,6,8,4,8,5,4,3,7,6,3,8,5,5,5,7,7,5,6,7,7,4,5,3,2,8,2,8,8,5,7,9,4,5,3,9,3,5,8,5,7,4,4,4,8,3,5.51063829787234
81,8,6,3,2,6,7,4,1,1,7,8,4,1,6,5,3,5,5,4,3,3,4,4,6,7,7,5,5,4,4,6,4,5,1,1,6,9,1,7,5,6,2,4,5,5,1,1,4.404255319148936
82,9,6,5,3,4,6,8,1,2,8,8,3,4,8,6,5,2,5,6,8,4,4,6,4,6,1,7,4,9,5,4,6,6,6,6,6,9,1,8,6,3,4,5,6,6,8,3,5.319148936170213
83,8,5,5,2,8,5,9,3,2,9,4,3,9,8,8,2,5,7,5,6,3,6,7,2,4,1,2,4,7,7,6,6,7,3,2,7,9,8,6,8,9,9,6,6,6,6,2,5.574468085106383
84,8,5,4,5,7,4,3,6,6,8,5,3,4,7,7,5,1,8,5,8,3,6,4,4,7,1,6,7,5,4,5,3,5,1,9,7,9,2,7,8,6,2,7,6,5,4,6,5.276595744680851
85,6,5,5,7,7,6,8,1,1,7,5,2,5,4,6,4,8,5,5,5,5,4,4,5,3,8,7,6,4,5,4,5,7,1,1,8,9,8,6,5,2,7,5,4,7,3,2,5.042553191489362
86,2,7,7,4,9,2,9,2,6,6,3,3,5,9,6,3,4,7,2,6,2,2,4,1,5,1,7,7,4,2,3,6,2,1,9,6,9,9,1,2,2,3,3,2,5,5,1,4.382978723404255
87,9,5,6,4,6,5,9,1,1,7,6,5,1,6,5,3,6,4,7,8,6,2,3,6,3,4,6,5,6,5,4,4,7,2,5,3,9,5,8,9,9,3,3,6,7,4,1,5.085106382978723
88,5,5,6,5,5,4,3,1,3,8,8,4,9,5,5,2,7,5,6,8,7,4,7,5,8,8,8,3,6,8,5,4,6,5,6,6,9,4,8,6,5,8,5,6,7,6,1,5.638297872340425
89,9,5,5,9,4,9,7,6,5,6,7,3,5,5,9,2,1,7,6,5,7,3,4,8,4,2,7,7,8,7,4,6,6,5,9,4,6,1,7,8,9,7,2,7,6,4,2,5.638297872340425
90,7,7,3,6,9,6,6,1,1,8,7,3,5,8,6,3,7,6,4,5,6,1,3,5,5,2,7,8,8,6,5,5,6,1,9,3,9,6,5,7,6,2,2,9,8,7,4,5.382978723404255
91,3,5,6,2,8,1,8,1,1,5,4,2,9,5,7,3,1,6,5,5,5,6,6,3,6,1,7,2,3,7,3,4,4,1,9,8,9,6,3,1,5,4,6,2,6,7,2,4.531914893617022
92,5,4,5,2,6,3,3,1,1,3,4,2,1,4,6,5,5,6,2,2,3,4,2,5,7,1,2,4,2,5,4,5,3,2,1,3,4,1,9,2,3,2,5,7,6,6,2,3.617021276595745
93,2,4,5,5,8,6,4,6,1,3,7,2,5,5,5,3,2,6,5,7,3,4,3,4,6,7,5,1,5,5,3,3,6,2,9,7,9,3,8,6,2,2,5,5,6,7,1,4.638297872340425
94,1,4,6,2,6,7,1,1,1,8,3,3,7,3,6,2,1,5,4,5,2,3,7,5,4,1,3,4,7,2,3,6,3,1,9,2,9,8,1,6,1,1,3,4,5,1,6,3.893617021276596
95,2,5,4,2,8,2,6,9,4,7,5,3,7,8,6,3,6,8,6,5,7,6,7,2,4,1,7,2,8,2,3,5,5,7,9,8,9,7,8,3,3,6,6,8,3,7,2,5.340425531914893
96,7,5,6,5,8,4,4,4,6,5,7,3,7,5,6,2,7,6,6,4,4,6,2,5,6,2,2,6,6,4,3,6,6,8,9,7,9,1,6,5,5,6,3,5,7,3,4,5.170212765957447
97,8,4,6,3,9,5,9,1,1,7,6,3,7,8,5,3,2,6,5,3,5,3,7,5,6,2,3,6,7,5,3,5,5,2,9,4,9,6,8,2,2,5,3,5,7,6,2,4.957446808510638
98,8,6,6,2,7,7,9,1,3,7,6,2,5,8,5,2,8,6,7,1,3,6,7,7,7,7,3,2,7,7,4,5,9,5,1,3,9,1,8,4,4,5,4,5,5,3,4,5.127659574468085
99,2,3,5,2,6,4,7,3,3,8,3,1,8,8,5,3,1,5,6,2,4,4,7,5,7,2,9,3,7,5,3,4,3,6,9,7,9,7,3,5,5,5,6,4,8,7,2,4.914893617021277
100,7,4,4,6,9,5,4,1,7,6,6,4,9,3,8,2,9,6,5,6,8,6,4,3,5,2,9,4,3,3,4,5,2,4,9,7,9,9,3,6,7,1,3,6,9,1,1,5.191489361702128
101,7,5,5,7,5,3,6,3,1,4,5,3,5,4,5,3,6,6,5,1,5,5,6,2,5,1,2,1,6,6,3,5,6,3,1,7,8,1,7,1,2,4,3,9,7,3,2,4.25531914893617
102,8,7,5,3,7,8,9,1,9,8,8,7,6,5,9,3,5,8,3,6,7,3,8,7,6,1,6,9,7,2,5,2,2,1,9,6,9,8,5,8,8,6,1,6,5,4,2,5.702127659574468
103,9,5,5,9,8,9,3,4,8,8,8,5,8,8,6,6,2,8,5,6,9,6,5,7,7,6,7,7,7,5,5,5,6,8,9,3,9,9,5,6,6,8,5,6,8,2,1,6.319148936170213
104,9,6,8,6,7,9,9,3,8,9,8,4,9,5,7,2,2,6,4,8,9,3,7,7,6,2,4,4,5,5,6,6,3,1,1,1,9,7,9,7,9,9,1,6,6,9,3,5.829787234042553
105,9,8,6,2,2,6,7,1,3,8,4,5,1,6,6,3,1,6,4,3,7,6,7,5,5,3,5,5,6,6,5,5,5,2,7,7,9,1,3,7,5,2,6,9,6,5,6,5.0212765957446805
106,8,5,5,9,7,7,8,4,2,8,5,4,8,5,6,2,7,7,6,6,7,6,2,4,3,1,7,7,9,7,5,6,6,5,9,3,9,1,7,8,6,4,5,8,6,6,4,5.74468085106383
107,1,2,9,4,5,7,3,7,2,6,5,3,1,3,7,1,5,8,6,2,4,4,3,6,4,1,4,6,6,5,5,6,2,1,9,7,9,6,4,2,3,4,3,6,5,2,1,4.361702127659575
108,6,4,5,5,6,9,3,4,1,8,7,2,5,7,6,2,7,5,5,2,8,4,7,5,4,8,2,3,4,7,6,4,6,3,9,3,9,1,7,1,6,2,3,6,7,4,5,4.957446808510638
109,3,5,5,7,3,7,4,1,1,7,2,4,5,6,6,1,3,5,5,2,3,3,3,3,2,4,3,1,4,5,4,6,5,2,1,3,9,6,2,5,5,2,5,5,5,1,1,3.8297872340425534
110,9,4,6,8,7,9,7,3,1,7,9,3,2,4,6,1,2,6,5,5,3,3,6,6,3,2,6,6,3,1,6,5,6,1,9,2,9,4,7,4,1,4,2,6,8,2,1,4.680851063829787
111,7,5,6,2,8,8,4,1,2,6,7,2,4,7,5,4,2,6,6,7,3,5,7,5,7,9,5,5,5,5,5,4,7,6,1,3,9,1,8,1,6,2,6,7,7,3,2,4.957446808510638
112,3,3,4,1,8,6,9,2,1,6,4,3,1,7,6,3,8,3,5,3,6,7,7,3,8,6,3,1,6,3,3,7,3,3,1,7,9,2,6,2,7,7,7,4,6,2,1,4.531914893617022
113,9,5,5,9,5,9,2,1,4,6,8,2,5,8,6,4,6,6,5,6,4,6,8,6,6,1,7,5,5,8,7,4,8,1,4,4,9,1,5,2,9,3,3,6,6,2,5,5.23404255319149
114,9,6,5,9,6,9,4,6,6,6,6,3,1,6,6,1,6,6,5,5,3,6,6,3,2,2,1,7,7,6,4,6,6,2,1,7,9,2,5,1,1,3,3,4,7,1,2,4.638297872340425
115,7,3,6,8,6,8,4,5,2,7,5,4,9,5,6,3,5,7,6,6,8,6,4,8,7,9,6,7,7,7,4,7,7,5,1,3,9,1,8,7,5,8,6,7,8,4,1,5.787234042553192
116,5,5,5,9,3,9,1,6,1,6,6,6,9,7,6,4,2,7,6,5,8,6,7,6,5,1,3,7,8,6,4,6,7,1,4,2,9,1,3,6,9,3,6,6,3,3,5,5.170212765957447
117,1,6,6,8,5,8,2,1,1,2,5,3,3,4,5,1,1,6,3,3,3,4,2,1,1,1,5,3,3,4,3,5,5,1,7,7,9,2,6,7,5,6,3,2,7,6,1,3.893617021276596
118,3,2,3,1,9,2,4,6,1,7,8,7,7,2,5,4,4,6,3,2,8,3,6,4,3,3,1,4,6,5,4,6,3,9,1,3,9,8,3,4,5,2,7,6,7,7,2,4.574468085106383
119,2,5,4,2,7,4,7,1,1,8,8,2,5,7,6,1,4,3,5,4,3,4,3,5,6,2,1,4,3,5,3,4,5,2,6,6,9,8,4,1,9,3,2,3,7,3,1,4.212765957446808
120,1,4,6,2,2,3,6,1,1,3,4,2,8,3,5,1,5,6,4,4,4,3,3,1,1,1,1,1,4,5,2,4,3,1,9,2,9,2,4,2,1,4,1,5,5,1,2,3.234042553191489
121,9,6,5,6,7,9,5,1,6,6,7,2,9,8,7,6,8,6,8,6,4,6,2,6,7,9,9,3,7,8,5,6,8,6,1,3,8,5,7,5,5,2,6,3,9,6,2,5.851063829787234
122,7,5,5,3,6,4,2,3,1,7,4,4,6,7,7,2,6,7,9,4,5,6,2,7,6,4,2,5,7,6,5,6,6,6,5,3,9,1,7,7,5,6,3,6,5,2,6,5.042553191489362
123,9,4,7,8,6,9,3,3,3,4,6,3,8,6,7,4,3,6,6,5,6,7,7,7,5,3,4,6,6,5,5,6,6,4,5,3,9,8,2,6,5,6,3,6,5,3,5,5.382978723404255
124,6,4,5,3,6,5,3,1,3,8,5,2,9,8,5,3,7,6,4,5,7,2,6,7,6,6,7,6,6,3,5,5,4,1,1,3,9,9,8,4,5,7,3,8,5,3,2,5.0212765957446805
125,3,6,5,9,4,5,5,7,1,8,5,1,1,5,7,1,8,5,5,1,3,3,7,5,5,2,1,1,4,2,4,4,2,1,1,3,9,1,4,4,3,1,1,5,6,4,2,3.8297872340425534
126,9,5,6,3,9,7,4,1,2,8,6,5,8,6,5,5,8,8,5,7,7,5,1,7,7,2,7,4,8,4,5,5,7,1,7,2,9,9,6,8,3,8,4,7,6,5,4,5.638297872340425
127,7,5,6,5,8,7,2,9,4,8,6,3,9,7,6,1,8,7,6,2,8,3,3,6,7,5,6,3,6,5,4,7,6,7,1,2,9,4,9,5,7,3,5,6,5,8,3,5.51063829787234
128,7,6,6,8,6,7,6,5,2,6,6,2,8,8,6,6,4,6,7,6,6,3,7,5,7,7,5,5,7,5,5,6,6,5,9,7,9,1,9,6,6,6,5,6,8,8,2,5.9361702127659575
129,2,6,6,6,9,7,5,1,1,6,7,2,9,5,7,3,8,6,5,6,4,3,5,6,4,1,7,2,2,5,4,4,3,1,9,5,9,1,7,2,6,6,4,6,5,7,2,4.829787234042553
130,7,5,5,3,7,6,7,1,9,6,7,2,3,6,6,2,4,5,3,5,3,3,3,7,2,3,5,2,8,5,4,5,7,2,9,1,9,1,6,2,3,3,1,5,6,2,2,4.425531914893617
131,7,4,7,6,9,4,4,2,1,5,7,2,2,5,4,4,7,3,4,5,3,5,7,4,5,2,9,1,2,3,6,4,6,1,1,7,9,2,8,5,5,4,2,9,6,6,4,4.638297872340425
