n_pairs,Pearson,Spearman
1,0.29140323511924926,0.35689092286460566
2,0.42366625199539376,0.43905903332673435
3,0.6759913729326761,0.5446919214661864
4,0.8295357291254324,0.6698476280512738
5,0.8558802876969318,0.768066537988304
6,0.9438068318479271,0.8123340160353317
7,0.7503003604767877,0.7126273444317748
8,0.769738067202522,0.7679892753903139
9,0.7435611785685953,0.7072887701119797
10,0.77130482297952,0.7671545804072849
