representation,objective,N,metric,mean_regression,mean_pairwise,difference_pairwise_minus_regression,difference_ci95_low,difference_ci95_high,pairwise_wins_targets,target_count,higher_is_better
clip-vit-b32,hinge,1,pair_accuracy,0.7760475494969166,0.7507891106783513,-0.025258438818565404,-0.03628854268094772,-0.014228334956183086,0,4,True
clip-vit-b32,hinge,1,mae,0.5402365326881409,0.534847017377615,-0.00538951531052588,-0.0418336503207683,0.03166953921318051,2,4,False
clip-vit-b32,hinge,1,r2,0.34300385654856774,0.4139365474843396,0.07093269093577194,-0.015154324052726667,0.19060363325830038,3,4,True
clip-vit-b32,hinge,1,pearson,0.7561171700474966,0.708724902877049,-0.047392267170447394,-0.06351943930750681,-0.029123458040739736,0,4,True
clip-vit-b32,hinge,1,spearman,0.7316430329398457,0.6816433254384582,-0.049999707501387464,-0.07528189503550753,-0.0247175199672674,0,4,True
clip-vit-b32,hinge,1,kendall,0.5505129164894156,0.5027459385470809,-0.047766977942334726,-0.06981056535978825,-0.025723390524881207,0,4,True
clip-vit-b32,hinge,2,pair_accuracy,0.7760475494969166,0.7771989613761767,0.001151411879260017,-0.006185897435897425,0.00800795196364823,2,4,True
clip-vit-b32,hinge,2,mae,0.5402365326881409,0.4965441435575485,-0.04369238913059233,-0.08601060658693312,-0.0015168637037277222,3,4,False
clip-vit-b32,hinge,2,r2,0.34300385654856774,0.4851573679999135,0.14215351145134575,0.044882318745408656,0.25728861683534116,4,4,True
clip-vit-b32,hinge,2,pearson,0.7561171700474966,0.7489361316377376,-0.007181038409758811,-0.02990346979881478,0.012745658686935807,2,4,True
clip-vit-b32,hinge,2,spearman,0.7316430329398457,0.7314614979674999,-0.00018153497234577043,-0.01953656529858877,0.015455743103866548,2,4,True
clip-vit-b32,hinge,2,kendall,0.5505129164894156,0.5468573560155541,-0.0036555604738615355,-0.018606572617023198,0.011295451669300127,2,4,True
clip-vit-b32,hinge,3,pair_accuracy,0.7760475494969166,0.7845675105485233,0.008519961051606656,-0.0031588769879908885,0.0201987990912042,3,4,True
clip-vit-b32,hinge,3,mae,0.5402365326881409,0.4864695087075233,-0.0537670239806175,-0.10609243810176845,-0.0044173330068588285,3,4,False
clip-vit-b32,hinge,3,r2,0.34300385654856774,0.5052736123117584,0.1622697557631906,0.054736788884373735,0.2977750235933887,4,4,True
clip-vit-b32,hinge,3,pearson,0.7561171700474966,0.7655958042827815,0.009478634235285,-0.012074726266750713,0.027375601688577778,3,4,True
clip-vit-b32,hinge,3,spearman,0.7316430329398457,0.7501854559336304,0.018542422993784585,-0.004191106588642496,0.04095013227066352,3,4,True
clip-vit-b32,hinge,3,kendall,0.5505129164894156,0.5661036584857753,0.015590741996359708,-0.003961032053650948,0.035142516046370365,3,4,True
clip-vit-b32,hinge,4,pair_accuracy,0.7760475494969166,0.7833544303797468,0.007306880882830269,-0.0018277345017851387,0.014635670236936071,3,4,True
