objective,metric,mean_resnet50,mean_clip-vit-b32,difference_clip-vit-b32_minus_resnet50,difference_ci95_low,difference_ci95_high,clip-vit-b32_wins_targets,target_count,higher_is_better
hinge,pair_accuracy,0.7234965514443362,0.7853562155144433,0.06185966407010712,0.05960576923076927,0.06481645569620254,4,4,True
hinge,mae,0.5834980934858321,0.47730466179549697,-0.10619343169033525,-0.12307779446244234,-0.09463996224105356,4,4,False
hinge,r2,0.30916425742286074,0.5232575783906157,0.2140933209677549,0.1845558623288502,0.24363077960665958,4,4,True
hinge,pearson,0.6409134967194934,0.7692574697912626,0.1283439730717692,0.1229640808190865,0.13704064592546544,4,4,True
hinge,spearman,0.6198494254129203,0.751643027428858,0.13179360201593776,0.11748077577956906,0.14610642825230646,4,4,True
hinge,kendall,0.4478673134959803,0.5686702161272783,0.12080290263129802,0.11628510371163706,0.12732417284393516,4,4,True
bradley_terry,pair_accuracy,0.7242086579032782,0.7878924456345343,0.0636837877312561,0.06203846153846154,0.06545013794222651,4,4,True
bradley_terry,mae,0.5853111435472965,0.48156942814588544,-0.10374171540141104,-0.11342695310711856,-0.09687404051423071,4,4,False
bradley_terry,r2,0.3068808272580784,0.5149854197007278,0.20810459244264937,0.1845633765994421,0.23164580828585662,4,4,True
bradley_terry,pearson,0.6392054775560668,0.7669781110148883,0.1277726334588216,0.12426307530599207,0.13227771853415057,4,4,True
bradley_terry,spearman,0.620884371328341,0.7562602384449049,0.13537586711656394,0.12120100369904047,0.1495507305340874,4,4,True
bradley_terry,kendall,0.44868836684192664,0.5729907037741905,0.1243023369322639,0.1218151443326789,0.12756634739296932,4,4,True
regression,pair_accuracy,0.6922496754300551,0.7760475494969166,0.08379787406686146,0.07262658227848104,0.09541666666666673,4,4,True
regression,mae,0.7356624342501163,0.5402365326881409,-0.1954259015619755,-0.2709410928189755,-0.10176493525505068,4,4,False
regression,r2,-0.19485001634419916,0.34300385654856774,0.5378538728927669,0.20594657894875512,0.7886025052427408,4,4,True
regression,pearson,0.5643813125259929,0.7561171700474966,0.1917358575215036,0.13596094934736697,0.2308259465695829,4,4,True
regression,spearman,0.5338981516098078,0.7316430329398457,0.19774488133003784,0.16568346095448463,0.2262578324190931,4,4,True
regression,kendall,0.38055192699414886,0.5505129164894156,0.16996098949526672,0.1393246819115041,0.1993001673471297,4,4,True
