n_pairs,Pearson,Spearman
1,0.2495261116927896,0.19189977978754932
2,0.4571977785233229,0.4646307876858373
3,0.6340530487808231,0.6194641230534903
4,0.6100277803890095,0.615914061782845
5,0.6064034072558029,0.6266011906573592
6,0.6719637423448146,0.6811093027180404
7,0.7288989124749026,0.7277811788621613
8,0.7483671720527536,0.742760725160446
9,0.753345607434709,0.7428883846799499
10,0.7277481016801386,0.7570781829467874
