Rater,mae,r2,rho,rs
1,1.7195579815069426,-0.11551359418657894,0.04007735920809048,0.060111415944616664
2,1.7674693559404855,-0.0627887651434364,0.1030997288420189,0.10598434637901102
3,1.3802245884414597,-0.02872134816851023,0.1844679527147167,0.16949122706844932
4,1.9966775784157587,-0.119902759442902,-0.012624289342887752,-0.004186268795887038
5,1.535555348390359,-0.02841886782648778,0.21126343510915682,0.21903564985486237
