Rater,mae,r2,rho,rs
1,2.395047805144228,-0.05756237752528892,0.190743829293146,0.21373280011182455
2,1.8872491899176782,0.08944599966231556,0.3222032799375073,0.3513202778467658
3,1.510474715017764,0.11825409524643793,0.4298564428097558,0.37629702018342337
4,1.8287983650585204,-0.11220004624581814,0.0835754958578638,0.10995523287019189
5,1.7264308940044384,0.024266900171426707,0.3020636677436141,0.28405806834274483
