Rater,mae,r2,rho,rs
1,1.7646033111265151,-0.18630159656624196,0.03573246414645436,0.02307783508952048
2,2.249041065018056,-0.0357978001906684,0.2091729267591315,0.1518833863613853
3,1.6658204929303313,0.14062666290721934,0.5201981889819776,0.4847777386368393
4,2.241416258781643,-0.613608037834593,0.05126768674967166,0.011174169231698798
5,1.6751249921018794,-0.14772445104571702,0.30235761647378556,0.2688622472857467
