Rater,mae,r2,rho,rs
1,1.9606322380403678,0.2838484453306408,0.5739346727090335,0.5543839691989247
2,1.0864174390832584,-0.05434667017531224,0.19385117035472055,0.15391031692762974
3,0.8601279338200886,-0.20772814461592315,-0.010244978594570681,0.013830787043080588
4,1.9843645339210831,0.011797675142756658,0.2728470221730443,0.271889313912595
5,1.4791210651397706,-0.02533489773047214,0.24659255351187728,0.2572936566708243
