objective,metric,mean_resnet50,mean_clip-vit-b32,difference_clip-vit-b32_minus_resnet50,difference_ci95_low,difference_ci95_high,clip-vit-b32_wins_targets,target_count,higher_is_better
hinge,pair_accuracy,0.6214849865047234,0.6890396423751687,0.06755465587044535,0.05829858299595142,0.07681072874493927,4,4,True
hinge,mae,0.7108443963527679,0.6398812908679247,-0.07096310548484325,-0.09095001995563506,-0.047112911567091936,4,4,False
hinge,r2,-0.03151844315811958,0.1448269173615781,0.17634536051969765,0.13520884861569382,0.21793785050847606,4,4,True
hinge,pearson,0.36104995354584724,0.5439512099649954,0.18290125641914817,0.15743270120489494,0.20376492198862473,4,4,True
hinge,spearman,0.34750371244392597,0.5295126340737205,0.18200892162979454,0.1603346949015073,0.2019516531521488,4,4,True
hinge,kendall,0.24058732267121263,0.37626577598238964,0.135678453311177,0.11786509050410707,0.1525516458441994,4,4,True
bradley_terry,pair_accuracy,0.6203798920377868,0.6873421052631579,0.0669622132253711,0.057140772604588386,0.07437407219973008,4,4,True
bradley_terry,mae,0.7068354776501656,0.639964351579547,-0.0668711260706186,-0.08354018554091447,-0.04696479529142378,4,4,False
bradley_terry,r2,-0.015689298351527953,0.14732629279566423,0.16301559114719216,0.12982023968976417,0.20308986327888146,4,4,True
bradley_terry,pearson,0.357961361815089,0.5411053615173473,0.1831439997022583,0.15705367566669842,0.1993671749812656,4,4,True
bradley_terry,spearman,0.34388880032279223,0.5262743445379081,0.18238554421511582,0.16147976425639957,0.20311056849491613,4,4,True
bradley_terry,kendall,0.23788769705961132,0.3738954043697869,0.13600770731017559,0.1168992657484987,0.15317620925429268,4,4,True
regression,pair_accuracy,0.5655035425101214,0.6282270580296897,0.06272351551956817,0.037435897435897425,0.08986926450742244,4,4,True
regression,mae,0.9594750165939332,0.8467345789074897,-0.11274043768644335,-0.20082786679267883,-0.024653008580207858,3,4,False
regression,r2,-1.0567147583081957,-0.5798114912629606,0.4769032670452351,-0.006805591170914782,0.960612125261385,3,4,True
regression,pearson,0.2206291465240838,0.3875451209441223,0.16691597442003853,0.09728355296980451,0.23654839587027254,4,4,True
regression,spearman,0.20456200160460664,0.37090053209055995,0.16633853048595332,0.10580187116677922,0.22687518980512744,4,4,True
regression,kendall,0.13984868966844316,0.25743512512597344,0.11758643545753028,0.07546943133707815,0.15970343957798241,4,4,True
