representation,target,metric,mean_hinge,mean_bradley_terry,difference_bradley_terry_minus_hinge,bradley_terry_wins
clip-vit-b32,Abstract Beauty,pair_accuracy,0.6853846153846154,0.6831025641025641,-0.0022820512820512784,False
clip-vit-b32,Abstract Liking,pair_accuracy,0.6610897435897436,0.6598974358974359,-0.0011923076923077147,False
clip-vit-b32,Representational Beauty,pair_accuracy,0.7166578947368422,0.7133684210526315,-0.00328947368421062,False
clip-vit-b32,Representational Liking,pair_accuracy,0.6930263157894737,0.693,-2.6315789473763118e-05,False
clip-vit-b32,Abstract Beauty,mae,0.6973901879787445,0.6996271604299545,0.0022369724512100175,False
clip-vit-b32,Abstract Liking,mae,0.5686805245280265,0.5680006492137909,-0.000679875314235634,True
clip-vit-b32,Representational Beauty,mae,0.613194163441658,0.6112670257687569,-0.0019271376729010914,True
clip-vit-b32,Representational Liking,mae,0.6802602875232696,0.6809625709056855,0.000702283382415847,False
clip-vit-b32,Abstract Beauty,r2,0.11873746848190453,0.11371547289594362,-0.005021995585960906,False
clip-vit-b32,Abstract Liking,r2,0.035395141015290565,0.03958286644278142,0.0041877254274908515,True
clip-vit-b32,Representational Beauty,r2,0.24536969185544472,0.2594746198077792,0.014104927952334478,True
clip-vit-b32,Representational Liking,r2,0.17980536809367254,0.1765322120361526,-0.0032731560575199325,False
clip-vit-b32,Abstract Beauty,pearson,0.5410503374310656,0.5340058422766957,-0.00704449515436989,False
clip-vit-b32,Abstract Liking,pearson,0.47848654791107037,0.4778777749734704,-0.0006087729375999773,False
clip-vit-b32,Representational Beauty,pearson,0.6101020952203036,0.6062934686788358,-0.003808626541467741,False
clip-vit-b32,Representational Liking,pearson,0.5461658592975419,0.5462443601403874,7.850084284544145e-05,True
clip-vit-b32,Abstract Beauty,spearman,0.5133927054892521,0.5055554001704187,-0.00783730531883342,False
clip-vit-b32,Abstract Liking,spearman,0.45678238723637293,0.4562093067230991,-0.0005730805132738159,False
clip-vit-b32,Representational Beauty,spearman,0.5991381511003016,0.597568526386366,-0.0015696247139355135,False
clip-vit-b32,Representational Liking,spearman,0.5487372924689555,0.5457641448717485,-0.0029731475972070154,False
clip-vit-b32,Abstract Beauty,kendall,0.37023609093406085,0.364404013836327,-0.005832077097733868,False
clip-vit-b32,Abstract Liking,kendall,0.31940700843538367,0.3181532605791501,-0.0012537478562335558,False
clip-vit-b32,Representational Beauty,kendall,0.4303768373587746,0.42893647514464756,-0.0014403622141270223,False
clip-vit-b32,Representational Liking,kendall,0.38504316720133935,0.384087867919023,-0.0009552992823163575,False
resnet50,Abstract Beauty,pair_accuracy,0.611,0.6135,0.0025000000000000577,True
resnet50,Abstract Liking,pair_accuracy,0.5977820512820513,0.5907564102564102,-0.007025641025641072,False
resnet50,Representational Beauty,pair_accuracy,0.637421052631579,0.63725,-0.00017105263157901618,False
resnet50,Representational Liking,pair_accuracy,0.6397368421052632,0.6400131578947368,0.00027631578947362456,True
resnet50,Abstract Beauty,mae,0.7878908163309097,0.7816689330339431,-0.006221883296966602,True
resnet50,Abstract Liking,mae,0.6013308638334274,0.6032731187343597,0.0019422549009323609,False
resnet50,Representational Beauty,mae,0.7045935750007629,0.6963056242465973,-0.008287950754165663,True
resnet50,Representational Liking,mae,0.7495623302459716,0.7460942345857621,-0.003468095660209558,True
resnet50,Abstract Beauty,r2,-0.06543148339420422,-0.04354775311944281,0.021883730274761412,True
resnet50,Abstract Liking,r2,-0.08349367318026496,-0.08108971113844199,0.0024039620418229712,True
resnet50,Representational Beauty,r2,0.010655828842055825,0.04035817374609569,0.029702344904039862,True
resnet50,Representational Liking,r2,0.01219555509993506,0.021522097105677308,0.009326542005742247,True
resnet50,Abstract Beauty,pearson,0.3376068038490799,0.34388775151257717,0.006280947663497294,True
resnet50,Abstract Liking,pearson,0.29650712329092527,0.2819735688199671,-0.014533554470958165,False
resnet50,Representational Beauty,pearson,0.4060157848250398,0.40384326562518785,-0.002172519199851952,False
resnet50,Representational Liking,pearson,0.4040701022183439,0.4021408613026239,-0.0019292409157199986,False
resnet50,Abstract Beauty,spearman,0.3253255368857601,0.3320727156842819,0.0067471787985218246,True
resnet50,Abstract Liking,spearman,0.27736872216840996,0.25980531585098393,-0.017563406317426034,False
resnet50,Representational Beauty,spearman,0.38967383525342414,0.38775138026864897,-0.0019224549847751682,False
resnet50,Representational Liking,spearman,0.3976467554681098,0.39592578948725415,-0.0017209659808556377,False
resnet50,Abstract Beauty,kendall,0.2240618558288475,0.2287263010514419,0.004664445222594404,True
resnet50,Abstract Liking,kendall,0.1902251958494794,0.17793567950856432,-0.012289516340915074,False
resnet50,Representational Beauty,kendall,0.2714477807755891,0.26992743373388567,-0.0015203470417034515,False
resnet50,Representational Liking,kendall,0.2766144582309344,0.27496137394455333,-0.0016530842863810569,False
