representation,objective,N,metric,mean_regression,mean_pairwise,difference_pairwise_minus_regression,difference_ci95_low,difference_ci95_high,pairwise_wins_targets,target_count,higher_is_better
resnet50,hinge,7,mae,0.9594750165939332,0.7117192804813386,-0.24775573611259466,-0.2777816265821458,-0.1992758065462113,4,4,False
resnet50,hinge,7,r2,-1.0567147583081957,-0.03218171769081899,1.0245330406173767,0.7190408044957857,1.2953427143240868,4,4,True
resnet50,hinge,7,pearson,0.2206291465240838,0.3646143985818899,0.14398525205780605,0.12254983300732145,0.18051543142100604,4,4,True
resnet50,hinge,7,spearman,0.20456200160460664,0.3517304224068677,0.14716842080226106,0.11354618200490947,0.19840849209427874,4,4,True
resnet50,hinge,7,kendall,0.13984868966844316,0.24284711356350872,0.10299842389506556,0.07691147954197393,0.13943894985517435,4,4,True
resnet50,hinge,8,pair_accuracy,0.5655035425101214,0.624595141700405,0.05909159919028345,0.04846153846153853,0.0735197368421053,4,4,True
resnet50,hinge,8,mae,0.9594750165939332,0.7061472088098526,-0.2533278077840805,-0.2766792610287666,-0.2164253994822502,4,4,False
resnet50,hinge,8,r2,-1.0567147583081957,-0.028776406780868867,1.0279383515273268,0.7454268780820339,1.3048645519631044,4,4,True
resnet50,hinge,8,pearson,0.2206291465240838,0.37374698885701035,0.15311784233292652,0.1355652439581007,0.17526159444711592,4,4,True
resnet50,hinge,8,spearman,0.20456200160460664,0.35609937771438616,0.1515373761097795,0.12834740546986584,0.1828309812062628,4,4,True
resnet50,hinge,8,kendall,0.13984868966844316,0.2472424710229742,0.10739378135453104,0.09265789063778061,0.1290048666040689,4,4,True
resnet50,hinge,9,pair_accuracy,0.5655035425101214,0.6358577935222671,0.07035425101214576,0.06609649122807015,0.07646929824561408,4,4,True
resnet50,hinge,9,mae,0.9594750165939332,0.6917040169239044,-0.2677709996700287,-0.2979466497898102,-0.2274384081363678,4,4,False
resnet50,hinge,9,r2,-1.0567147583081957,0.009914702398030774,1.0666294607062266,0.7970513092661232,1.3131191741695982,4,4,True
resnet50,hinge,9,pearson,0.2206291465240838,0.3979586455377486,0.1773294990136648,0.15921270204563026,0.19544629598169935,4,4,True
resnet50,hinge,9,spearman,0.20456200160460664,0.3844112157664791,0.1798492141618725,0.1647357837629722,0.1950271125069264,4,4,True
