dataset,representation,category,target,objective,N,seed,train_examples,validation_examples,test_examples,train_pairs,validation_pairs,test_pairs,epochs_trained,pair_accuracy,mae,mse,r2,pearson,spearman,kendall
apddv2,resnet50,all,Details and texture,regression,,0,7015,1503,1504,0,0,15040,42,0.7581781914893617,0.8021383285522461,1.0732052326202393,0.5249911875717986,0.7378260038308291,0.7111142035651773,0.5216915242671131
apddv2,resnet50,all,Details and texture,hinge,1,0,7015,1503,1504,7015,1503,15040,17,0.7310505319148937,0.920149564743042,1.334147572517395,0.40949613562671505,0.6400606950003294,0.6361007343169645,0.45822546258660696
apddv2,resnet50,all,Details and texture,hinge,2,0,7015,1503,1504,14030,3006,15040,17,0.7597074468085107,0.8471441268920898,1.1557326316833496,0.4884639209695639,0.6993048936667732,0.7005951330084602,0.5105490791872508
apddv2,resnet50,all,Details and texture,hinge,3,0,7015,1503,1504,21045,4509,15040,18,0.7601728723404255,0.8437920212745667,1.1477195024490356,0.49201062324496325,0.7017878825910628,0.692186842799953,0.5053101017536353
apddv2,resnet50,all,Details and texture,hinge,4,0,7015,1503,1504,28060,6012,15040,17,0.760970744680851,0.8335970640182495,1.1168638467788696,0.5056675902322397,0.7113917378549355,0.6963121761604645,0.5105508672341564
apddv2,resnet50,all,Details and texture,hinge,5,0,7015,1503,1504,35075,7515,15040,18,0.758311170212766,0.8200396299362183,1.106753945350647,0.5101422845934819,0.7145527497601876,0.6981560389431173,0.5115772061580115
apddv2,resnet50,all,Details and texture,hinge,6,0,7015,1503,1504,42090,7515,15040,16,0.7557845744680851,0.828874945640564,1.096488118171692,0.5146860120696758,0.7174949062517157,0.7017579101107065,0.5133026714219837
apddv2,resnet50,all,Details and texture,hinge,7,0,7015,1503,1504,49105,7515,15040,16,0.7643617021276595,0.8249589800834656,1.1088224649429321,0.509226712289689,0.7136032952394089,0.701834670099295,0.5154089906768639
apddv2,resnet50,all,Details and texture,hinge,8,0,7015,1503,1504,56120,7515,15040,16,0.7616356382978723,0.8106756210327148,1.0541927814483643,0.5334062671712554,0.7304792915002842,0.7176386590685919,0.5294755556837759
apddv2,resnet50,all,Details and texture,hinge,9,0,7015,1503,1504,63135,7515,15040,16,0.7608377659574468,0.8308621644973755,1.0898802280426025,0.5176107201814885,0.7196363582024645,0.7128599643030279,0.5222983354044134
