Metric,Value
R2 Score,-0.004043521360096225
Adjusted R2 Score,-0.27540663524120323
Mean Absolute Error,1.4908638795216878
Mean Squared Error,3.0469931863497357
Pearson Correlation,0.10725072878504263
Spearman Correlation,0.13290465896717069
