n_pairs,Pearson,Spearman
1,0.7367615436987638,0.7489136726627258
2,0.6840013327490655,0.5631921504289072
3,0.7840322177357881,0.7242638065291105
4,0.748112634232761,0.7217798120981996
5,0.839529251495666,0.7804054270190522
6,0.79855087652275,0.7726482782506009
7,0.7772280355588965,0.7829104280364553
8,0.8189292715248753,0.8147700606259307
9,0.7641144736039206,0.7321384751608477
10,0.8370923172269777,0.8270587357330564
