n_pairs,Pearson,Spearman
1,0.4513870163047665,0.42408364596563997
2,0.42125145776907286,0.3746251611545564
3,0.7063165848271709,0.6524807060473059
4,0.670157002319422,0.6223430438824368
5,0.7339737803013202,0.6432619364624914
6,0.8345050035947004,0.7002318431193867
7,0.8738437851582942,0.8128599061304094
8,0.8484296317243946,0.8223427756936911
9,0.8146933478697651,0.821154968400422
10,0.8589458751222021,0.8111152055149032
