Metric,Value
R2 Score,-0.02112797871791794
Adjusted R2 Score,-0.06691847103710713
Mean Absolute Error,1.7568697929382324
Mean Squared Error,4.410267330392246
Pearson Correlation,0.13571638734410935
Spearman Correlation,0.08726556437064036
