n_pairs,Pearson,Spearman
1,0.7658300862823093,0.6157743004790268
2,0.418729662399708,0.4583872742745076
3,0.5074754156595411,0.5496829702432228
4,0.5982573778510354,0.5633858583856244
5,0.8157675711711275,0.6932946960440858
6,0.8114079477434013,0.7258279218886899
7,0.727259898655406,0.7456012770230536
8,0.7317673306618918,0.7596249224733301
9,0.799143581234198,0.7681972269326437
10,0.8459506153685836,0.8120651755774625
