Metric,Value
R2 Score,-0.005485987246430568
Adjusted R2 Score,-0.049780524129533266
Mean Absolute Error,1.3451614119425541
Mean Squared Error,2.510839310854338
Pearson Correlation,0.1760555369778938
Spearman Correlation,0.07798253194513974
