Metric,Value
R2 Score,-0.38238912435902006
Adjusted R2 Score,-0.44328732366999013
Mean Absolute Error,2.233509716867399
Mean Squared Error,6.965050606164232
Pearson Correlation,0.0760075047202504
Spearman Correlation,0.0935298227882474
