Metric,Value
R2 Score,0.01012044599189632
Adjusted R2 Score,-0.26484609678813253
Mean Absolute Error,2.278198445096929
Mean Squared Error,6.648190612613957
Pearson Correlation,0.1452706530919865
Spearman Correlation,0.19981523324219605
