n_pairs,Pearson,Spearman
1,0.5432060315867584,0.41692493751942883
2,0.6396049280198736,0.556400954140149
3,0.6976292781367228,0.6878733537657403
4,0.7728575986138269,0.7327047139911483
5,0.7780963897916765,0.7603441454936554
6,0.7518875057046899,0.7481670422613748
7,0.8264412775904075,0.8637382944245562
8,0.7428674022738228,0.7632796756189578
9,0.7515704628339538,0.7793817425737489
10,0.7540022285866548,0.8029338526007717
