Metric,Value
R2 Score,-0.040212697185329827
Adjusted R2 Score,-0.32916066862569937
Mean Absolute Error,1.4227588531818796
Mean Squared Error,2.8272689153013673
Pearson Correlation,0.08311557993275108
Spearman Correlation,0.14697184516735284
