N,rho,rs
1,0.321526544410293,0.3183955893108151
2,0.3329365094094315,0.3298094519316706
3,0.3664868424724569,0.35563771645931486
4,0.3925892800842631,0.3840148477546723
5,0.35034981209528704,0.3378804843677179
6,0.37580166050290875,0.36394520412797193
7,0.3565379202983009,0.3422735469257205
8,0.38959842720749027,0.3799867115712628
9,0.3833491373617795,0.3749218810325666
10,0.37986598130278754,0.36758722254518245
