Metric,Value
R2 Score,-0.00516224012266453
Adjusted R2 Score,-0.27682771042608745
Mean Absolute Error,2.055739308396975
Mean Squared Error,6.292298172434543
Pearson Correlation,0.0784287634728519
Spearman Correlation,0.0017057997063559323
