Subject,Painting,Beauty,Meaningful,Complexity,Emotion,Colour
1,1,3,6,4,2,5
1,2,3,5,4,2,4
1,3,8,6,2,1,5
1,4,3,7,1,7,6
1,5,2,5,4,6,4
1,6,4,4,4,2,4
1,7,4,7,2,1,4
1,8,3,8,2,4,5
1,9,3,6,4,1,4
1,10,2,9,7,5,5
1,11,7,7,3,1,4
1,12,5,3,2,3,3
1,13,7,8,5,7,4
1,14,6,9,8,2,6
1,15,7,9,4,3,4
1,16,4,8,6,7,6
1,17,9,9,6,5,6
1,18,4,8,4,5,2
1,19,4,9,4,2,6
1,20,8,6,6,4,5
1,21,3,8,7,2,7
1,22,8,6,6,1,4
1,23,5,6,3,3,5
1,24,7,5,5,2,4
1,25,3,9,6,2,4
1,26,7,8,4,2,4
1,27,8,5,4,2,3
1,28,3,8,4,7,6
1,29,2,5,6,4,5
1,30,4,3,6,3,5
1,31,8,7,6,7,3
1,32,4,5,4,8,5
1,33,6,8,6,6,4
1,34,3,9,6,3,5
1,35,6,9,4,6,6
1,36,2,9,4,7,7
1,37,5,7,5,3,5
1,38,6,7,3,8,5
1,39,8,6,5,3,5
1,40,7,6,7,9,6
1,41,7,3,7,4,5
1,42,4,9,3,4,6
1,43,6,6,5,7,5
1,44,4,8,6,3,4
1,45,6,2,3,3,5
1,46,4,6,3,4,4
1,47,4,2,6,4,4
1,48,2,9,5,3,6
1,49,8,9,7,9,2
1,50,8,8,5,3,4
1,51,7,9,6,3,6
1,52,3,9,3,8,6
1,53,7,9,3,3,4
1,54,3,9,4,4,1
1,55,4,5,2,4,5
1,56,6,1,4,4,3
1,57,7,7,6,7,4
1,58,5,8,3,9,4
1,59,6,9,4,6,6
1,60,3,6,6,3,5
1,61,8,2,1,2,2
1,62,7,5,3,3,6
1,63,3,4,2,1,6
1,64,4,5,4,1,6
1,65,5,6,1,1,5
1,66,2,6,1,6,4
1,67,1,6,1,6,4
1,68,3,9,2,1,6
1,69,6,7,5,3,4
1,70,5,4,3,6,4
1,71,3,1,4,7,5
1,72,7,9,5,3,6
1,73,7,7,5,6,3
1,74,6,9,5,4,4
1,75,3,1,2,2,8
1,76,8,7,3,3,4
1,77,2,2,3,3,5
1,78,4,5,1,5,6
1,79,1,2,1,1,4
1,80,4,1,3,7,4
1,81,7,6,5,8,4
1,82,6,8,6,5,4
1,83,8,7,5,5,5
1,84,6,6,4,8,2
1,85,6,7,7,9,5
1,86,6,7,5,9,5
1,87,7,8,3,4,4
1,88,7,8,7,8,5
1,89,4,6,7,7,4
1,90,3,4,8,9,4
1,91,6,3,6,4,4
1,92,4,7,2,8,4
1,93,4,1,2,9,2
1,94,6,6,3,3,5
1,95,6,4,6,8,6
1,96,2,3,2,6,6
1,97,7,4,6,4,4
1,98,6,3,4,2,4
1,99,3,7,6,8,6
1,100,6,5,8,4,5
1,101,6,1,6,3,4
1,102,1,7,4,6,4
1,103,7,8,4,3,4
1,104,4,9,3,6,6
1,105,8,8,7,7,6
1,106,8,8,4,8,6
1,107,8,8,3,7,5
1,108,9,3,6,5,5
1,109,8,1,3,5,5
1,110,4,4,6,7,6
1,111,4,5,7,5,6
1,112,8,9,5,9,5
1,113,7,8,7,7,5
1,114,8,4,8,8,6
1,115,7,8,6,3,6
1,116,3,4,5,4,6
1,117,7,5,5,4,7
1,118,4,5,6,7,5
1,119,7,8,4,6,4
1,120,7,9,4,3,3
1,121,2,3,3,8,3
1,122,4,4,7,3,4
1,123,7,4,4,7,4
1,124,8,8,7,7,5
1,125,6,6,3,7,6
1,126,7,6,6,5,3
1,127,3,8,5,6,6
1,128,7,7,5,8,4
1,129,5,5,6,6,4
1,130,8,3,8,7,7
1,131,6,8,5,6,4
1,132,7,8,9,2,6
1,133,6,9,9,6,6
1,134,8,9,4,3,4
1,135,6,5,3,8,5
1,136,4,6,4,6,6
1,137,3,5,3,6,4
1,138,7,5,6,7,5
1,139,6,7,7,4,4
1,140,6,3,4,5,4
1,141,7,9,6,8,4
1,142,7,9,8,4,4
1,143,7,3,6,4,6
1,144,7,8,6,5,6
1,145,4,8,6,8,6
1,146,7,7,8,8,3
1,147,6,8,9,8,4
1,148,7,8,8,8,6
1,149,8,8,7,4,4
1,150,8,7,4,5,3
1,151,4,8,7,8,6
1,152,3,8,4,6,5
1,153,7,5,7,6,6
1,154,7,6,6,7,6
1,155,7,9,7,7,7
1,156,8,8,7,7,4
1,157,8,9,4,8,4
1,158,6,7,7,8,6
1,159,8,2,4,9,5
1,160,7,8,6,4,4
1,161,6,7,4,2,4
1,162,7,5,6,3,5
1,163,4,6,3,7,4
1,164,8,8,8,6,4
1,165,7,6,3,8,4
1,166,7,7,7,8,7
1,167,8,8,6,8,5
1,168,4,2,6,2,5
1,169,8,6,4,4,6
1,170,8,3,7,9,4
1,171,8,8,7,8,5
1,172,8,8,4,5,3
1,173,8,8,7,9,4
1,174,2,7,3,7,5
1,175,6,9,6,7,6
1,176,6,7,4,5,7
1,177,6,1,5,6,6
1,178,8,2,1,6,6
1,179,7,5,2,7,6
1,180,6,1,3,3,4
1,181,4,8,6,3,8
1,182,4,5,8,7,3
1,183,9,4,6,9,4
1,184,9,7,7,9,4
1,185,8,8,5,9,6
1,186,8,8,6,9,6
1,187,7,8,7,8,3
1,188,6,6,8,7,6
1,189,5,2,8,7,4
1,190,6,4,4,7,5
1,191,1,5,2,9,3
1,192,9,9,7,7,2
1,193,8,5,4,2,6
1,194,9,3,2,9,7
1,195,6,7,7,8,4
1,196,8,8,6,7,5
1,197,8,2,7,3,6
1,198,8,5,6,9,2
1,199,6,2,6,6,6
1,200,7,8,6,4,6
1,201,6,5,6,3,5
1,202,9,3,7,7,6
1,203,7,8,8,9,6
1,204,7,4,6,7,7
1,205,9,7,7,9,5
1,206,7,9,7,8,5
1,207,8,5,2,9,5
1,208,6,3,7,8,5
1,209,7,7,8,8,5
1,210,8,8,7,8,4
1,211,6,5,8,9,6
1,212,4,7,6,6,4
1,213,7,3,8,7,6
1,214,8,5,7,8,3
1,215,8,7,7,7,6
1,216,6,8,7,4,5
1,217,8,9,3,7,4
1,218,7,8,8,5,4
1,219,6,6,6,6,4
1,220,7,4,4,7,4
1,221,7,6,5,3,4
1,222,7,4,2,6,3
1,223,6,9,6,4,6
1,224,7,6,7,9,6
1,225,8,8,7,5,5
1,226,5,8,8,8,4
1,227,8,9,8,7,4
1,228,8,6,8,8,2
1,229,8,9,6,8,5
1,230,7,5,6,8,4
1,231,4,9,9,8,6
1,232,9,8,8,7,6
1,233,8,6,8,6,6
1,234,9,6,9,3,5
1,235,7,7,6,2,4
1,236,8,5,8,9,5
1,237,4,7,2,3,3
1,238,4,9,8,7,4
1,239,9,9,8,8,4
1,240,7,1,9,8,4
2,1,2,4,5,6,5
2,2,6,9,7,6,5
2,3,7,2,4,1,6
2,4,5,5,3,2,8
2,5,2,5,3,1,7
2,6,2,8,5,1,5
2,7,3,4,4,3,3
2,8,4,7,3,6,8
2,9,4,5,4,4,8
2,10,3,3,3,4,6
2,11,4,3,6,2,3
2,12,3,3,3,1,8
2,13,4,6,5,4,5
2,14,2,7,9,6,5
2,15,3,7,4,4,8
2,16,6,7,4,2,5
2,17,7,7,6,6,7
2,18,3,5,6,4,3
2,19,8,6,3,3,7
2,20,2,4,1,2,7
2,21,3,8,5,1,5
2,22,5,7,8,2,9
2,23,3,5,5,3,5
2,24,3,8,4,4,2
2,25,2,7,4,4,9
2,26,3,7,3,2,7
2,27,2,6,6,1,6
2,28,5,3,5,2,8
2,29,2,6,5,5,8
2,30,7,5,5,1,8
2,31,4,6,8,5,8
2,32,4,6,5,3,9
2,33,5,6,8,4,5
2,34,3,8,2,5,8
2,35,3,7,5,3,3
2,36,4,8,6,4,7
2,37,4,5,5,4,4
2,38,6,8,4,3,6
2,39,3,3,7,1,8
2,40,5,8,5,2,8
2,41,4,3,5,4,9
2,42,2,5,6,4,6
2,43,2,3,4,2,6
2,44,4,9,5,1,7
2,45,3,5,5,2,8
2,46,3,4,5,2,3
2,47,2,8,8,2,7
2,48,2,8,7,7,7
2,49,3,9,7,6,7
2,50,5,5,6,1,6
2,51,6,9,7,4,3
2,52,3,5,8,1,8
2,53,2,7,4,5,9
2,54,3,5,5,6,7
2,55,3,4,3,1,8
2,56,3,6,4,1,8
2,57,4,6,8,3,5
2,58,4,6,9,2,4
2,59,3,7,7,3,6
2,60,8,6,6,4,6
2,61,4,5,2,2,8
2,62,3,6,3,1,4
2,63,3,1,2,1,6
2,64,2,5,4,3,7
2,65,3,3,2,2,8
2,66,3,2,5,1,8
2,67,3,5,4,4,7
2,68,3,9,3,4,8
2,69,3,7,6,4,4
2,70,8,5,7,1,7
2,71,3,2,3,1,8
2,72,3,7,7,1,3
2,73,4,3,8,3,8
2,74,3,9,7,3,9
2,75,3,9,1,1,7
2,76,2,6,6,4,3
2,77,4,5,3,2,5
2,78,7,5,1,1,7
2,79,3,4,2,2,4
2,80,4,1,5,3,9
2,81,5,5,6,3,3
2,82,3,9,4,2,7
2,83,2,4,6,2,5
2,84,4,3,6,5,8
2,85,1,6,7,2,4
2,86,6,8,7,4,7
2,87,2,8,6,6,2
2,88,6,9,9,4,5
2,89,4,4,5,3,5
2,90,5,4,8,5,8
2,91,3,5,9,3,4
2,92,3,8,5,5,7
2,93,4,5,5,3,7
2,94,3,7,7,2,8
2,95,3,4,8,2,9
2,96,3,6,5,3,8
2,97,7,7,8,2,3
2,98,5,4,4,3,8
2,99,3,7,8,6,8
2,100,7,5,8,3,8
2,101,2,4,5,1,7
2,102,3,5,7,3,8
2,103,3,3,6,2,5
2,104,3,6,7,6,7
2,105,4,6,6,2,4
2,106,7,9,6,4,8
2,107,6,7,8,3,5
2,108,4,6,7,3,8
2,109,3,4,5,2,8
2,110,3,6,5,3,9
2,111,7,4,3,2,6
2,112,3,9,8,5,6
2,113,9,6,8,1,8
2,114,5,3,6,3,7
2,115,7,7,9,3,8
2,116,8,4,4,3,8
2,117,6,6,8,1,6
2,118,7,3,7,3,8
2,119,5,5,7,1,3
2,120,3,6,7,4,7
2,121,3,6,6,1,6
2,122,7,6,5,2,8
2,123,3,4,8,2,9
2,124,8,6,5,5,6
2,125,7,4,8,3,8
2,126,9,7,8,1,7
2,127,2,3,4,3,3
2,128,4,5,8,5,5
2,129,3,7,7,4,6
2,130,6,6,4,3,9
2,131,4,6,6,4,8
2,132,2,7,6,6,8
2,133,5,8,8,4,6
2,134,7,8,4,3,8
2,135,3,4,6,1,7
2,136,3,7,5,4,9
2,137,6,5,4,4,7
2,138,6,8,5,3,7
2,139,2,7,7,6,8
2,140,5,6,9,5,8
2,141,4,6,9,5,6
2,142,5,5,5,5,8
2,143,6,2,6,5,5
2,144,5,7,9,5,7
2,145,3,6,7,4,8
2,146,6,4,8,6,8
2,147,4,4,5,3,2
2,148,3,7,9,4,6
2,149,1,3,9,5,4
2,150,6,6,6,4,5
2,151,5,8,9,4,4
2,152,3,5,8,5,5
2,153,4,2,5,2,3
2,154,4,5,7,4,9
2,155,4,5,8,3,8
2,156,3,8,4,4,7
2,157,4,6,8,3,8
2,158,7,8,8,6,8
2,159,9,5,6,5,8
2,160,4,3,5,2,9
2,161,3,3,4,3,3
2,162,5,3,7,2,8
2,163,3,4,5,4,7
2,164,5,6,7,4,4
2,165,3,5,8,4,6
2,166,8,5,7,5,8
2,167,7,6,9,4,8
2,168,3,6,4,2,7
2,169,3,5,6,3,4
2,170,7,5,5,5,6
2,171,4,4,4,5,5
2,172,3,4,5,3,7
2,173,6,6,7,4,2
2,174,8,8,7,7,6
2,175,8,5,7,7,3
2,176,6,5,5,2,7
2,177,4,4,3,3,4
2,178,5,6,3,2,9
2,179,3,2,5,2,8
2,180,3,2,3,4,8
2,181,4,3,5,3,8
2,182,6,4,7,5,6
2,183,6,4,8,5,8
2,184,7,6,7,5,7
2,185,9,6,7,2,8
2,186,8,7,8,5,8
2,187,9,7,7,5,6
2,188,7,7,9,2,7
2,189,3,6,6,5,3
2,190,7,5,8,2,8
2,191,3,5,7,1,5
2,192,6,7,9,6,8
2,193,7,7,9,5,8
2,194,3,5,8,4,8
2,195,3,6,9,3,9
2,196,9,4,9,5,7
2,197,5,4,7,1,6
2,198,6,6,8,5,8
2,199,5,5,9,2,8
2,200,3,5,7,2,7
2,201,3,3,7,2,6
2,202,9,4,8,3,6
2,203,8,6,8,4,7
2,204,5,6,8,1,8
2,205,4,7,8,5,3
2,206,4,9,8,6,6
2,207,8,6,9,3,8
2,208,9,3,7,5,6
2,209,3,5,6,5,7
2,210,9,9,6,5,7
2,211,9,6,5,6,4
2,212,8,8,8,2,5
2,213,7,3,6,6,6
2,214,8,5,5,3,5
2,215,8,5,8,3,6
2,216,3,6,6,5,9
2,217,2,7,2,5,9
2,218,7,6,9,4,7
2,219,4,7,7,6,9
2,220,8,5,8,4,8
2,221,3,6,5,3,3
2,222,3,9,6,3,8
2,223,6,6,6,6,7
2,224,4,5,6,4,8
2,225,3,8,7,5,8
2,226,8,2,8,2,8
2,227,5,6,7,4,9
2,228,4,4,8,6,8
2,229,6,9,9,6,7
2,230,4,4,8,2,3
2,231,2,6,5,6,5
2,232,3,4,7,4,8
2,233,8,8,7,6,7
2,234,9,4,9,3,8
2,235,3,8,4,5,8
2,236,7,3,8,5,5
2,237,4,8,4,1,4
2,238,5,5,8,6,3
2,239,9,5,9,4,3
2,240,3,3,9,2,4
3,1,5,5,2,5,6
3,2,5,7,2,5,2
3,3,4,5,2,5,1
3,4,4,5,1,5,1
3,5,4,5,2,5,2
3,6,4,5,5,5,4
3,7,4,6,6,5,1
3,8,9,7,1,5,1
3,9,5,6,1,5,2
3,10,4,5,2,5,2
3,11,4,6,1,5,1
3,12,8,5,3,5,1
3,13,5,6,2,5,1
3,14,7,9,7,5,3
3,15,8,6,6,5,6
3,16,5,5,2,5,7
3,17,9,7,6,5,8
3,18,6,5,3,5,3
3,19,6,5,2,5,6
3,20,5,6,2,5,6
3,21,6,7,8,5,4
3,22,5,5,2,5,6
3,23,8,5,2,5,2
3,24,9,6,5,5,7
3,25,4,5,2,5,2
3,26,6,6,1,1,3
3,27,9,7,2,5,1
3,28,7,7,1,5,2
3,29,6,6,2,5,4
3,30,7,5,3,5,1
3,31,8,8,7,5,4
3,32,5,5,2,5,2
3,33,7,7,2,5,2
3,34,7,6,2,5,1
3,35,8,6,3,5,3
3,36,5,7,3,5,2
3,37,6,7,6,5,4
3,38,6,6,3,5,6
3,39,6,7,2,5,3
3,40,8,6,1,5,6
3,41,6,7,3,5,6
3,42,5,5,2,5,3
3,43,6,7,1,5,6
3,44,8,6,6,5,4
3,45,5,5,2,5,6
3,46,4,5,2,5,1
3,47,5,5,5,5,4
3,48,6,6,2,5,2
3,49,6,7,3,6,1
3,50,5,6,7,5,2
3,51,7,6,3,5,4
3,52,5,6,5,5,2
3,53,6,4,2,5,1
3,54,7,5,1,5,2
3,55,5,4,2,4,2
3,56,7,5,4,5,2
3,57,9,6,3,5,6
3,58,9,5,3,5,3
3,59,4,5,2,5,5
3,60,7,5,3,4,3
3,61,5,5,2,5,1
3,62,6,7,1,5,5
3,63,4,5,2,5,8
3,64,5,5,1,5,7
3,65,5,5,2,5,6
3,66,6,6,1,5,1
3,67,4,5,1,5,1
3,68,7,4,1,5,1
3,69,8,5,3,5,2
3,70,6,5,3,5,3
3,71,4,5,2,5,3
3,72,5,5,5,5,6
3,73,7,7,7,5,2
3,74,7,9,3,5,8
3,75,4,7,3,5,7
3,76,7,5,3,5,3
3,77,5,8,2,5,8
3,78,4,7,2,5,6
3,79,6,6,1,1,6
3,80,5,6,3,5,4
3,81,5,5,5,5,6
3,82,6,7,1,5,1
3,83,4,6,3,5,6
3,84,9,7,7,5,4
3,85,8,6,6,5,2
3,86,6,6,5,5,4
3,87,7,6,1,5,1
3,88,7,7,2,5,6
3,89,8,7,2,5,3
3,90,7,7,2,5,2
3,91,6,6,5,5,3
3,92,8,5,3,5,1
3,93,7,5,1,5,6
3,94,6,8,3,5,6
3,95,7,4,2,5,6
3,96,6,5,6,5,2
3,97,7,7,3,5,2
3,98,6,6,2,5,4
3,99,5,7,2,6,2
3,100,5,6,1,5,6
3,101,6,5,2,5,6
3,102,8,6,3,5,1
3,103,5,7,1,5,2
3,104,9,7,8,6,4
3,105,8,9,7,5,6
3,106,8,9,7,5,2
3,107,7,7,3,5,3
3,108,8,7,2,5,7
3,109,9,8,1,5,6
3,110,5,8,2,5,6
3,111,4,5,2,5,7
3,112,8,6,7,5,4
3,113,7,8,2,5,6
3,114,7,7,1,5,6
3,115,7,6,7,5,6
3,116,5,5,2,5,2
3,117,7,7,2,5,7
3,118,6,7,2,5,7
3,119,5,7,2,5,4
3,120,9,5,1,5,6
3,121,7,5,2,5,2
3,122,6,5,1,5,2
3,123,6,7,2,5,6
3,124,6,6,7,5,6
3,125,7,5,3,5,4
3,126,8,6,3,5,3
3,127,6,6,2,5,2
3,128,7,7,7,5,4
3,129,7,6,4,5,1
3,130,4,7,2,5,2
3,131,9,6,3,5,4
3,132,6,7,2,5,4
3,133,6,8,8,5,6
3,134,6,5,2,5,6
3,135,4,5,1,5,5
3,136,4,7,2,5,6
3,137,9,7,2,5,4
3,138,6,7,2,5,7
3,139,6,6,3,5,3
3,140,5,6,2,7,2
3,141,7,7,6,5,4
3,142,6,8,4,5,4
3,143,4,6,3,5,2
3,144,6,7,7,5,2
3,145,7,7,2,5,6
3,146,9,7,5,5,4
3,147,6,8,8,5,4
3,148,8,7,6,5,2
3,149,8,8,7,5,5
3,150,9,6,2,5,6
3,151,8,7,7,6,4
3,152,6,7,2,5,4
3,153,6,7,6,5,1
3,154,5,6,6,5,2
3,155,6,8,1,5,4
3,156,8,6,7,6,7
3,157,8,6,2,5,6
3,158,8,7,2,5,6
3,159,9,8,2,5,6
3,160,7,9,3,5,5
3,161,6,7,3,5,4
3,162,9,6,2,5,6
3,163,8,5,2,5,2
3,164,8,9,3,6,7
3,165,9,6,8,7,7
3,166,9,8,6,5,8
3,167,7,7,8,5,7
3,168,6,6,1,5,7
3,169,9,6,2,5,3
3,170,9,6,2,5,6
3,171,5,7,3,5,6
3,172,8,7,2,5,6
3,173,9,9,6,5,3
3,174,6,6,7,5,6
3,175,9,7,1,5,6
3,176,8,6,2,5,8
3,177,6,7,2,5,7
3,178,6,7,1,5,7
3,179,9,6,6,5,4
3,180,6,6,2,5,6
3,181,7,7,3,5,8
3,182,8,9,1,5,4
3,183,9,6,8,6,4
3,184,9,7,8,6,6
3,185,9,8,1,5,6
3,186,6,7,2,5,4
3,187,8,7,2,8,6
3,188,9,7,3,5,6
3,189,8,7,2,5,7
3,190,7,6,6,6,6
3,191,8,6,2,5,5
3,192,8,8,3,6,1
3,193,9,8,3,6,8
3,194,9,8,3,5,8
3,195,9,8,3,5,4
3,196,8,7,4,5,6
3,197,8,5,1,6,6
3,198,9,7,8,5,3
3,199,6,6,1,5,2
3,200,6,6,5,5,4
3,201,8,7,2,5,7
3,202,9,7,7,5,4
3,203,9,9,4,5,7
3,204,8,7,6,5,6
3,205,9,8,7,5,4
3,206,9,8,7,5,7
3,207,9,9,2,5,8
3,208,8,6,2,5,6
3,209,9,7,8,6,6
3,210,6,6,6,5,6
3,211,9,7,2,5,6
3,212,5,6,2,5,4
3,213,9,8,9,6,4
3,214,8,7,2,6,8
3,215,7,9,4,6,6
3,216,7,7,2,5,3
3,217,6,9,2,5,5
3,218,7,8,7,6,4
3,219,8,7,2,5,4
3,220,7,6,4,5,3
3,221,7,7,3,5,7
3,222,9,5,1,5,7
3,223,5,7,2,5,6
3,224,5,7,7,6,6
3,225,8,7,6,5,3
3,226,9,9,2,6,2
3,227,8,8,5,5,6
3,228,9,8,8,6,5
3,229,8,8,2,6,4
3,230,7,8,6,6,6
3,231,6,7,4,5,6
3,232,7,6,8,5,7
3,233,9,6,2,6,3
3,234,9,8,2,5,3
3,235,9,7,7,5,8
3,236,8,8,7,7,7
3,237,7,7,2,5,5
3,238,9,7,2,6,1
3,239,9,7,7,6,5
3,240,7,7,6,5,4
4,1,2,3,6,8,5
4,2,2,4,6,4,2
4,3,1,4,4,7,2
4,4,2,4,4,4,2
4,5,1,4,5,7,3
4,6,2,4,4,7,5
4,7,4,3,5,5,2
4,8,8,3,5,7,3
4,9,2,3,6,3,4
4,10,1,3,5,5,3
4,11,5,4,6,5,2
4,12,2,4,4,4,3
4,13,2,4,5,7,7
4,14,2,4,8,7,5
4,15,2,3,4,7,6
4,16,1,4,6,8,8
4,17,1,3,5,5,6
4,18,2,3,6,5,3
4,19,3,3,6,7,7
4,20,6,3,6,8,1
4,21,1,4,5,7,7
4,22,3,5,6,6,5
4,23,2,4,6,5,6
4,24,6,4,4,6,4
4,25,1,3,3,9,4
4,26,2,3,5,5,3
4,27,4,6,7,4,2
4,28,5,3,5,9,2
4,29,4,4,6,6,5
4,30,4,4,5,6,3
4,31,6,6,7,6,5
4,32,2,4,7,4,6
4,33,2,5,7,7,3
4,34,6,3,6,7,3
4,35,5,4,7,5,4
4,36,3,4,7,5,2
4,37,1,5,7,7,3
4,38,3,4,7,7,5
4,39,1,4,7,8,6
4,40,3,4,6,5,6
4,41,4,4,6,9,7
4,42,2,4,5,7,2
4,43,5,4,6,4,8
4,44,2,4,7,3,3
4,45,2,3,2,4,3
4,46,1,3,3,9,3
4,47,2,4,5,5,2
4,48,5,4,5,6,2
4,49,1,5,8,5,2
4,50,4,4,7,5,4
4,51,2,5,6,8,3
4,52,1,3,5,4,5
4,53,4,3,3,8,2
4,54,6,4,2,5,3
4,55,3,2,3,5,1
4,56,1,5,6,7,2
4,57,2,5,8,6,3
4,58,5,7,6,6,2
4,59,2,3,5,4,2
4,60,1,3,4,5,3
4,61,2,3,3,8,2
4,62,5,6,4,5,4
4,63,5,4,4,7,7
4,64,6,3,6,4,5
4,65,3,3,3,7,8
4,66,1,4,4,6,3
4,67,1,3,3,5,2
4,68,4,3,2,6,4
4,69,2,3,4,6,2
4,70,3,4,4,6,2
4,71,1,4,4,5,2
4,72,1,3,3,8,5
4,73,2,4,7,5,3
4,74,4,3,6,7,8
4,75,2,3,3,4,5
4,76,5,3,5,4,5
4,77,6,3,4,6,6
4,78,1,3,2,4,7
4,79,1,3,2,7,2
4,80,7,4,4,6,3
4,81,3,5,6,9,3
4,82,2,5,6,7,6
4,83,5,4,6,8,7
4,84,9,5,6,8,7
4,85,3,6,8,4,3
4,86,5,5,5,7,6
4,87,5,3,6,5,4
4,88,2,5,7,6,4
4,89,6,4,7,6,6
4,90,2,5,7,7,3
4,91,3,6,6,7,3
4,92,5,3,3,6,3
4,93,4,4,4,6,5
4,94,5,4,5,6,5
4,95,2,3,6,6,7
4,96,5,4,4,5,8
4,97,6,3,6,8,6
4,98,6,4,7,8,3
4,99,3,3,6,9,6
4,100,1,5,7,7,5
4,101,4,3,5,6,7
4,102,3,4,6,4,5
4,103,1,5,6,7,2
4,104,7,6,6,7,2
4,105,5,4,7,4,7
4,106,5,6,6,6,5
4,107,2,4,7,7,7
4,108,2,5,7,8,6
4,109,1,4,5,7,5
4,110,1,6,6,4,8
4,111,2,5,6,8,5
4,112,2,4,6,8,1
4,113,6,4,6,6,2
4,114,2,3,7,5,4
4,115,5,6,6,6,4
4,116,1,6,7,6,6
4,117,2,4,7,7,8
4,118,8,4,6,8,6
4,119,2,4,6,8,4
4,120,6,4,4,8,2
4,121,1,6,5,7,2
4,122,1,4,6,7,2
4,123,5,4,6,5,8
4,124,2,3,6,8,3
4,125,2,7,7,7,4
4,126,1,4,7,7,4
4,127,1,4,6,7,6
4,128,2,4,6,6,5
4,129,4,4,6,9,6
4,130,1,4,7,5,8
4,131,6,3,7,8,2
4,132,2,4,8,7,4
4,133,1,4,7,8,6
4,134,2,4,7,5,3
4,135,2,3,5,8,8
4,136,6,6,5,9,5
4,137,2,5,7,7,4
4,138,5,4,7,6,8
4,139,2,3,7,5,4
4,140,3,4,6,3,2
4,141,2,4,7,5,7
4,142,2,5,6,5,5
4,143,3,4,6,9,6
4,144,4,5,7,6,6
4,145,5,4,6,7,8
4,146,5,5,7,7,4
4,147,6,4,7,6,3
4,148,1,3,8,4,4
4,149,5,4,7,5,7
4,150,8,3,4,7,1
4,151,6,4,8,8,8
4,152,4,4,8,6,5
4,153,5,4,6,7,8
4,154,4,4,7,6,2
4,155,1,6,6,7,5
4,156,6,6,7,5,2
4,157,3,5,6,9,2
4,158,8,7,7,8,4
4,159,6,6,8,5,8
4,160,3,3,6,8,6
4,161,3,3,6,9,2
4,162,4,5,6,8,6
4,163,4,4,4,8,4
4,164,7,5,6,7,2
4,165,4,6,8,8,5
4,166,4,5,7,5,7
4,167,5,5,7,6,7
4,168,5,3,7,7,6
4,169,8,3,6,6,5
4,170,6,4,7,7,8
4,171,7,5,6,5,5
4,172,1,5,6,9,8
4,173,8,7,7,5,2
4,174,5,4,7,9,4
4,175,1,6,6,5,6
4,176,3,3,6,7,7
4,177,1,5,6,7,4
4,178,2,3,3,7,3
4,179,5,4,5,4,6
4,180,2,4,6,6,8
4,181,5,4,6,6,7
4,182,5,4,7,6,6
4,183,9,6,7,7,3
4,184,6,7,8,6,6
4,185,8,4,6,6,6
4,186,6,6,8,7,6
4,187,6,7,7,6,5
4,188,5,6,7,6,5
4,189,8,5,7,5,8
4,190,5,6,4,4,2
4,191,1,3,5,7,3
4,192,8,8,9,8,3
4,193,8,7,6,6,7
4,194,8,6,7,8,5
4,195,7,8,8,5,3
4,196,4,6,7,8,7
4,197,5,4,5,9,7
4,198,9,5,8,9,7
4,199,2,7,7,5,8
4,200,1,3,7,8,5
4,201,2,4,8,4,2
4,202,7,7,8,3,7
4,203,6,8,8,5,8
4,204,6,6,6,8,5
4,205,8,5,8,6,3
4,206,4,5,8,6,6
4,207,7,6,7,9,4
4,208,6,5,7,7,5
4,209,4,7,6,4,7
4,210,6,4,7,6,6
4,211,7,4,6,8,7
4,212,6,3,5,6,3
4,213,7,6,7,9,5
4,214,5,5,6,8,2
4,215,6,6,6,6,8
4,216,1,5,7,7,5
4,217,5,3,3,7,2
4,218,6,3,7,6,6
4,219,8,4,6,7,4
4,220,5,4,7,6,3
4,221,5,3,5,4,7
4,222,5,4,7,8,4
4,223,3,5,7,7,5
4,224,2,4,6,5,5
4,225,3,6,8,8,7
4,226,2,3,8,7,8
4,227,1,5,7,9,3
4,228,8,5,8,6,6
4,229,6,4,6,7,6
4,230,9,4,6,8,7
4,231,5,4,6,5,2
4,232,8,5,7,9,8
4,233,4,6,8,6,6
4,234,4,4,8,5,7
4,235,1,3,8,9,7
4,236,8,8,6,4,5
4,237,5,4,5,6,2
4,238,7,5,6,7,5
4,239,6,8,8,5,8
4,240,6,4,8,6,2
5,1,1,4,5,1,7
5,2,5,6,5,1,2
5,3,3,4,3,7,2
5,4,2,5,3,1,5
5,5,2,5,3,2,5
5,6,2,4,3,2,7
5,7,3,6,2,8,2
5,8,1,6,4,2,1
5,9,4,5,5,1,6
5,10,3,6,3,9,5
5,11,2,5,3,8,4
5,12,5,5,3,2,2
5,13,3,5,4,2,8
5,14,3,7,8,9,6
5,15,1,7,6,6,7
5,16,4,5,4,1,5
5,17,3,5,7,1,8
5,18,2,5,4,8,3
5,19,2,6,3,1,8
5,20,3,4,5,7,6
5,21,2,4,7,7,5
5,22,4,5,6,1,5
5,23,3,3,3,8,2
5,24,1,5,4,6,8
5,25,5,6,3,1,2
5,26,4,5,4,4,3
5,27,3,4,4,3,5
5,28,2,5,4,2,7
5,29,2,4,4,2,6
5,30,4,3,3,6,6
5,31,5,5,4,2,2
5,32,3,5,4,2,5
5,33,5,5,6,2,5
5,34,1,6,2,6,5
5,35,3,5,5,6,6
5,36,3,5,6,7,6
5,37,3,6,4,2,6
