Subject,Painting,Beauty,Meaningful,Complexity,Emotion,Colour
27,146,5,5,6,5,3
27,147,6,9,8,4,6
27,148,5,9,9,5,7
27,149,6,7,7,5,9
27,150,4,9,9,7,3
27,151,5,9,6,5,8
27,152,5,9,8,4,5
27,153,5,9,7,5,3
27,154,6,9,8,5,6
27,155,6,9,9,5,7
27,156,5,9,2,7,7
27,157,6,9,6,7,6
27,158,6,9,6,3,5
27,159,6,9,8,5,5
27,160,5,2,7,5,5
27,161,4,9,9,5,4
27,162,5,6,6,5,7
27,163,4,9,7,5,2
27,164,3,8,8,3,5
27,165,5,8,5,5,9
27,166,5,9,9,5,9
27,167,5,3,7,8,7
27,168,4,5,7,5,7
27,169,5,5,9,5,5
27,170,5,9,8,5,4
27,171,6,8,8,2,9
27,172,5,5,9,2,5
27,173,5,8,7,5,4
27,174,4,9,9,5,7
27,175,6,9,6,6,9
27,176,4,7,7,5,8
27,177,5,9,6,7,7
27,178,4,7,6,3,3
27,179,6,5,2,5,7
27,180,4,5,4,5,8
27,181,4,5,7,6,9
27,182,6,9,5,5,4
27,183,7,9,7,5,5
27,184,5,9,7,4,6
27,185,5,7,6,3,5
27,186,6,6,8,4,5
27,187,6,9,8,5,2
27,188,5,9,8,5,7
27,189,5,7,8,3,5
27,190,5,9,6,7,3
27,191,5,9,6,3,2
27,192,8,9,4,4,5
27,193,6,9,7,5,9
27,194,5,1,6,7,7
27,195,6,7,9,5,3
27,196,6,6,4,5,7
27,197,5,9,6,6,5
27,198,5,9,8,7,5
27,199,6,6,8,2,7
27,200,5,9,2,2,8
27,201,4,6,5,6,8
27,202,5,6,9,7,7
27,203,5,9,8,6,4
27,204,5,7,9,5,4
27,205,5,8,8,5,6
27,206,5,8,4,8,8
27,207,6,1,8,5,8
27,208,5,9,9,5,8
27,209,6,9,7,8,6
27,210,6,9,6,5,4
27,211,5,7,7,5,8
27,212,6,9,7,1,6
27,213,5,6,5,5,5
27,214,5,7,9,5,4
27,215,5,7,8,3,8
27,216,5,8,4,5,6
27,217,4,8,8,2,6
27,218,6,8,7,6,6
27,219,5,9,6,5,1
27,220,5,9,6,5,1
27,221,4,9,9,5,3
27,222,4,9,6,2,4
27,223,5,9,3,5,6
27,224,4,6,6,5,6
27,225,5,9,5,2,5
27,226,6,6,6,2,6
27,227,5,7,7,2,6
27,228,5,9,7,5,5
27,229,5,9,8,4,7
27,230,6,3,6,5,3
27,231,7,9,6,5,8
27,232,5,8,5,5,6
27,233,5,9,4,2,7
27,234,6,9,9,5,5
27,235,4,9,8,5,6
27,236,6,9,6,8,5
27,237,5,9,1,4,5
27,238,5,7,8,5,5
27,239,7,9,4,3,7
27,240,5,6,7,5,4
28,1,1,4,5,5,6
28,2,3,8,5,6,2
28,3,2,6,4,6,5
28,4,1,5,2,4,4
28,5,2,6,4,7,5
28,6,4,3,3,4,6
28,7,2,3,4,5,4
28,8,1,6,2,5,1
28,9,7,3,3,5,5
28,10,1,6,6,7,3
28,11,2,3,3,7,5
28,12,6,3,3,6,3
28,13,4,5,2,4,5
28,14,2,5,8,5,5
28,15,2,4,2,3,6
28,16,2,3,3,7,7
28,17,1,5,6,4,8
28,18,1,6,5,3,2
28,19,1,3,3,4,7
28,20,2,4,5,4,7
28,21,1,5,3,5,6
28,22,2,6,6,5,6
28,23,2,6,5,9,5
28,24,1,6,2,5,5
28,25,2,4,1,9,1
28,26,5,5,9,6,3
28,27,2,6,2,4,4
28,28,1,2,5,4,5
28,29,1,7,4,4,6
28,30,2,4,4,4,7
28,31,6,6,9,3,1
28,32,5,6,7,3,8
28,33,6,4,7,6,5
28,34,2,5,5,5,5
28,35,2,4,6,5,4
28,36,2,4,5,5,6
28,37,1,5,3,6,7
28,38,3,5,7,3,6
28,39,2,7,2,6,6
28,40,6,6,7,5,7
28,41,6,4,6,5,6
28,42,1,4,5,6,6
28,43,5,6,2,7,7
28,44,1,3,6,4,6
28,45,1,3,2,4,5
28,46,3,3,3,3,5
28,47,2,4,5,5,5
28,48,2,6,3,6,6
28,49,4,6,6,5,2
28,50,2,5,6,5,1
28,51,3,4,5,6,6
28,52,2,3,5,6,6
28,53,3,6,3,6,2
28,54,3,5,2,3,2
28,55,2,4,2,3,3
28,56,2,5,5,8,5
28,57,2,5,7,5,6
28,58,2,5,4,5,3
28,59,1,6,5,5,4
28,60,6,4,5,4,6
28,61,2,2,1,4,1
28,62,3,3,2,5,6
28,63,2,2,3,4,8
28,64,4,4,2,5,9
28,65,1,3,1,8,7
28,66,2,6,2,4,3
28,67,2,1,2,4,5
28,68,7,2,1,4,3
28,69,2,4,5,4,4
28,70,2,6,4,5,4
28,71,2,5,1,6,5
28,72,2,5,2,4,5
28,73,1,5,9,2,5
28,74,2,2,5,6,8
28,75,2,2,1,4,6
28,76,1,5,3,7,6
28,77,3,5,1,3,7
28,78,4,4,1,3,7
28,79,1,2,1,4,6
28,80,2,3,3,5,3
28,81,3,5,6,6,5
28,82,3,7,7,1,6
28,83,2,4,3,4,7
28,84,3,6,5,5,4
28,85,3,6,9,6,6
28,86,5,4,4,5,6
28,87,2,6,2,5,2
28,88,6,6,6,4,6
28,89,2,6,5,4,4
28,90,2,5,6,4,3
28,91,4,6,6,6,5
28,92,6,3,6,6,2
28,93,2,6,3,4,6
28,94,6,5,3,6,7
28,95,4,3,5,3,6
28,96,1,5,3,8,4
28,97,6,6,5,5,6
28,98,6,7,5,5,6
28,99,6,6,6,4,6
28,100,6,4,8,4,8
28,101,2,5,3,4,6
28,102,1,8,4,6,2
28,103,4,5,2,6,5
28,104,2,6,5,4,6
28,105,6,7,7,4,6
28,106,8,7,8,6,5
28,107,4,6,6,6,6
28,108,6,5,3,4,6
28,109,1,2,3,4,6
28,110,2,5,4,3,7
28,111,1,3,5,4,6
28,112,2,6,3,4,6
28,113,4,6,7,3,6
28,114,3,6,5,7,8
28,115,6,3,6,4,8
28,116,1,2,5,3,6
28,117,4,5,4,4,7
28,118,6,6,8,6,7
28,119,2,5,7,6,5
28,120,5,5,3,6,2
28,121,2,4,2,4,5
28,122,1,4,5,5,6
28,123,4,3,5,4,7
28,124,2,6,8,4,7
28,125,4,6,6,4,5
28,126,2,5,7,5,5
28,127,2,3,4,3,5
28,128,8,3,7,6,5
28,129,6,5,6,4,6
28,130,4,3,5,4,6
28,131,7,7,8,5,5
28,132,4,7,4,5,5
28,133,3,4,7,5,7
28,134,3,5,5,5,8
28,135,2,3,4,4,6
28,136,1,4,2,5,7
28,137,2,3,7,4,8
28,138,2,6,5,4,9
28,139,2,5,6,8,4
28,140,6,6,5,3,5
28,141,2,3,9,7,8
28,142,3,4,8,5,6
28,143,2,6,5,5,4
28,144,2,4,8,4,6
28,145,4,5,8,5,8
28,146,6,3,7,3,3
28,147,6,5,9,4,6
28,148,7,6,8,8,7
28,149,7,7,7,4,7
28,150,7,6,4,5,5
28,151,6,5,6,6,6
28,152,3,6,5,6,7
28,153,3,4,6,5,5
28,154,3,5,6,5,7
28,155,6,6,6,7,8
28,156,7,7,6,4,7
28,157,7,4,3,3,6
28,158,3,5,7,6,6
28,159,6,5,7,5,8
28,160,6,6,5,5,4
28,161,2,5,3,5,6
28,162,6,6,5,4,7
28,163,6,5,6,6,4
28,164,6,6,8,5,8
28,165,3,4,8,6,6
28,166,3,5,3,6,7
28,167,3,5,8,4,7
28,168,2,6,3,6,7
28,169,3,6,3,4,5
28,170,6,6,3,4,7
28,171,6,5,6,5,7
28,172,5,6,5,5,6
28,173,6,6,7,5,4
28,174,3,7,5,5,5
28,175,5,7,6,7,6
28,176,2,6,9,2,9
28,177,5,3,7,5,6
28,178,1,5,4,1,7
28,179,1,5,5,4,6
28,180,2,5,3,4,8
28,181,1,4,7,8,7
28,182,4,6,8,6,4
28,183,6,6,4,6,4
28,184,8,4,8,3,6
28,185,6,6,5,2,4
28,186,5,6,7,5,6
28,187,7,7,6,4,7
28,188,8,3,8,6,6
28,189,2,4,6,4,4
28,190,2,2,5,4,9
28,191,3,3,2,4,5
28,192,7,6,9,5,3
28,193,8,8,7,3,9
28,194,6,6,4,4,8
28,195,5,7,9,4,5
28,196,2,5,8,5,5
28,197,3,4,3,6,8
28,198,6,4,6,8,6
28,199,6,6,3,4,5
28,200,2,6,5,5,5
28,201,3,6,4,7,5
28,202,8,6,8,6,5
28,203,8,7,9,4,7
28,204,7,6,7,4,5
28,205,7,8,6,6,5
28,206,7,6,8,6,7
28,207,1,8,7,5,8
28,208,7,8,7,4,6
28,209,4,5,7,4,8
28,210,6,5,8,5,6
28,211,8,6,6,6,7
28,212,6,5,5,6,6
28,213,6,8,6,4,6
28,214,4,5,5,5,5
28,215,8,6,9,5,7
28,216,6,5,5,4,6
28,217,2,7,4,6,6
28,218,3,8,6,9,6
28,219,7,4,3,4,5
28,220,8,8,6,4,5
28,221,1,3,2,5,8
28,222,2,7,2,4,6
28,223,3,6,6,7,6
28,224,6,6,5,4,8
28,225,4,6,6,4,6
28,226,4,4,6,6,4
28,227,2,7,7,5,6
28,228,4,7,9,4,4
28,229,6,6,6,5,3
28,230,6,5,5,4,5
28,231,4,6,5,4,7
28,232,3,6,5,4,5
28,233,7,6,5,7,7
28,234,8,4,7,4,7
28,235,3,6,5,5,6
28,236,6,6,8,7,7
28,237,5,6,4,5,5
28,238,6,2,7,5,6
28,239,8,9,9,4,8
28,240,7,6,6,5,6
29,1,3,1,7,4,4
29,2,4,7,7,7,4
29,3,3,5,2,5,5
29,4,3,1,1,4,3
29,5,3,6,4,3,4
29,6,2,2,3,4,7
29,7,3,3,1,4,2
29,8,3,3,2,6,6
29,9,2,3,5,7,2
29,10,3,1,4,3,7
29,11,4,1,7,3,3
29,12,2,2,7,3,5
29,13,4,1,7,6,5
29,14,4,5,8,8,5
29,15,2,5,7,4,5
29,16,1,4,8,6,6
29,17,3,5,7,5,6
29,18,4,4,7,4,2
29,19,2,2,7,5,7
29,20,4,2,6,8,7
29,21,2,4,7,6,7
29,22,6,1,9,7,2
29,23,3,1,6,5,8
29,24,1,4,3,5,8
29,25,4,3,4,2,1
29,26,3,1,8,4,1
29,27,5,3,5,5,4
29,28,3,1,3,4,7
29,29,3,4,7,7,7
29,30,4,6,5,6,7
29,31,3,3,8,7,2
29,32,4,5,6,6,3
29,33,4,4,8,5,3
29,34,3,1,2,8,4
29,35,3,4,7,6,5
29,36,5,3,8,6,7
29,37,3,5,8,8,7
29,38,3,2,7,7,8
29,39,3,5,8,5,8
29,40,7,5,6,7,9
29,41,4,5,8,7,2
29,42,2,4,8,4,8
29,43,7,1,1,6,8
29,44,3,2,5,6,5
29,45,3,2,6,7,6
29,46,2,2,5,3,3
29,47,2,1,5,6,3
29,48,2,3,7,8,9
29,49,3,6,7,6,2
29,50,4,5,8,6,3
29,51,5,3,8,6,4
29,52,3,2,5,4,6
29,53,2,1,7,4,2
29,54,3,2,7,6,2
29,55,4,2,2,5,3
29,56,4,2,3,6,4
29,57,4,6,9,7,6
29,58,2,8,8,6,2
29,59,2,1,4,5,4
29,60,3,1,2,6,3
29,61,1,1,3,2,2
29,62,2,2,4,4,6
29,63,1,1,7,2,7
29,64,3,1,7,6,2
29,65,2,1,4,2,8
29,66,2,1,5,5,7
29,67,2,1,5,3,8
29,68,1,1,7,5,8
29,69,3,1,7,5,5
29,70,3,2,3,6,3
29,71,2,1,7,5,5
29,72,2,2,5,3,2
29,73,5,5,9,7,7
29,74,1,5,8,4,6
29,75,2,1,7,3,7
29,76,2,1,6,5,7
29,77,1,3,4,5,7
29,78,3,1,5,2,2
29,79,2,3,3,3,7
29,80,5,2,2,5,7
29,81,4,1,5,6,3
29,82,6,6,7,6,4
29,83,3,5,7,5,6
29,84,7,6,7,6,3
29,85,7,6,7,7,4
29,86,4,2,5,7,4
29,87,2,6,8,4,2
29,88,4,3,8,8,6
29,89,7,5,8,8,2
29,90,3,5,8,5,6
29,91,8,5,6,8,4
29,92,2,3,7,8,3
29,93,6,1,8,7,3
29,94,5,4,6,3,6
29,95,8,2,6,6,4
29,96,2,2,7,4,8
29,97,8,4,6,6,2
29,98,4,5,7,6,3
29,99,4,6,6,6,7
29,100,4,5,8,7,6
29,101,4,1,7,6,2
29,102,6,2,5,5,2
29,103,3,5,3,7,3
29,104,3,6,7,9,7
29,105,6,6,6,7,9
29,106,3,2,7,7,8
29,107,3,5,6,7,4
29,108,3,3,7,6,7
29,109,6,1,1,7,8
29,110,5,2,4,6,7
29,111,5,1,6,5,7
29,112,4,2,7,6,7
29,113,4,5,7,8,9
29,114,6,5,5,5,3
29,115,6,5,4,7,7
29,116,3,2,6,7,8
29,117,6,6,7,7,8
29,118,6,2,7,6,7
29,119,4,2,3,5,7
29,120,7,2,8,6,2
29,121,4,2,5,7,5
29,122,4,2,6,6,6
29,123,4,5,8,7,7
29,124,7,4,6,7,5
29,125,4,5,6,8,3
29,126,3,7,7,7,7
29,127,3,1,1,6,8
29,128,4,6,5,7,3
29,129,5,3,6,7,7
29,130,8,4,6,7,5
29,131,4,3,9,5,5
29,132,6,7,5,7,5
29,133,4,3,9,7,7
29,134,3,5,6,7,3
29,135,4,1,7,6,8
29,136,3,4,7,6,2
29,137,6,4,6,7,3
29,138,6,6,6,8,3
29,139,4,3,8,7,3
29,140,3,5,5,8,3
29,141,5,6,8,8,6
29,142,5,4,5,7,8
29,143,2,7,8,6,2
29,144,5,5,8,8,5
29,145,2,6,9,7,3
29,146,6,6,6,6,3
29,147,2,6,8,8,3
29,148,4,1,7,7,8
29,149,4,5,8,8,3
29,150,3,2,8,6,2
29,151,3,8,7,6,7
29,152,3,5,7,6,3
29,153,5,4,4,7,7
29,154,3,6,7,7,6
29,155,4,5,7,7,9
29,156,6,8,6,7,2
29,157,6,4,8,7,7
29,158,5,8,8,8,4
29,159,6,8,7,8,4
29,160,6,2,7,7,1
29,161,3,3,6,4,2
29,162,7,6,6,8,2
29,163,5,1,5,6,3
29,164,6,6,7,7,6
29,165,6,6,8,8,3
29,166,4,6,6,7,8
29,167,6,6,7,8,7
29,168,5,4,6,6,8
29,169,4,3,7,7,3
29,170,7,6,5,8,3
29,171,4,6,8,8,3
29,172,3,7,6,6,2
29,173,5,6,6,9,4
29,174,7,8,8,8,6
29,175,4,5,8,7,8
29,176,4,1,7,7,8
29,177,2,2,7,7,3
29,178,2,2,3,7,7
29,179,6,4,5,6,6
29,180,3,1,7,5,8
29,181,2,3,6,5,7
29,182,6,3,7,6,3
29,183,6,7,6,9,3
29,184,4,8,8,9,7
29,185,7,7,7,7,6
29,186,7,6,8,7,5
29,187,4,7,6,8,6
29,188,5,5,5,7,7
29,189,8,3,8,8,7
29,190,7,3,7,7,2
29,191,2,3,6,6,8
29,192,5,6,8,8,4
29,193,7,8,8,8,8
29,194,7,4,7,7,5
29,195,7,6,8,9,4
29,196,4,4,7,6,6
29,197,5,5,6,5,5
29,198,7,9,8,9,2
29,199,5,5,4,8,7
29,200,3,2,9,5,3
29,201,7,1,7,8,7
29,202,5,6,8,7,2
29,203,4,7,9,8,8
29,204,4,6,7,9,9
29,205,3,8,9,9,3
29,206,4,6,9,9,8
29,207,6,2,7,9,8
29,208,4,7,6,9,6
29,209,6,5,4,9,6
29,210,7,7,5,8,4
29,211,5,8,7,5,8
29,212,5,3,5,6,1
29,213,3,7,7,8,2
29,214,5,6,6,6,6
29,215,7,7,6,7,4
29,216,3,6,1,7,6
29,217,3,1,8,6,3
29,218,7,4,8,9,3
29,219,3,5,7,7,4
29,220,4,6,7,8,3
29,221,5,1,8,6,2
29,222,3,2,5,6,5
29,223,3,5,4,6,3
29,224,4,6,8,8,7
29,225,6,4,6,8,3
29,226,8,4,7,8,7
29,227,7,5,7,7,7
29,228,6,6,9,9,2
29,229,4,3,6,9,4
29,230,7,2,7,8,2
29,231,6,5,7,6,8
29,232,6,3,7,6,7
29,233,7,6,8,5,3
29,234,7,3,7,9,5
29,235,3,7,7,4,2
29,236,7,8,7,8,6
29,237,6,1,7,3,3
29,238,4,5,7,7,2
29,239,7,8,8,9,6
29,240,7,5,6,8,3
30,1,5,3,3,2,8
30,2,8,7,5,6,1
30,3,4,4,2,3,1
30,4,6,2,3,4,1
30,5,6,2,4,3,2
30,6,7,3,3,5,6
30,7,4,4,6,6,2
30,8,4,8,4,3,1
30,9,6,4,3,5,5
30,10,3,2,6,5,2
30,11,4,2,4,5,2
30,12,7,4,4,4,6
30,13,4,4,6,4,9
30,14,8,5,6,5,7
30,15,6,2,6,6,5
30,16,5,2,6,5,4
30,17,4,1,5,6,7
30,18,7,2,3,6,1
30,19,3,2,6,6,6
30,20,6,2,3,6,7
30,21,3,2,7,5,3
30,22,9,5,8,6,9
30,23,9,6,4,2,3
30,24,4,2,6,5,3
30,25,5,1,5,5,4
30,26,4,2,3,3,5
30,27,7,4,5,5,7
30,28,5,4,6,2,3
30,29,8,5,6,5,1
30,30,9,6,5,5,6
30,31,9,7,6,7,1
30,32,6,4,7,6,3
30,33,9,3,6,6,7
30,34,6,2,8,6,2
30,35,6,8,7,7,7
30,36,7,3,6,5,2
30,37,8,4,6,5,8
30,38,9,4,6,6,8
30,39,8,3,5,2,6
30,40,7,7,6,6,2
30,41,6,6,5,3,8
30,42,4,2,4,7,1
30,43,5,5,5,2,5
30,44,4,5,6,7,8
30,45,6,2,3,2,9
30,46,7,1,4,5,4
30,47,3,2,7,5,1
30,48,6,2,6,3,7
30,49,7,2,6,6,1
30,50,7,3,3,6,1
30,51,8,3,5,6,9
30,52,6,3,6,3,3
30,53,4,1,6,6,1
30,54,4,3,6,5,2
30,55,4,3,3,5,2
30,56,6,7,7,2,1
30,57,9,7,7,7,9
30,58,6,2,6,5,3
30,59,5,1,3,6,1
30,60,6,4,5,5,4
30,61,4,2,2,2,1
30,62,6,1,7,3,1
30,63,4,1,4,1,6
30,64,4,4,4,5,6
30,65,4,1,7,2,9
30,66,4,6,4,5,1
30,67,9,1,6,2,3
30,68,4,1,4,2,1
30,69,6,4,3,6,2
30,70,3,2,4,5,3
30,71,6,2,6,5,2
30,72,6,1,6,2,2
30,73,4,2,4,6,3
30,74,6,3,3,6,7
30,75,5,1,3,4,6
30,76,5,3,6,5,7
30,77,5,2,1,5,8
30,78,6,3,2,3,5
30,79,5,2,2,2,9
30,80,9,7,6,5,6
30,81,6,3,5,5,9
30,82,9,2,7,5,7
30,83,9,6,5,5,8
30,84,9,8,7,5,8
30,85,9,7,6,6,6
30,86,6,8,6,5,6
30,87,4,6,7,6,1
30,88,9,6,5,6,9
30,89,8,6,3,3,6
30,90,6,5,4,6,2
30,91,7,2,5,4,6
30,92,9,6,7,6,2
30,93,3,4,4,5,6
30,94,6,3,3,5,7
30,95,9,2,3,6,2
30,96,5,5,5,4,3
30,97,9,4,5,5,2
30,98,9,6,4,5,7
30,99,8,6,4,6,4
30,100,9,7,4,5,8
30,101,9,3,4,5,7
30,102,6,3,5,5,1
30,103,7,5,3,5,5
30,104,9,8,7,7,7
30,105,9,9,7,6,7
30,106,9,9,6,5,3
30,107,9,5,6,5,6
30,108,9,7,7,4,8
30,109,6,2,7,2,8
30,110,7,3,6,5,4
30,111,5,3,4,5,6
30,112,5,5,3,6,9
30,113,8,7,6,6,8
30,114,6,4,4,6,7
30,115,9,8,6,6,9
30,116,5,7,5,3,6
30,117,9,8,7,5,9
30,118,7,7,3,5,7
30,119,4,3,6,5,8
30,120,4,2,3,6,2
30,121,5,4,4,5,4
30,122,4,1,4,5,2
30,123,9,8,4,5,8
30,124,8,7,7,5,6
30,125,8,4,3,6,8
30,126,9,8,6,6,3
30,127,3,2,5,5,7
30,128,9,8,6,6,4
30,129,6,6,7,6,6
30,130,8,7,3,5,6
30,131,7,3,4,5,1
30,132,4,7,7,7,4
30,133,8,7,7,6,6
30,134,5,3,4,6,6
30,135,7,3,3,2,7
30,136,6,3,7,5,6
30,137,7,3,6,3,7
30,138,4,3,4,6,9
30,139,9,3,7,5,2
30,140,8,6,6,6,2
30,141,8,5,4,5,9
30,142,9,5,6,5,7
30,143,5,7,5,5,2
30,144,9,3,4,6,9
30,145,7,6,6,5,9
30,146,6,6,6,6,7
30,147,7,6,6,5,8
30,148,9,7,6,6,5
30,149,7,7,6,6,7
30,150,9,1,4,5,1
30,151,9,9,7,5,6
30,152,9,2,4,5,6
30,153,6,7,5,2,6
30,154,9,2,4,6,6
30,155,9,6,5,5,9
30,156,9,8,4,5,7
30,157,8,4,4,6,7
30,158,9,7,6,5,2
30,159,9,8,6,5,9
30,160,4,6,5,5,8
30,161,9,2,6,5,6
30,162,9,7,6,5,8
30,163,5,3,3,5,2
30,164,7,8,7,5,8
30,165,7,7,7,6,8
30,166,6,9,5,5,4
30,167,9,4,6,5,8
30,168,6,2,4,2,6
30,169,8,3,3,5,8
30,170,5,2,3,5,2
30,171,9,2,6,5,8
30,172,6,7,4,5,6
30,173,9,8,6,5,1
30,174,9,4,6,6,4
30,175,8,9,5,6,7
30,176,9,6,4,4,9
30,177,9,3,6,5,9
30,178,9,5,6,5,7
30,179,9,8,6,5,9
30,180,9,2,3,2,7
30,181,5,4,3,3,4
30,182,5,8,6,5,1
30,183,9,8,8,6,4
30,184,9,8,6,5,8
30,185,9,5,5,5,5
30,186,9,8,7,4,9
30,187,9,7,7,5,6
30,188,9,9,5,6,6
30,189,9,8,7,6,7
30,190,9,3,4,5,9
30,191,4,7,7,5,7
30,192,9,8,6,7,2
30,193,9,8,7,6,8
30,194,7,2,5,3,4
30,195,9,9,7,6,2
30,196,9,7,6,5,7
30,197,9,3,7,5,9
30,198,9,9,7,5,6
30,199,8,8,3,5,4
30,200,7,6,3,5,2
30,201,9,8,6,5,3
30,202,9,9,5,6,4
30,203,9,9,8,5,6
30,204,9,9,8,5,8
30,205,9,9,8,5,4
30,206,9,8,7,5,6
30,207,8,8,6,6,5
30,208,8,6,5,5,7
30,209,9,8,5,5,9
30,210,9,7,6,5,9
30,211,9,5,7,6,6
30,212,8,7,7,6,2
30,213,9,7,4,5,8
30,214,8,5,4,5,6
30,215,9,9,5,6,5
30,216,9,8,6,6,8
30,217,6,3,7,6,3
30,218,9,6,6,5,8
30,219,9,9,4,5,6
30,220,6,8,3,3,3
30,221,6,3,4,5,7
30,222,8,7,4,5,6
30,223,8,5,6,6,6
30,224,8,6,6,5,6
30,225,7,7,6,6,8
30,226,9,6,6,7,1
30,227,9,6,6,6,4
30,228,9,8,6,5,1
30,229,9,6,7,5,2
30,230,8,7,4,6,8
30,231,5,7,4,5,7
30,232,6,6,5,6,2
30,233,9,8,6,5,8
30,234,9,8,7,5,9
30,235,4,1,5,4,8
30,236,9,9,8,6,9
30,237,4,6,2,5,2
30,238,3,7,6,7,1
30,239,9,9,7,6,8
30,240,9,3,6,5,8
31,1,5,2,5,4,2
31,2,3,7,4,8,2
31,3,4,4,4,4,9
31,4,2,3,3,6,4
31,5,3,4,6,6,2
31,6,3,2,4,1,5
31,7,1,3,4,8,2
31,8,4,2,3,9,1
31,9,2,3,6,8,2
31,10,3,1,7,7,6
31,11,3,2,6,9,1
31,12,2,3,6,2,5
31,13,4,4,6,1,2
31,14,2,6,7,8,5
31,15,5,3,6,6,4
31,16,4,4,7,6,3
31,17,7,4,7,7,8
31,18,5,6,7,6,3
31,19,5,2,6,6,6
31,20,6,3,7,6,5
31,21,4,2,5,6,6
31,22,6,3,5,6,3
31,23,7,3,5,4,3
31,24,6,7,6,7,1
31,25,3,3,6,7,1
31,26,5,3,5,8,1
31,27,3,5,7,2,2
31,28,2,3,7,6,2
31,29,4,3,6,3,7
31,30,3,1,6,1,8
31,31,3,2,7,5,1
31,32,3,2,5,7,4
31,33,5,7,7,4,6
31,34,3,2,4,8,1
31,35,6,2,6,6,6
31,36,8,4,7,7,8
31,37,4,6,7,3,8
31,38,4,3,8,7,8
31,39,5,3,8,6,7
31,40,8,3,5,6,9
31,41,6,2,7,2,8
31,42,3,1,7,8,8
31,43,4,2,7,3,8
31,44,6,2,6,3,5
31,45,2,3,6,1,4
31,46,3,1,5,1,2
31,47,3,3,7,8,2
31,48,4,2,5,9,5
31,49,4,3,7,9,2
31,50,7,3,6,7,2
31,51,3,3,7,7,6
31,52,2,3,4,4,5
31,53,2,6,5,8,2
31,54,3,4,5,8,2
31,55,2,2,4,4,2
31,56,3,2,4,1,3
31,57,5,6,6,3,5
31,58,6,3,5,7,2
31,59,3,6,5,7,2
31,60,2,3,5,3,6
31,61,2,2,4,7,2
31,62,6,2,5,2,3
31,63,2,3,5,1,6
31,64,2,3,6,3,6
31,65,1,2,5,1,7
31,66,2,2,2,6,6
31,67,1,2,5,6,6
31,68,2,3,2,8,3
31,69,7,3,3,7,2
31,70,4,2,7,3,1
31,71,1,6,3,3,5
31,72,4,3,6,3,7
31,73,5,4,7,6,4
31,74,4,3,4,6,6
31,75,2,6,7,3,2
31,76,5,3,5,2,5
31,77,3,2,5,1,6
31,78,4,1,5,2,6
31,79,3,3,2,6,7
31,80,2,4,5,3,3
31,81,3,3,8,4,3
31,82,3,3,6,7,6
31,83,6,3,6,3,6
31,84,5,4,5,7,3
31,85,5,6,7,8,6
31,86,5,4,5,8,4
31,87,2,4,5,9,3
31,88,7,6,7,7,4
31,89,6,2,7,3,3
31,90,6,3,5,9,5
31,91,5,3,6,8,5
31,92,4,4,4,8,3
31,93,2,3,6,3,1
31,94,6,2,4,7,8
31,95,3,3,6,6,7
31,96,2,1,5,6,8
31,97,3,2,7,6,2
31,98,5,5,6,3,4
31,99,7,4,7,8,7
31,100,7,3,7,3,7
31,101,4,6,3,6,1
31,102,7,2,5,8,1
31,103,4,3,6,3,7
31,104,6,8,8,9,8
31,105,5,6,5,7,6
31,106,4,7,5,6,9
31,107,5,3,5,4,7
31,108,5,3,7,3,8
31,109,3,4,3,7,9
31,110,3,6,4,7,7
31,111,6,6,7,2,5
31,112,3,4,7,4,7
31,113,6,6,5,6,8
31,114,6,7,5,3,8
31,115,4,6,5,4,7
31,116,3,3,5,6,7
31,117,4,6,6,7,8
31,118,4,4,4,3,8
31,119,3,1,5,5,1
31,120,6,2,5,6,1
31,121,3,2,7,7,2
31,122,3,2,6,6,3
31,123,6,6,5,1,5
31,124,5,3,6,5,7
31,125,3,3,5,2,5
31,126,3,3,4,4,3
31,127,3,2,7,1,5
31,128,5,7,8,6,4
31,129,5,3,6,7,3
31,130,6,7,6,3,6
31,131,6,2,7,3,8
31,132,6,8,8,9,6
31,133,7,6,7,5,7
31,134,2,3,5,7,3
31,135,5,2,8,4,7
31,136,5,1,6,3,6
31,137,5,2,6,3,5
31,138,5,2,7,7,6
31,139,6,4,9,4,5
31,140,5,4,8,9,2
31,141,8,3,6,6,8
31,142,5,4,5,3,6
31,143,3,3,4,4,5
31,144,6,3,7,2,6
31,145,8,7,5,8,7
31,146,6,4,4,6,4
31,147,8,7,6,4,5
31,148,7,3,9,6,8
31,149,6,7,8,4,8
31,150,5,6,7,8,2
31,151,5,7,7,4,9
31,152,3,3,5,7,6
31,153,5,4,5,2,3
31,154,4,3,7,8,4
31,155,7,4,3,6,8
31,156,6,7,9,2,9
31,157,5,3,7,6,4
31,158,3,6,7,4,4
31,159,5,6,7,1,6
31,160,5,4,5,8,2
31,161,2,3,8,4,2
31,162,4,3,6,2,7
31,163,5,2,4,7,3
31,164,3,7,7,6,6
31,165,7,6,7,3,4
31,166,6,7,7,7,9
31,167,4,7,5,6,4
31,168,5,6,8,3,5
31,169,5,8,7,3,4
31,170,7,6,8,4,6
31,171,4,3,5,6,6
31,172,5,8,4,7,3
31,173,3,6,5,8,2
31,174,6,7,7,6,4
31,175,7,3,6,9,9
31,176,6,2,6,6,8
31,177,5,6,5,4,8
31,178,4,1,4,8,2
31,179,6,2,5,2,9
31,180,6,7,6,6,2
31,181,6,2,7,4,9
31,182,4,6,5,8,1
