Painting,Representational,BeautyRating_M,BeautyRating_SD,Liking_M,Liking_SD,Saturation,Brightness,HueSD,SaturationSD,BrightnessSD,RedLum,GreenLum,BlueLum,Luminance,AdjustedRedLum,AdjustedGreenLum,AdjustedBlueLum,Entropy,StraightEdgeDensity,NonStraightEdgeDensity,Meaningfulness,Complexity,Emotion,ColourWarmth,Vertical_Symmetry,Horizontal_Symmetry,Average_Symmetry,VerticalGrayscale_Symmetry,HorizontalGrayscale_Symmetry,AverageGrayscale_Symmetry,ColourComponent,Beauty
15.jpg,1,4.1,2.5734119335216885,3.8297,2.4075,0.260147438116492,0.622053189091728,1.34861188993959,0.192530427696228,0.184682110250257,140.69,131.67,144.56,135.83,1.0357800191415738,0.9693734815578294,1.06427151586542,7.5736583687598,0.0469648960844908,0.0895632289155092,4.844444444444444,5.038461538461538,4.416666666666667,5.3478260869565215,0.8827,0.874,0.8784,0.8894,0.8792,0.8843,0.367541635,7.0
16.jpg,1,4.47,2.120935488632027,4.5106,2.2445,0.261721400304738,0.516776990450359,1.16726744586257,0.179925837970603,0.265619610605008,126.89,118.12,104.05,119.16,1.0648707620006714,0.991272239006378,0.8731957032561262,7.75635184174599,0.0327890207086524,0.0868630626246809,4.630434782608695,4.480769230769231,4.395833333333333,5.978260869565218,0.8985,0.769,0.8338,0.9019,0.7747,0.8383,0.115205713,4.0
17.jpg,1,4.1,2.3529399759900897,4.3617,2.4884,0.361645903150618,0.497701345246959,1.53548301362348,0.201085101001409,0.202926507768475,115.49,103.54,92.32,105.85,1.0910722720831365,0.9781766650921117,0.8721776098252244,7.52861429488794,0.0469114964639904,0.101530170202676,4.565217391304348,4.788461538461538,4.479166666666667,7.0,0.8958,0.8217,0.8588,0.913,0.8546,0.8838,-0.033910712,9.0
18.jpg,1,4.02,1.999591795076879,3.7021,2.2449,0.315621193403097,0.434611520244462,0.87490123211159,0.220776381020616,0.238841869180304,85.35,99.23,107.92,96.05,0.8885996876626756,1.0331077563768871,1.1235814679854244,7.63162345577057,0.0420004850742002,0.101404723259133,4.630434782608695,4.846153846153846,4.395833333333333,3.260869565217391,0.7841,0.7896,0.7869,0.7805,0.7912,0.7859,1.232369957,4.0
19.jpg,1,3.82,2.131972354991729,4.0,2.359,0.363267281781624,0.519188059392622,1.65704475351535,0.211846405680137,0.191289906871707,123.13,106.26,94.74,110.02,1.1191601526995092,0.9658243955644428,0.8611161606980549,7.5008134248495,0.0307051421976283,0.111870899469038,4.5,3.826923076923077,3.9791666666666665,6.239130434782608,0.8775,0.8629,0.8702,0.898,0.8957,0.8969,-0.199675622,4.0
20.jpg,1,4.53,1.9188644601238856,4.5957,2.0287,0.283979665689871,0.415790313216196,1.12010708817539,0.149248233586467,0.185526518188259,98.68,90.84,81.77,92.16,1.070746527777778,0.9856770833333334,0.8872612847222222,7.29978085201519,0.016345655307685,0.132211636358982,4.130434782608695,4.923076923076923,4.5625,5.913043478260869,0.8534,0.8458,0.8496,0.8601,0.8697,0.8649,0.088797621,8.0
21.jpg,1,4.08,2.246902629971185,3.6809,2.4147,0.404514769622384,0.284661806130903,0.521670326195004,0.242306265396266,0.210321637259397,72.37,52.45,36.19,56.59,1.278847852977558,0.9268421982682452,0.6395122813217883,6.87996592911739,0.0355354906515697,0.106635342681764,4.282608695652174,6.019230769230769,4.270833333333333,5.173913043478261,0.7066,0.7422,0.7244,0.7217,0.7542,0.738,-1.209830618,3.0
22.jpg,1,5.06,1.9315849471776445,4.7447,2.1414,0.281370000108387,0.374271243563739,1.24976013075213,0.127089252788006,0.216185446844269,73.57,81.43,90.4,80.09,0.918591584467474,1.0167311774253964,1.1287301785491322,7.23780308262801,0.0205126379811907,0.103105070352143,5.108695652173913,5.730769230769231,4.3125,4.391304347826087,0.9197,0.8287,0.8742,0.928,0.8451,0.8865,1.063515461,8.0
23.jpg,1,4.37,1.9680094574187887,3.5319,2.5009,0.20686694097477,0.328797260425297,1.46636040219533,0.0992244126535897,0.157949586363139,76.83,78.95,72.37,77.58,0.9903325599381284,1.0176591905130188,0.9328435163701986,7.0692831000366,0.0118954480296619,0.136085801970338,4.239130434782608,4.653846153846154,4.25,3.652173913043478,0.8494,0.8644,0.8569,0.8597,0.8747,0.8672,0.565457244,5.0
24.jpg,1,4.78,2.185387463894432,4.234,2.5894,0.280811694193891,0.209887301354457,1.30869177177012,0.165720934871834,0.149580981143427,76.74,39.2,44.03,42.01,1.8267079266841229,0.9331111640085696,1.048083789573911,5.41733927471545,0.027018208399472,0.0739911666005279,5.195652173913044,4.288461538461538,4.770833333333333,4.869565217391305,0.7112,0.7322,0.7217,0.7407,0.7648,0.7527,-1.957558519,7.0
25.jpg,1,4.06,1.8052078855921496,3.8511,2.4045,0.327484367046976,0.282376075135937,0.954213306274106,0.182722803969488,0.171426769261112,51.48,61.55,67.62,59.23,0.8691541448590241,1.039169339861557,1.1416511902751985,6.81212187452243,0.0423309038104902,0.0859972211895098,4.543478260869565,4.615384615384615,4.354166666666667,2.891304347826087,0.7513,0.6937,0.7225,0.7361,0.6851,0.7106,1.34893336,3.0
26.jpg,1,4.84,2.160498808618236,3.9574,2.4223,0.23105028725812,0.305773329000109,1.64072068886434,0.133094162700648,0.179127763897944,67.97,69.42,70.95,69.16,0.9827935222672064,1.0037593984962407,1.0258820127241182,7.16015625038795,0.0316423115434638,0.108358730123203,4.565217391304348,5.230769230769231,4.5,3.3260869565217392,0.8373,0.7061,0.7717,0.8325,0.6921,0.7623,0.651477901,7.0
27.jpg,1,4.96,2.2584083251850866,4.6383,2.5403,0.28582762660622,0.186528570753603,1.11570526159461,0.164163481104235,0.147554914046912,41.65,43.55,38.79,42.46,0.9809232218558644,1.025671219971738,0.9135657089024964,5.87736863568687,0.024920734868614,0.0804813484647193,4.521739130434782,4.596153846153846,4.5,3.869565217391304,0.6475,0.6572,0.6523,0.661,0.6704,0.6657,0.607280317,8.0
28.jpg,1,4.24,2.3564068114874583,3.8511,2.284,0.393352973444614,0.305196836745748,0.33528221731411,0.122581159573669,0.0982345122791143,76.4,68.09,44.98,67.98,1.123859958811415,1.0016181229773462,0.6616651956457781,5.59092924195869,0.0058586270894788,0.110060122910521,4.130434782608695,3.980769230769231,4.729166666666667,5.065217391304348,0.938,0.9369,0.9374,0.9524,0.9486,0.9505,-0.317963008,3.0
29.jpg,1,4.53,2.0691120051355165,4.2128,2.0423,0.301540543864405,0.676116350326796,0.446702430567823,0.141376668331935,0.135698599446892,172.21,140.38,123.51,147.99,1.1636597067369416,0.94857760659504,0.8345834177984999,6.95442261564573,0.0193593512216115,0.101625023778389,4.8478260869565215,4.4423076923076925,4.75,4.891304347826087,0.9418,0.9356,0.9387,0.948,0.945,0.9465,-0.462845524,2.0
30.jpg,1,4.65,2.016361645567155,4.2979,2.0947,0.529373185369188,0.28917306052856,0.22912919739324,0.151492344118481,0.133686176394601,71.37,69.31,34.12,65.95,1.0821834723275208,1.050947687642153,0.5173616376042456,6.77181245391093,0.0138365296401183,0.116166595359882,4.369565217391305,5.0576923076923075,4.0625,5.0,0.8509,0.8154,0.8331,0.8614,0.8287,0.8451,-0.144405508,4.0
31.jpg,1,5.55,2.177903878990634,5.383,2.1924,0.363682816602532,0.546844730745324,0.33218656530487,0.0988416922426595,0.191527670180511,86.79,131.72,138.23,119.01,0.7292664481976304,1.106797748088396,1.1614990336946474,7.1769037398405,0.0237627618522602,0.0669747381477398,5.956521739130435,5.634615384615385,5.458333333333333,2.5434782608695654,0.9445,0.8992,0.9219,0.9491,0.9029,0.926,2.154498096,8.0
32.jpg,1,4.27,1.784742592770448,3.9787,2.0798,0.283239404662693,0.362747725999491,1.18517207447767,0.179970812487181,0.176003195817716,88.75,84.23,69.47,83.92,1.0575548141086748,1.003693994280267,0.8278122020972354,7.27201882550848,0.015614886276207,0.15423615539046,4.630434782608695,4.519230769230769,4.270833333333333,4.478260869565218,0.9306,0.8653,0.898,0.9372,0.8823,0.9097,0.136005505,4.0
33.jpg,1,4.73,1.8931670905266285,4.1277,2.3089,0.325163086157254,0.253062848843241,0.395467576583818,0.144826196296214,0.170734625304689,64.48,53.89,42.04,55.71,1.157422365823012,0.9673308203195118,0.7546221504218273,6.60262091830129,0.0268714762296718,0.0759076904369949,4.956521739130435,5.634615384615385,4.416666666666667,4.217391304347826,0.7541,0.7782,0.7661,0.7547,0.7821,0.7684,-0.462490952,6.0
34.jpg,1,3.9,2.165028161196872,4.6383,2.6079,0.201858603788383,0.14640219270504,1.29581491954954,0.0869735773923689,0.0569522441457168,34.97,31.02,31.99,32.31,1.0823274528009903,0.960074280408542,0.9900959455277004,5.03426150872318,0.0116606682160295,0.0845393317839705,4.565217391304348,4.865384615384615,5.208333333333333,3.5869565217391304,0.9669,0.9287,0.9478,0.9707,0.9442,0.9574,0.070069015,3.0
35.jpg,1,4.35,2.0972284918288646,4.3403,2.3982,0.233170190770016,0.496071049596309,1.21868089281393,0.158481516134837,0.289935976453798,113.43,120.86,108.27,117.2,0.9678327645051196,1.0312286689419794,0.9238054607508532,6.86632480643494,0.0106045399752693,0.127744418358064,5.369565217391305,5.25,5.354166666666667,4.456521739130435,0.9611,0.7915,0.8763,0.9667,0.8018,0.8843,0.691511486,6.0
36.jpg,1,4.47,2.178184977433819,4.1702,2.2681,0.473006775522892,0.311413670100809,0.473337958986312,0.17676783996475,0.265425890261925,77.97,69.98,42.26,69.25,1.1259205776173284,1.0105415162454874,0.6102527075812274,6.69580852059143,0.0238535733684852,0.0789860099648481,5.239130434782608,5.0576923076923075,5.041666666666667,4.8478260869565215,0.8044,0.6085,0.7064,0.8147,0.6216,0.7181,-0.35250656,2.0
37.jpg,1,4.55,2.0612063042236772,4.7234,2.174,0.436255830253879,0.381065987708517,0.627195717840709,0.20176178320245,0.239871337042867,94.39,83.28,51.75,83.07,1.1362706151438546,1.0025279884434817,0.6229685807150597,7.36872504715042,0.0225603303946029,0.0974250862720637,4.369565217391305,5.6923076923076925,4.354166666666667,5.913043478260869,0.8218,0.7637,0.7928,0.8312,0.7797,0.8055,-0.407360031,5.0
38.jpg,1,4.53,2.039307605586779,3.9574,2.2454,0.447417380046414,0.679698952457696,0.355625434498291,0.246738295916587,0.169779939078558,172.4,136.81,101.43,143.5,1.2013937282229965,0.9533797909407664,0.706829268292683,7.24486327231697,0.026901626555385,0.125462956777948,5.043478260869565,4.884615384615385,4.791666666666667,6.695652173913044,0.9612,0.9247,0.943,0.964,0.9509,0.9575,-0.738676386,6.0
39.jpg,1,4.37,1.9471591027516395,4.3191,2.4237,0.377086101078978,0.562805340903117,0.303768064616946,0.177170906308064,0.251763564547926,143.3,121.52,93.14,124.83,1.147961227269086,0.973483938155892,0.7461347432508212,7.51750390845749,0.023202036215664,0.108433380451003,4.673913043478261,5.134615384615385,3.8541666666666665,5.586956521739131,0.911,0.8825,0.8967,0.9182,0.9046,0.9114,-0.414336365,8.0
40.jpg,1,4.84,2.3285276069496215,4.8085,2.618,0.623522964691228,0.614246926093514,0.123580662079772,0.163598896376511,0.117054951198599,156.64,93.45,62.48,108.87,1.43878019656471,0.8583631854505374,0.5738954716634518,7.04672972588094,0.0237194503895517,0.118872216277115,5.434782608695652,5.788461538461538,5.166666666666667,6.782608695652174,0.9288,0.9187,0.9237,0.9261,0.9258,0.926,-2.146805916,7.0
41.jpg,1,5.49,1.6811075066692174,5.0851,2.1753,0.411832647931234,0.455705531475749,0.867316121498955,0.128003951007922,0.180487497005938,90.8,110.07,82.71,101.21,0.8971445509337023,1.0875407568422093,0.8172117379705562,7.3048122695484,0.0273161549748971,0.0946432200251029,4.891304347826087,5.096153846153846,4.375,5.739130434782608,0.8445,0.8197,0.8321,0.8665,0.8722,0.8693,1.04389498,7.0
42.jpg,1,3.73,2.015855517984301,3.234,2.2088,0.414901535357804,0.270704783451843,0.975753447379916,0.264648778502828,0.195939731747885,68.24,44.73,30.55,50.17,1.360175403627666,0.8915686665337851,0.6089296392266295,6.38173669456794,0.0143622316801955,0.0963283933198045,4.913043478260869,4.903846153846154,5.3125,5.108695652173913,0.8019,0.726,0.7639,0.813,0.7805,0.7968,-1.684524254,4.0
43.jpg,1,4.61,1.9886412138822376,4.7021,2.3211,0.520415709274768,0.579689299123905,0.160412687738896,0.144097253136908,0.199032839829101,147.63,118.81,74.26,122.31,1.207014961981849,0.9713841877197286,0.6071457771237021,6.30696147105296,0.0241098323978409,0.0769266259354924,4.543478260869565,4.326923076923077,4.041666666666667,6.173913043478261,0.9893,0.8963,0.9428,0.991,0.9137,0.9524,-0.805717718,6.0
44.jpg,1,4.47,2.130536006142442,4.0,2.1162,0.482715054236712,0.318196283213024,1.18319291160483,0.154348808088413,0.183188099228245,65.85,48.94,60.19,55.28,1.1912083936324167,0.8853111432706222,1.088820549927641,6.56001258435196,0.0299269570178635,0.0672720013154699,4.739130434782608,5.403846153846154,4.5625,5.021739130434782,0.8077,0.7742,0.7909,0.7995,0.7729,0.7862,-0.506111981,4.0
45.jpg,1,4.14,1.7304004491116254,3.7021,1.9551,0.177090769871806,0.643815304528891,1.24221806958749,0.0796294985523712,0.168057817084108,141.57,152.44,158.25,149.86,0.9446817029227278,1.0172160683304416,1.055985586547444,7.05215239023609,0.004130476878834,0.154392439787833,3.5652173913043477,3.25,3.8125,4.239130434782608,0.9865,0.9367,0.9616,0.9866,0.9446,0.9656,0.880849172,6.0
46.jpg,1,3.29,1.6343256738371534,3.234,1.9473,0.21995247379746,0.492835928143713,1.01012210834376,0.103477744908247,0.155975030237609,115.92,122.53,105.66,118.64,0.9770734996628456,1.032788267026298,0.8905933917734322,7.03147248893342,0.0093316204670681,0.134613171199599,3.717391304347826,3.692307692307693,3.6666666666666665,3.217391304347826,0.9667,0.8992,0.9329,0.9698,0.9225,0.9461,0.623167303,4.0
47.jpg,1,4.27,1.8433554143662771,3.7447,2.4089,0.197806746016027,0.322878861133495,0.692044039486026,0.113395458549509,0.242907565236801,80.02,69.16,75.41,73.11,1.0945151142114622,0.945971823279989,1.0314594446724117,6.78253792051633,0.0143326408073691,0.108776734192631,4.195652173913044,5.730769230769231,4.375,3.4782608695652173,0.8876,0.6518,0.7697,0.8829,0.6494,0.7661,0.019909438,4.0
48.jpg,1,4.18,2.0203050891044216,4.2128,2.3951,0.431586277129107,0.330331476846058,1.06201000163896,0.192191493309649,0.213938029651304,79.94,45.63,46.97,56.05,1.4262265834076715,0.8140945584299734,0.8380017841213203,6.24178136788201,0.0206300935925126,0.0596365730741541,5.043478260869565,5.153846153846154,5.9375,5.782608695652174,0.8058,0.7211,0.7634,0.8208,0.7922,0.8065,-1.954756273,2.0
49.jpg,1,4.96,2.285357114950997,5.0851,2.4568,0.195513139585951,0.376818314341444,0.842102746040412,0.117482030633836,0.197614818787593,77.91,89.97,94.72,86.91,0.896444597859855,1.0352088367276493,1.089863076746059,7.3875773171042,0.0191702323950292,0.112589142604971,5.586956521739131,6.230769230769231,5.645833333333333,2.5434782608695654,0.8535,0.8094,0.8314,0.8592,0.8155,0.8374,1.170132455,8.0
50.jpg,1,4.71,2.099951408572909,4.4894,2.4395,0.123405771985131,0.608986285108638,1.02858528238194,0.0980855467332474,0.205009337738708,145.02,153.03,145.72,149.82,0.9679615538646376,1.0214257108530236,0.972633827259378,7.23077435466859,0.0317415730479441,0.055552176952056,5.021739130434782,4.673076923076923,4.583333333333333,2.5652173913043477,0.9145,0.9128,0.9136,0.9162,0.9147,0.9154,0.710865997,8.0
51.jpg,1,4.65,1.9546908519074344,3.766,2.3145,0.269849761663107,0.555461531795038,0.76701085865559,0.119882398516203,0.15854427322371,138.56,123.77,108.99,126.53,1.0950762664980638,0.9781869912273768,0.8613767485971706,7.2096771628158,0.0081762321428571,0.15080605952381,4.673913043478261,5.288461538461538,4.25,5.065217391304348,0.9292,0.9158,0.9225,0.9357,0.9275,0.9316,-0.0617448639999999,7.0
52.jpg,1,4.0,1.9638570960936927,3.6596,1.833,0.328637050288747,0.630592047654504,0.0958437423774011,0.212707466494347,0.233086492656491,160.8,142.98,116.5,145.33,1.1064473955824674,0.9838299043556044,0.8016238904562031,7.47971063262506,0.0087183654197129,0.15130559291362,4.021739130434782,4.230769230769231,3.7916666666666665,4.456521739130435,0.9575,0.889,0.9233,0.9588,0.9135,0.9361,-0.153866086,3.0
53.jpg,1,4.08,1.656773357820457,4.1064,2.4248,0.297113757652143,0.600293281190592,0.359181120562092,0.135066171399726,0.217208487238472,112.66,133.65,152.72,129.52,0.8698270537368745,1.031886967263743,1.179122915379864,7.67112598988475,0.0123334666666667,0.146466533333333,4.913043478260869,3.673076923076923,4.604166666666667,2.4565217391304346,0.9037,0.9083,0.906,0.8986,0.9042,0.9014,1.363717957,7.0
54.jpg,1,4.22,2.0259540458555243,3.5532,2.43,0.315436167022257,0.378084048997173,0.760538871614928,0.177735977885932,0.182418449228519,68.35,76.18,95.11,75.98,0.8995788365359304,1.0026322716504343,1.2517767833640432,7.12814611367028,0.0240622800039872,0.120961678329346,5.021739130434782,4.3076923076923075,5.125,2.4565217391304346,0.782,0.7963,0.7892,0.7712,0.7943,0.7828,1.226765638,3.0
55.jpg,1,3.35,1.602166900017037,3.5106,2.2734,0.0744444581469825,0.751580492196878,1.23743518361927,0.103066178327894,0.142601222570057,188.13,188.41,182.98,187.73,1.002130719650562,1.0036222234059553,0.9746977041495766,6.48562585856566,0.0299014861717025,0.0620828888282975,3.369565217391304,3.230769230769231,3.6875,3.0869565217391304,0.9813,0.9591,0.9702,0.9815,0.9628,0.9722,0.517504055,4.0
56.jpg,1,4.2,2.0828747794667772,3.617,2.0168,0.228476661196248,0.431806261086342,1.0034560785998,0.103929343272862,0.244582324185292,92.72,103.15,104.13,100.12,0.9260886935677188,1.0302636835797043,1.04005193767479,7.28164744116805,0.020154481379789,0.125924685286878,3.804347826086957,4.461538461538462,4.145833333333333,3.4347826086956523,0.9049,0.7915,0.8482,0.902,0.7963,0.8492,0.98241023,6.0
57.jpg,1,5.31,2.101991281366023,5.1064,2.3887,0.168305784236664,0.416754347696526,1.40572162704267,0.139346001864383,0.301060033060555,101.66,95.8,93.59,97.31,1.04470249717398,0.9844825814407564,0.961771657589148,6.86721810094242,0.0166276369377877,0.0822973630622123,5.543478260869565,6.288461538461538,5.125,4.934782608695652,0.8147,0.8181,0.8164,0.8229,0.8318,0.8273,0.269925597,7.0
58.jpg,1,4.92,2.084050216794799,5.3191,2.2947,0.0962391613308959,0.59932291902987,1.92623627179492,0.0853567986286615,0.18351020417563,148.4,147.94,143.28,157.54,0.9419829884473784,0.939063095086962,0.9094833058270916,7.29937121633779,0.0319552133195759,0.0701999950137574,4.8478260869565215,4.769230769230769,5.229166666666667,2.9130434782608696,0.9156,0.9452,0.9304,0.9178,0.9497,0.9337,0.183912006,5.0
59.jpg,1,3.8,1.9659343730612355,3.4681,2.2443,0.142989808273195,0.511578883861237,0.944214263829034,0.0980793517415002,0.18736605370102,128.77,122.24,115.16,123.4,1.043517017828201,0.9905996758508914,0.93322528363047,7.38621318110693,0.0084941225700934,0.130290252429907,4.521739130434782,4.423076923076923,3.9166666666666665,3.9565217391304346,0.9704,0.9304,0.9504,0.9722,0.9353,0.9537,0.263846906,6.0
60.jpg,1,4.0,2.084833473504514,4.1702,2.2392,0.342701768321724,0.574286105961009,0.345227994412589,0.207284347832186,0.221507495305859,140.46,143.2,105.08,138.07,1.017310060114435,1.0371550662707325,0.7610632287969871,7.4082449115492,0.0259708271384491,0.107275006194884,4.108695652173913,4.096153846153846,3.6458333333333335,4.065217391304348,0.9494,0.8925,0.9209,0.9527,0.9189,0.9358,0.335285225,3.0
61.jpg,1,3.18,1.810288059161541,3.234,2.3794,0.204334283584154,0.428554579872295,0.342214354083144,0.0469475392863345,0.107491310731694,87.96,103.73,108.22,99.56,0.8834873443149859,1.0418842908798716,1.0869827239855363,6.56501169612302,0.0083275953736018,0.0750192796263982,3.369565217391304,2.6346153846153846,4.0,2.1956521739130435,0.9588,0.9461,0.9524,0.9547,0.9398,0.9472,1.239631422,8.0
62.jpg,1,4.08,1.7871422861709718,3.7447,2.2981,0.19427181208491,0.587395044448648,1.5857562077446,0.195009021340581,0.183039464780274,143.77,142.52,133.08,141.82,1.013749823720209,1.0049358341559724,0.9383725849668596,7.44861138511259,0.0221833258389159,0.0847208408277508,4.478260869565218,4.019230769230769,4.104166666666667,3.5,0.9205,0.9074,0.914,0.9274,0.9208,0.9241,0.436422346,7.0
63.jpg,1,3.41,2.2420835790643943,3.1702,2.3249,0.602523915860994,0.530447078985835,0.502405271765774,0.239051424683114,0.248316316025175,134.41,95.85,51.56,102.47,1.3117009856543378,0.935395725578218,0.5031716599980482,7.31797944815992,0.0257740736386971,0.0705311346946362,3.0652173913043477,2.9038461538461537,2.8541666666666665,6.760869565217392,0.8838,0.8462,0.865,0.9174,0.8738,0.8956,-1.464121793,3.0
64.jpg,1,4.59,1.9942775276131604,3.9574,2.3402,0.36817968978339,0.419437053524113,1.0011454319968,0.17019810391081,0.170353410889305,103.74,91.88,66.14,92.54,1.1210287443267777,0.9928679489950292,0.714717959801167,7.24852421944886,0.0117959979869796,0.137702960346354,3.739130434782609,4.288461538461538,3.625,6.217391304347826,0.8432,0.8416,0.8424,0.8469,0.856,0.8515,-0.277716643,4.0
