n_pairs,Pearson,Spearman
1,0.36016840544621764,0.3401352857187704
2,0.4986029445754609,0.45517017777322316
3,0.6731992573291153,0.6648389356036036
4,0.5745471540469106,0.5510587350373402
5,0.7139519850054965,0.7222742208633349
6,0.7806040668594248,0.7205868112905801
7,0.8165817586497477,0.7818192431534514
8,0.8218462760358547,0.7756939315518072
9,0.7953455926500668,0.754604276299437
10,0.8073284165679835,0.7800539879769977
