n_pairs,Pearson,Spearman
1,-0.19436739230925099,-0.18108881871088345
2,0.18956043964524605,0.13048319289526342
3,0.3587887297774156,0.24666486824674996
4,0.7510390632021675,0.6515189746498987
5,0.6324896318865209,0.6633529070079679
6,0.772603150910173,0.7622713552743512
7,0.8767718117172274,0.8099594208273815
8,0.8415914088696127,0.8068531850917645
9,0.7871141429366495,0.7149506938545672
10,0.8554950916502995,0.7825545092460579
