Metric,Value
R2 Score,0.03850593570895622
Adjusted R2 Score,-0.22135732491024473
Mean Absolute Error,1.9436293145020802
Mean Squared Error,4.803714485266582
Pearson Correlation,0.26094102264122204
Spearman Correlation,0.262992011351513
